,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,1413000.000,,,,3427000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,195000.000,,,,1041000.000,
DeferredTaxAssetsValuationAllowance,,,14371000.000,,,,36466000.000,
DeferredTaxLiabilitiesOther,,,2000.000,,,,,
EmployeeRelatedLiabilitiesCurrent,496000.000,896000.000,1645000.000,1020000.000,2076000.000,2221000.000,3195000.000,1706000.000
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,0.000,0.000,0.000,,0.000
FairValueAssetsLevel2ToLevel1TransfersAmount,,,,0.000,0.000,0.000,,0.000
Investments,,,123150000.000,,,,,
Liabilities,4111000.000,3926000.000,6110000.000,6531000.000,7167000.000,13228000.000,12817000.000,11571000.000
LiabilitiesAndStockholdersEquity,62074000.000,222814000.000,212361000.000,199929000.000,185696000.000,173727000.000,298789000.000,276289000.000
LiabilitiesCurrent,3327000.000,3100000.000,5098000.000,5319000.000,5844000.000,11847000.000,11450000.000,10223000.000
LongTermInvestments,,2784000.000,7992000.000,6697000.000,2804000.000,9012000.000,33602000.000,13065000.000
OperatingLeasesFutureMinimumPaymentsDue,,,12047000.000,,,,10583000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,1624000.000,,,,2216000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,1945000.000,,,,1872000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,1871000.000,,,,1980000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,1886000.000,,,,1905000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,2184000.000,,,,1919000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,2537000.000,,,,691000.000,
OtherAccruedLiabilitiesCurrent,,14000.000,120000.000,99000.000,192000.000,176000.000,605000.000,519000.000
OtherAssetsNoncurrent,114000.000,314000.000,,,,,,
OtherLiabilitiesCurrent,222000.000,238000.000,117000.000,133000.000,150000.000,128000.000,102000.000,107000.000
OtherLiabilitiesNoncurrent,784000.000,826000.000,1012000.000,1212000.000,1323000.000,1381000.000,1367000.000,1348000.000
PreferredStockParOrStatedValuePerShare,0.000,,0.000,,,,0.000,
PreferredStockSharesAuthorized,0.000,,10000000.000,,,,10000000.000,
PreferredStockSharesIssued,0.000,,0.000,,,,0.000,
PreferredStockSharesOutstanding,0.000,,0.000,,,,0.000,
PrepaidExpenseAndOtherAssetsCurrent,,,5622000.000,4952000.000,3782000.000,2338000.000,2749000.000,2625000.000
PrepaidExpenseAndOtherAssetsNoncurrent,,,4210000.000,4302000.000,3110000.000,3100000.000,3116000.000,3205000.000
PrepaidExpenseCurrent,2105000.000,1180000.000,,,,,,
PropertyPlantAndEquipmentGross,1321000.000,1927000.000,2855000.000,3977000.000,7442000.000,9579000.000,11078000.000,11978000.000
PropertyPlantAndEquipmentNet,1253000.000,1829000.000,2702000.000,3699000.000,7032000.000,9034000.000,10391000.000,11147000.000
RestrictedCashAndCashEquivalentsNoncurrent,100000.000,100000.000,,,,,,
RetainedEarningsAccumulatedDeficit,-28334000.000,-37325000.000,-53333000.000,-68856000.000,-86995000.000,-109081000.000,-134157000.000,-160027000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,1387838.000,4548306.000,4443479.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,2810912.000,3967049.000,4469492.000,4271077.000,4106567.000,3725971.000,3344876.000,3459872.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,2.830,4.820,4.190,4.390,4.660,5.000,2.960,5.780
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,101441000.000,64211000.000,33258000.000,13845000.000,35773000.000,61617000.000,69645000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,2.250,4.490,5.200,8.040,8.640,8.990,9.500,11.570
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,92439000.000,56274000.000,37868000.000,13882000.000,34851000.000,59856000.000,67304000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,3328871.000,4489667.000,4366507.000,5734910.000,6068919.000,5714718.000,5422307.000,6511792.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,1.610,4.730,5.560,7.920,8.530,8.900,9.410,11.390
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,81316000.000,63723000.000,39146000.000,25290000.000,37274000.000,51749000.000,55201000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,3672867.000,4871078.000,4814892.000,6029765.000,6356258.000,5956839.000,5628907.000,6855711.000
ShortTermInvestments,,103946000.000,115158000.000,115234000.000,94538000.000,73332000.000,124921000.000,167533000.000
StockholdersEquity,57963000.000,218888000.000,206251000.000,193398000.000,178529000.000,160499000.000,285972000.000,264718000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,57963000.000,218888000.000,206251000.000,193398000.000,178529000.000,160499000.000,285972000.000,264718000.000
UnrecognizedTaxBenefits,0.000,0.000,,,,,960000.000,
