,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
CommonStockSharesIssued,28123556.000,,,28183469000.000,,,,29931248.000,,,,30117234.000,,,,30955697.000,,,
CommonStockSharesOutstanding,28123556.000,,,28183469000.000,,,,29931248.000,,,,30117234.000,,,,30955697.000,,,
CommonStockValueOutstanding,2812000.000,2815000.000,2816000.000,2818000.000,2820000.000,2822000.000,2822000.000,2993000.000,2995000.000,3007000.000,3008000.000,3012000.000,3013000.000,3015000.000,3015000.000,3096000.000,3096000.000,3096000.000,3096000.000
DeferredIncomeTaxLiabilities,,,,,,,,349000.000,,,,,,,,,,,
DeferredRevenueCurrent,4048000.000,4042000.000,4087000.000,4311000.000,4142000.000,3868000.000,4103000.000,4342000.000,4657000.000,4490000.000,1253000.000,1599000.000,1746000.000,1601000.000,1643000.000,1905000.000,1817000.000,1813000.000,1568000.000
DeferredTaxAssetsGross,,,,,,,,22985000.000,,,,17303000.000,,,,21007000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,249000.000,,,,139000.000,,,,123000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,228000.000,228000.000,229000.000,229000.000,109000.000,109000.000,108000.000,107000.000,94000.000,95000.000,96000.000,95000.000
DeferredTaxAssetsNet,,,,,,,,598000.000,,,,459000.000,,,,379000.000,,,
DeferredTaxAssetsNetNoncurrent,290000.000,290000.000,242000.000,257000.000,257000.000,257000.000,257000.000,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,15926000.000,,,,9583000.000,,,,13114000.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,73000.000,,,,50000.000,,,,54000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,5438000.000,,,,5852000.000,,,,6004000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,1225000.000,,,,1410000.000,,,,1522000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,323000.000,,,,408000.000,,,,313000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,22387000.000,,,,16844000.000,,,,20628000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,,224000.000,,,,193000.000,,,,137000.000,,,
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,,,,,,,,125000.000,,,,127000.000,,,,119000.000,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiability,,,,,,,,0.000,,,,,,,,,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,,,,,,,,,,,,,,,0.000,,,
DefinedBenefitPensionPlanLiabilitiesCurrent,,,,,,,,46000.000,,,,35000.000,,,,22000.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,853000.000,,,,825000.000,,,,435000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,1600000.000,1500000.000,1200000.000,1700000.000,1800000.000,1600000.000,1600000.000,1400000.000,1200000.000,1700000.000,1700000.000,1400000.000,1200000.000,1100000.000,900000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,17000.000,,,,100000.000,,,,247000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,84000.000,,,,84000.000,,,,76000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,84000.000,,,,84000.000,,,,76000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,84000.000,,,,84000.000,,,,76000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,84000.000,,,,84000.000,,,,76000.000,,,
FiniteLivedIntangibleAssetsGross,,,,,,,,610000.000,,,,610000.000,,,,610000.000,,,
FiniteLivedIntangibleAssetsNet,,,,,,,,593000.000,572000.000,551000.000,530000.000,510000.000,489000.000,468000.000,383000.000,363000.000,344000.000,325000.000,306000.000
Goodwill,26388000.000,26388000.000,26388000.000,26388000.000,26388000.000,26388000.000,26388000.000,31656000.000,31656000.000,31656000.000,18183000.000,18183000.000,18183000.000,18183000.000,,,,,
Liabilities,6391000.000,5904000.000,5845000.000,6050000.000,,,,6161000.000,6654000.000,6735000.000,4722000.000,3962000.000,4007000.000,3760000.000,3646000.000,3826000.000,3873000.000,3243000.000,2786000.000
LiabilitiesAndStockholdersEquity,39294000.000,38621000.000,38181000.000,37814000.000,37199000.000,36551000.000,36877000.000,41151000.000,40810000.000,40177000.000,44965000.000,41739000.000,38570000.000,35810000.000,15408000.000,13382000.000,11979000.000,10148000.000,8926000.000
LiabilitiesCurrent,6391000.000,5904000.000,5845000.000,6050000.000,5682000.000,5217000.000,5991000.000,6024000.000,6515000.000,6591000.000,4611000.000,3840000.000,3886000.000,3648000.000,3538000.000,3725000.000,3770000.000,3082000.000,2642000.000
NoncurrentAssets,,,,,27337000.000,27078000.000,27056000.000,32912000.000,32881000.000,32865000.000,19316000.000,19341000.000,19535000.000,19469000.000,1133000.000,1286000.000,1274000.000,1062000.000,986000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,2054000.000,,,,1402000.000,,,,856000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,692000.000,,,,513000.000,,,,420000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,125000.000,,,,112000.000,,,,102000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,515000.000,,,,230000.000,,,,114000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,708000.000,,,,438000.000,,,,212000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,261000.000,,,,208000.000,,,,172000.000,,,
OtherAssetsCurrent,836000.000,1040000.000,782000.000,632000.000,573000.000,637000.000,747000.000,561000.000,520000.000,527000.000,630000.000,553000.000,480000.000,484000.000,472000.000,460000.000,438000.000,428000.000,449000.000
OtherAssetsNoncurrent,116000.000,114000.000,112000.000,113000.000,110000.000,111000.000,112000.000,111000.000,112000.000,86000.000,64000.000,73000.000,73000.000,70000.000,63000.000,54000.000,54000.000,55000.000,51000.000
OtherLiabilitiesNoncurrent,,,,,,,,137000.000,139000.000,144000.000,111000.000,122000.000,121000.000,112000.000,108000.000,101000.000,103000.000,161000.000,144000.000
PreferredStockParOrStatedValuePerShare,1.000,,,1.000,,,,1.000,,,,1.000,,,,1.000,,,
PreferredStockSharesAuthorized,5000000.000,,,5000000000.000,,,,5000000.000,,,,5000000.000,,,,5000000.000,,,
PreferredStockSharesIssued,0.000,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
PreferredStockSharesOutstanding,0.000,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
PreferredStockValueOutstanding,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
PropertyPlantAndEquipmentGross,,,,,,,,5457000.000,,,,5354000.000,,,,5351000.000,,,
PropertyPlantAndEquipmentNet,686000.000,645000.000,625000.000,615000.000,583000.000,579000.000,556000.000,551000.000,541000.000,572000.000,539000.000,575000.000,790000.000,748000.000,687000.000,869000.000,834000.000,641000.000,584000.000
RetainedEarningsAccumulatedDeficit,-106588000.000,-107116000.000,-107870000.000,-108796000.000,-109289000.000,-109801000.000,-110483000.000,-111738000.000,-112976000.000,-114154000.000,-107757000.000,-110443000.000,-113879000.000,-116504000.000,-136896000.000,-139103000.000,-140729000.000,-141984000.000,-142846000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,1000000.000,1000000.000,1000000.000,,,,,,,,,,,,
StockholdersEquity,,,,31764000.000,31517000.000,31334000.000,30886000.000,34990000.000,34156000.000,33442000.000,40243000.000,37777000.000,34563000.000,32050000.000,11762000.000,9556000.000,8106000.000,6905000.000,6140000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,32903000.000,32717000.000,32336000.000,31764000.000,,,,34990000.000,34156000.000,33442000.000,40243000.000,37777000.000,34563000.000,32050000.000,11762000.000,9556000.000,8106000.000,6905000.000,6140000.000
TaxesPayableCurrent,,,,,,,,101000.000,,,,11000.000,,,,153000.000,,,
UnrecognizedTaxBenefits,,,,,,,,,,,,,,,,55000.000,,,
