,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30
DebtInstrumentUnamortizedDiscount,,,,,,,,,,82.000,204.000,,82.000,,
DeferredRevenue,,29792.000,22917.000,16042.000,9167.000,29792.000,22917.000,16042.000,9167.000,29792.000,22917.000,16042.000,2292.000,22917.000,16042.000
DeferredRevenueCurrent,16042.000,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,2938500.000,,,,3055025.000,,,,,,
DeferredTaxAssetsNet,,,,,,,,,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,2938500.000,,,,3055025.000,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,-2938500.000,,,,-3055025.000,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,10697678.000,-9794643.000,-9913645.000,10262524.000,10362791.000,10458649.000,10534306.000,10614565.000,10692541.000,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,582944.000,615469.000,647897.000,713819.000,746836.000,90268.000
FurnitureAndFixturesGross,,,,,1372.000,,,,1372.000,,,,,,
InterestPayableCurrent,509485.000,,,,,,,,,,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,19494.000,22511.000,10100.000
Liabilities,1593834.000,532269.000,548023.000,562576.000,648572.000,736504.000,808356.000,875266.000,950172.000,1021600.000,1081822.000,1124821.000,1202290.000,1287685.000,463702.000
LiabilitiesAndStockholdersEquity,161680.000,73750.000,48001.000,52094.000,38312.000,30386.000,26581.000,13232.000,10162.000,17040.000,4787.000,1306.000,5810.000,17343.000,4553.000
LiabilitiesCurrent,1593834.000,532269.000,548023.000,562576.000,648572.000,736504.000,808356.000,875266.000,950172.000,1021600.000,1081822.000,1124821.000,1202290.000,1287685.000,463702.000
MachineryAndEquipmentGross,,,,,1000.000,,,,1000.000,,,,,,
NotesPayableCurrent,360550.000,,,,,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,53062.000,53062.000,27140.000,-11407.000,30843.000,44266.000,64730.000,65147.000,75729.000,84353.000,87217.000,102916.000,120562.000,116779.000,118694.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,27140.000,11407.000,31291.000,44592.000,64934.000,65229.000,75729.000,84353.000,82217.000,102916.000,120562.000,116779.000,118694.000
NotesPayableRelatedPartiesNoncurrent,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OperatingLossCarryforwards,,,,,,,,,8728644.000,,,,,,
OtherAccruedLiabilitiesCurrent,,,,337766.000,377857.000,408500.000,454448.000,500711.000,541700.000,,,,,,
OtherAssetsCurrent,23562.000,20285.000,,,,,21050.000,12356.000,,3827.000,3740.000,0.000,0.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpense,,,43780.000,,,,,,,,,,,,
PrepaidExpenseAndOtherAssets,,,,47383.000,35970.000,29289.000,19636.000,,8122.000,3827.000,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,,1290.000,1290.000
PropertyPlantAndEquipmentGross,,,,,34159.000,,,,34159.000,,,,,,
PropertyPlantAndEquipmentNet,31909.000,4931.000,3862.000,2180.000,1026.000,933.000,839.000,746.000,652.000,558.000,465.000,371.000,252.000,222.000,191.000
PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,,,,31979.000,33133.000,33226.000,33320.000,33320.000,33507.000,33601.000,33694.000,33878.000,33907.000,33937.000,33967.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,-10757091.000,-10829566.000,-10876046.000,-10949011.000,-11022873.000,-11068013.000
StockholdersEquity,-1432154.000,-458519.000,-500022.000,-510482.000,-610260.000,-706118.000,-781775.000,-862034.000,-940010.000,-1004560.000,-1077035.000,-1123515.000,-1196480.000,-1270342.000,-459149.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1432154.000,-458519.000,-500022.000,-510482.000,-610260.000,-706118.000,-781775.000,-862034.000,-940010.000,-1004560.000,-1077035.000,-1123515.000,-1196480.000,-1270342.000,-459149.000
