,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
LiabilitiesAndStockholdersEquity,2465062.000,1159296.000,1146963.000,1147716.000,525996.000,459845.000,450282.000,439845.000,421030.000,444100.000,428441.000,410706.000,448780.000,629560.000,551670.000,637349.000,753990.000,787045.000,973908.000,842380.000
LiabilitiesCurrent,10117102.000,10631358.000,10381157.000,10429557.000,10447063.000,10371750.000,9272038.000,9413459.000,9386501.000,9585282.000,9693261.000,9823349.000,9430260.000,9759946.000,9683782.000,8096807.000,7755950.000,7933644.000,7531982.000,7715689.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,2234327.000,2234327.000,2234327.000,2234327.000,1526622.000,1526622.000,1369872.000,1046632.000,1046632.000,1046632.000,1045232.000,1045232.000,1045232.000,1045232.000,1045232.000,1040687.000,1040037.000,1040037.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,2234327.000,2234327.000,2230827.000,2230827.000,2230827.000,1526622.000,1526622.000,1369872.000,1046632.000,1046632.000,1046632.000,1045232.000,1045232.000,1045232.000,1045232.000,1045232.000,1040687.000,1040037.000,1040037.000
LoansAndLeasesReceivableRelatedParties,6232.000,8832.000,8832.000,8832.000,8832.000,8832.000,8832.000,8832.000,8832.000,5932.000,5932.000,5932.000,9841.000,12123.000,12123.000,12123.000,2282.000,,,
LoansReceivableNet,,,,,,66955.000,,8832.000,8832.000,66955.000,66955.000,66955.000,66955.000,66955.000,66955.000,66955.000,,,,
MachineryAndEquipmentGross,,,84853.000,84853.000,84853.000,,,,,,,,,,,,,,,
MarketableSecurities,,,,,,,,,,,,,350556.000,,,,,,,
MarketableSecuritiesCurrent,894650.000,910791.000,895791.000,895898.000,270328.000,207703.000,199005.000,188567.000,205963.000,261360.000,250520.000,214142.000,350556.000,181454.000,270997.000,375850.000,481120.000,456686.000,646146.000,579266.000
MarketableSecuritiesNoncurrent,,,,,,,,,,,,,,,,,383770.000,456686.000,646146.000,579266.000
MinorityInterest,-682307.000,-704205.000,-704205.000,-704205.000,-704205.000,-704205.000,,,,,,,,,,,,,,
NotesPayableCurrent,,,,,,,1293400.000,1298700.000,1298700.000,,,,,,,,,,,614390.000
OperatingLossCarryforwards,,,,,,36699000.000,,,,36699000.000,,,37679736.000,,,,37734753.000,,,
OtherAccruedLiabilities,30000.000,,,,,,,,,,,,,,,,,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,26888.000,26888.000,26888.000,26888.000,26888.000,26888.000,26888.000,26888.000,26888.000,26888.000,26888.000
OtherAssets,113096.000,66955.000,66955.000,66955.000,70243.000,70243.000,,,,70243.000,70243.000,,77729.000,144505.000,144505.000,144505.000,141955.000,141955.000,287375.000,141955.000
OtherAssetsCurrent,780.000,,2837.000,864.000,864.000,864.000,,,,,,,,,,,43417.000,74466.000,,117500.000
OtherAssetsNoncurrent,,,,,,,70243.000,70243.000,70243.000,,,70243.000,77729.000,144505.000,144505.000,144505.000,,,,
OtherLiabilitiesCurrent,,,30000.000,30000.000,30000.000,,,,,,,,,,,,,,,
OtherReceivables,,,172203.000,172203.000,172203.000,172203.000,172203.000,172203.000,,73043.000,73043.000,73043.000,,,,,66955.000,66955.000,66955.000,66955.000
OtherReceivablesNetCurrent,,,,,,,,,,,,,,,,,66955.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,,,,,,,,,,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,,,,,,,,,,,,,,,,,,,
PreferredStockSharesSubscribedButUnissuedSubscriptionsReceivable,,,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000
PrepaidExpenseNoncurrent,,,,,,,,,,,,,,,,11000.000,,,,
PrepaidExpenseOtherNoncurrent,,,,,,,,,,,,,,,,,,,130420.000,
PropertyPlantAndEquipmentGross,,,206806.000,206806.000,206806.000,,,,,,,,,,,,,,,
PropertyPlantAndEquipmentNet,1143.000,515.000,346.000,175.000,,,,,,,,,,82733.000,82733.000,82733.000,82733.000,82733.000,,
PublicUtilitiesPropertyPlantAndEquipmentConstructionWorkInProgress,1253280.000,,,,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-28367853.000,-35814955.000,-35993034.000,-36259012.000,-36500789.000,-36699002.000,-36482300.000,-36623720.000,-36789723.000,-36954987.000,-37155076.000,-37291629.000,-37679736.000,-37746970.000,-37719465.000,-37896413.000,-37774842.000,-38150374.000,-38427555.000,-38684070.000
SharesIssued,57000.000,,,,,,,,,,,,,,,,,,,
SharesIssuedPricePerShare,,,,,,,,,,,,,,1.500,1.500,1.500,1.500,1.500,1.500,1.500
ShortTermBankLoansAndNotesPayable,,,1744982.000,1744982.000,1744982.000,1167480.000,,,,,,,,,,,,,,
ShortTermBorrowings,,2125456.000,1967456.000,1813956.000,1657956.000,1426456.000,,,,1346721.000,1319590.000,1312840.000,1342618.000,1320000.000,1313500.000,677660.000,673660.000,631538.000,662638.000,614390.000
StockholdersEquity,-6969732.000,-8767858.000,-8529987.000,-8577635.000,-9216861.000,-9207699.000,-8821757.000,-8973614.000,-8965471.000,-9141182.000,-9264820.000,-9412643.000,-8981480.000,-9130386.000,-9132112.000,-7459458.000,-7001960.000,-7146599.000,-6558074.000,-6873310.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-7652040.000,-9472063.000,-9234193.000,-9281841.000,-9921066.000,-9911905.000,-8821758.000,-8973614.000,-8965471.000,-9141182.000,-9264820.000,,,,,,,,,
TreasuryStockShares,1330440.000,887.000,1987.000,2987.000,2987.000,2987.000,2987.000,2987.000,2987.000,2987.000,2987.000,2987.000,3289.000,26789.000,64289.000,66989.000,67271.000,67271.000,79169.000,135169.000
TreasuryStockValue,-1330.000,1.000,2051.000,3801.000,3801.000,3801.000,3801.000,3801.000,3801.000,3801.000,3801.000,3801.000,3801.000,3824.000,3851.000,3854.000,21823.000,22142.000,22154.000,28217.000
