,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,290097.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,91837.000,,94914.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,57642.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,165642.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,6000.000,,26350.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,165642.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,108027.000,77226.000,543945.000,317450.000,97256.000,13458.000,10587.000,84699.000,22921.000,31429.000,8218.000,62323.000,20769.000,6814.000,73874.000
CashFDICInsuredAmount,,,,250000.000,250000.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,37199040.000,37399040.000,37824040.000,38070040.000,40295040.000,40517540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000
CommonStockSharesOutstanding,37199040.000,37399040.000,37824040.000,38070040.000,40295040.000,40517540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000,40715540.000
CommonStockValue,37199.000,37399.000,37824.000,38070.000,40295.000,40518.000,40716.000,40716.000,40716.000,40716.000,40716.000,40716.000,40716.000,40716.000,40716.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.050,,,,,,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,64065.000,,,,64065.000,
DeferredTaxAssetsGross,,,126076.000,,,60144.000,,,,62797.000,,,,55619.000,
DeferredTaxAssetsGrossNoncurrent,,,-20381.000,,,9197.000,,,,99642.000,,,,101809.000,
DeferredTaxAssetsLiabilitiesNet,,,105695.000,48453.000,37296.000,69341.000,69341.000,69341.000,69341.000,162439.000,162439.000,188973.000,211875.000,157428.000,98123.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,126076.000,,,60144.000,,,,62797.000,,,,55619.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,7776.000,7776.000,-20381.000,,,9197.000,,,,99642.000,,,,101809.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,73722.000,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,52354.000,,,52354.000,,,,55965.000,,,,50282.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,-20381.000,,,9197.000,,,,35577.000,,,,37744.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,,0.000,,,,0.000,
DerivativeLiabilitiesCurrent,14708.000,11800.000,,,,,,,,24560.000,33992.000,34542.000,26386.000,15061.000,10022.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,33858.000,,,,51115.000,
Goodwill,,,970.000,968.000,286230.000,970.000,,,,0.000,,,,0.000,
GoodwillGross,,,,,,970.000,,,,970.000,,,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,290097.000,,,,,,,,,
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,,290097.000,,,,290097.000,
IntangibleAssetsNetIncludingGoodwill,,970.000,,,,276549.000,271699.000,266849.000,308249.000,120466.000,120466.000,120466.000,120466.000,103209.000,103209.000
InventoryFinishedGoods,,2457131.000,,,,,,,,,,,,,
InventoryGross,,2457131.000,,,,,,,,,,,,,
InventoryNet,2376072.000,2372061.000,2726016.000,2408782.000,2650955.000,2889107.000,2794549.000,2776014.000,2721446.000,2796796.000,2806983.000,2794936.000,2827309.000,2723222.000,2643635.000
InventoryValuationReserves,,85070.000,125000.000,,,125000.000,,,,141000.000,,,,141000.000,
Liabilities,4727959.000,4805465.000,5602759.000,5268660.000,5529757.000,5493244.000,5440066.000,5428813.000,5298874.000,5537394.000,5022605.000,5038182.000,4841778.000,4726929.000,4746638.000
LiabilitiesAndStockholdersEquity,6006933.000,6138070.000,6814860.000,6563423.000,6989671.000,6881536.000,6787248.000,6754192.000,6376164.000,6391854.000,5803148.000,5819410.000,5609118.000,5496098.000,5604766.000
LiabilitiesCurrent,2287827.000,2342934.000,2744064.000,2417096.000,2689427.000,2654773.000,2637223.000,2612506.000,2470683.000,2689184.000,2178614.000,2221298.000,2054487.000,1909480.000,1940994.000
LiabilitiesNoncurrent,,,2858695.000,2851564.000,2840330.000,2838471.000,2802843.000,2816307.000,2828191.000,2848210.000,2843991.000,2816884.000,2787291.000,2817449.000,2805644.000
LinesOfCreditCurrent,834591.000,894591.000,1200605.000,1233772.000,1113772.000,1190272.000,1190272.000,1242548.000,1246548.000,1245316.000,849316.000,834316.000,808858.000,758858.000,788858.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,36294.000,,,134451.000,,,,61416.000,,,,42194.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,1085804.000,,,,,,,,,,,11768.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,36546.000,,,1085800.000,,,,,,,,11381.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,37013.000,,,40522.000,,,,1086739.000,,,,11006.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,36647.000,,,59450.000,,,,40522.000,,,,1096446.000,
LongTermNotesPayable,833267.000,808386.000,1196010.000,1186911.000,1177731.000,1185772.000,1150144.000,1143292.000,1142752.000,1127261.000,1113037.000,1103700.000,1094340.000,1135817.000,1128965.000
NotesAndLoansReceivableNetCurrent,43201.000,43176.000,41376.000,42211.000,47193.000,40242.000,,,,1200.000,,,,1250.000,
NotesPayable,,,1232304.000,,,1320223.000,,,,1188677.000,,,,1178011.000,
NotesPayableCurrent,138031.000,132228.000,36294.000,36352.000,186468.000,134451.000,160090.000,160089.000,60801.000,61416.000,66421.000,64253.000,48442.000,42194.000,35162.000
NotesPayableRelatedPartiesClassifiedCurrent,50083.000,50083.000,50083.000,51012.000,51012.000,52702.000,51012.000,52702.000,52702.000,,,,,,
NotesPayableRelatedPartiesNoncurrent,1606865.000,1654145.000,1662685.000,1664653.000,1662599.000,1652699.000,1652699.000,1673015.000,1685439.000,1720949.000,1730954.000,1713184.000,1692951.000,1681632.000,1676679.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,37325.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,17525.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,5075.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,14725.000,
OtherAssetsCurrent,,1100.000,,,,,,,,,,,,,
OtherLiabilitiesCurrent,150263.000,208854.000,87624.000,93354.000,252877.000,269255.000,123403.000,138759.000,37564.000,66665.000,22697.000,26439.000,52464.000,70960.000,72343.000
OtherLiabilitiesNoncurrent,2440132.000,2462531.000,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,,,,,,3621577.000,,,,3699812.000,,,,3157812.000,
PropertyPlantAndEquipmentNet,2628691.000,2601999.000,2594997.000,2651331.000,2683079.000,2581874.000,2548146.000,2596842.000,2489020.000,2527227.000,1875409.000,1817700.000,1784825.000,1903512.000,1906678.000
RetainedEarningsAccumulatedDeficit,53091.000,57814.000,-123340.000,-37478.000,4259.000,-80160.000,-127971.000,-149774.000,-397863.000,-632534.000,-706451.000,-705766.000,-719654.000,-717825.000,-628866.000
SaleOfStockPricePerShare,,,0.140,,,,,,,,,,,,
SharePrice,,,,,,0.070,,,,,,,,,
SharesIssuedPricePerShare,,,,,0.086,,,,,,,,,,
StockholdersEquity,1278974.000,1332605.000,1212101.000,1294763.000,1459914.000,1388292.000,1347182.000,1325379.000,1077290.000,854460.000,780543.000,781228.000,767340.000,769169.000,858128.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1278974.000,1332605.000,1212101.000,1294763.000,1459914.000,1388292.000,1347182.000,1325379.000,1077290.000,854460.000,780543.000,781228.000,767340.000,769169.000,858128.000
