,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AssetsCurrent,1608000000.000,1669000000.000,1958000000.000,1711000000.000,1713000000.000,1638000000.000,1712000000.000,1694000000.000,1740000000.000,1657000000.000,1685000000.000,1807000000.000,1662000000.000,1665000000.000
AssetsNoncurrent,2917000000.000,3430000000.000,3391000000.000,3371000000.000,3499000000.000,3490000000.000,3405000000.000,3399000000.000,3144000000.000,3101000000.000,3083000000.000,3110000000.000,3216000000.000,3166000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,0.000,
BilledContractReceivables,,,,435000000.000,429000000.000,463000000.000,501000000.000,477000000.000,395000000.000,474000000.000,414000000.000,388000000.000,358000000.000,350000000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,44000000.000,,16000000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,24000000.000,,7000000.000,,,,,,,,
CapitalizedComputerSoftwareNet,,,,,25000000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,292000000.000,185000000.000,259000000.000,309000000.000,469000000.000,280000000.000,394000000.000,524000000.000,510000000.000,479000000.000
CashCashEquivalentsAndShortTermInvestments,64000000.000,116000000.000,208000000.000,194000000.000,292000000.000,,,,,,,,,
CommercialPaper,,,,,0.000,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,40000000.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,,,,187600000.000,188300000.000,188100000.000,188500000.000,189200000.000,190400000.000,192000000.000,192200000.000,192500000.000,193000000.000,194900000.000
CommonStockSharesOutstanding,,,,187600000.000,,188100000.000,188100000.000,188800000.000,189400000.000,189500000.000,188300000.000,188500000.000,185700000.000,187700000.000
CommonStockValue,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
CustomerAdvancesAndProgressPaymentsForLongTermContractsOrPrograms,,,,,22000000.000,,,,,,,,,
CustomerAdvancesCurrent,,,,,322000000.000,327000000.000,,,,,,,,
DebtInstrumentCarryingAmount,,,,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,790000000.000,650000000.000,650000000.000
DebtInstrumentUnamortizedDiscount,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
DebtLongtermAndShorttermCombinedAmount,,,,783000000.000,,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,,649000000.000,649000000.000
DeferredFinanceCostsGross,,,,,6000000.000,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,456000000.000,,,,335000000.000,
DeferredTaxAssetsGross,,,,,1076000000.000,,,,689000000.000,,,,958000000.000,
DeferredTaxAssetsInventory,,,,,27000000.000,,,,55000000.000,,,,36000000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,640000000.000,,,,230000000.000,,,,620000000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,16000000.000,,,,56000000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,216000000.000,,,,566000000.000,
DeferredTaxAssetsNet,,,,,1074000000.000,,,,686000000.000,,,,955000000.000,
DeferredTaxAssetsNetCurrent,121000000.000,106000000.000,71000000.000,80000000.000,85000000.000,68000000.000,65000000.000,29000000.000,16000000.000,17000000.000,18000000.000,44000000.000,56000000.000,55000000.000
DeferredTaxAssetsNetNoncurrent,,507000000.000,473000000.000,420000000.000,556000000.000,543000000.000,470000000.000,471000000.000,216000000.000,192000000.000,183000000.000,186000000.000,566000000.000,541000000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,5000000.000,,,,3000000.000,,,,1000000.000,
DeferredTaxAssetsOther,,,,,5000000.000,,,,6000000.000,,,,0.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,5000000.000,,,,3000000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,902000000.000,,,,569000000.000,,,,856000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,111000000.000,,,,37000000.000,,,,38000000.000,
DeferredTaxAssetsValuationAllowance,,,,,2000000.000,,,,3000000.000,,,,3000000.000,
DeferredTaxLiabilities,,,,,434000000.000,,,,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,,,278000000.000,,,,209000000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,259000000.000,,,,,,,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,3000000.000,3000000.000,2000000.000,3000000.000,3000000.000,3000000.000,2000000.000,2000000.000
DeferredTaxLiabilitiesNoncurrent,222000000.000,1000000.000,1000000.000,1000000.000,1000000.000,3000000.000,,,2000000.000,,,,2000000.000,
DeferredTaxLiabilitiesOther,,,,,2000000.000,,,,0.000,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,68000000.000,,,,77000000.000,,,,62000000.000,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,,,,,,83000000.000,,,,49000000.000,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,16000000.000,,,,18000000.000,,,,15000000.000,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,89000000.000,,,,,,,,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,2203000000.000,,,,,,,,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,5925000000.000,,,,,,,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,,,,,,,,,2382000000.000,,,,3119000000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,,,,,1693000000.000,-1676000000.000,,-1429000000.000,-1416000000.000,-1391000000.000,,-1865000000.000
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,,,,,,,-2373000000.000,,,,-3112000000.000,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,,,,,,,,9000000.000,,,,7000000.000,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,,,,,1000000.000,,,,6000000.000,,,,0.000,
DefinedBenefitPlanBenefitObligation,,,,1605000000.000,6611000000.000,1827000000.000,,,6002000000.000,,,,6813000000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,,,2049000000.000,,,,2105000000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,,,410000000.000,,,,410000000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,,,412000000.000,,,,420000000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,,,,412000000.000,,,,418000000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,,,,412000000.000,,,,415000000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,,,,410000000.000,,,,414000000.000,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,4379000000.000,,,,4569000000.000,,,,4727000000.000,
DefinedBenefitPlanFundedStatusOfPlan,,,,,-2232000000.000,,,,-1433000000.000,,,,-2086000000.000,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,,,,,5882000000.000,,,,5445000000.000,,,,6308000000.000,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,,4065000000.000,,,,4242000000.000,,,,4455000000.000,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,,,,,6043000000.000,,,,5482000000.000,,,,6336000000.000,
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,,,,,,,,,,,,,0.000,
DividendsPayableAmountPerShare,,,,,,,,,,,0.210,0.310,,
DividendsPayableCurrentAndNoncurrent,,,,59000000.000,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,193000000.000,250000000.000,162000000.000,217000000.000,246000000.000,177000000.000,219000000.000,192000000.000,216000000.000,170000000.000,196000000.000,183000000.000,170000000.000,120000000.000
EmployeeStockOwnershipPlanESOPSharesInESOP,,,,,6900000.000,,,,6100000.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,384000000.000,391000000.000,397000000.000,404000000.000,409000000.000,415000000.000,416000000.000,418000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,96000000.000,82000000.000,85000000.000,85000000.000,85000000.000,72000000.000,71000000.000,71000000.000,76000000.000,62000000.000,62000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,10000000.000,26000000.000,20000000.000,,,24000000.000,,,,22000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,13000000.000,7000000.000,,17000000.000,12000000.000,6000000.000,,16000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,18000000.000,15000000.000,16000000.000,16000000.000,17000000.000,14000000.000,15000000.000,15000000.000,15000000.000,14000000.000,13000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,20000000.000,18000000.000,19000000.000,19000000.000,19000000.000,17000000.000,17000000.000,17000000.000,18000000.000,15000000.000,15000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,23000000.000,20000000.000,21000000.000,21000000.000,21000000.000,19000000.000,19000000.000,20000000.000,20000000.000,17000000.000,17000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,27000000.000,23000000.000,23000000.000,23000000.000,24000000.000,21000000.000,21000000.000,22000000.000,22000000.000,20000000.000,20000000.000
FiniteLivedIntangibleAssetsGross,,,,,,,561000000.000,564000000.000,564000000.000,564000000.000,566000000.000,572000000.000,566000000.000,561000000.000
FiniteLivedIntangibleAssetsNet,,,,194000000.000,184000000.000,184000000.000,177000000.000,173000000.000,167000000.000,160000000.000,157000000.000,157000000.000,150000000.000,143000000.000
Goodwill,2154000000.000,2154000000.000,2154000000.000,2178000000.000,2180000000.000,2188000000.000,2185000000.000,2184000000.000,2184000000.000,2185000000.000,2190000000.000,2195000000.000,1976000000.000,1973000000.000
IncomeTaxExaminationLiabilityRecorded,,,,,27000000.000,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,224000000.000,211000000.000,202000000.000,194000000.000,184000000.000,184000000.000,177000000.000,173000000.000,167000000.000,160000000.000,157000000.000,157000000.000,150000000.000,143000000.000
InterestPayableCurrentAndNoncurrent,,,,16000000.000,8000000.000,16000000.000,,,,,,,,
InventoryFinishedGoods,,,,57000000.000,52000000.000,41000000.000,44000000.000,45000000.000,56000000.000,66000000.000,64000000.000,60000000.000,50000000.000,50000000.000
InventoryForLongTermContractsOrPrograms,,,,274000000.000,253000000.000,280000000.000,270000000.000,260000000.000,217000000.000,232000000.000,226000000.000,222000000.000,192000000.000,205000000.000
InventoryNet,330000000.000,337000000.000,336000000.000,310000000.000,283000000.000,301000000.000,,,,,,,,
InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,,,,,,,297000000.000,288000000.000,246000000.000,267000000.000,259000000.000,258000000.000,225000000.000,231000000.000
Liabilities,2546000000.000,4206000000.000,4369000000.000,3927000000.000,4196000000.000,4076000000.000,3869000000.000,3746000000.000,3232000000.000,3069000000.000,3036000000.000,3128000000.000,3631000000.000,3521000000.000
LiabilitiesAndStockholdersEquity,4525000000.000,5099000000.000,5349000000.000,5082000000.000,5212000000.000,5128000000.000,5117000000.000,5093000000.000,4884000000.000,4758000000.000,4768000000.000,4917000000.000,4878000000.000,4831000000.000
LiabilitiesCurrent,1352000000.000,1274000000.000,1646000000.000,1317000000.000,1215000000.000,1137000000.000,1163000000.000,1107000000.000,1044000000.000,941000000.000,959000000.000,933000000.000,774000000.000,714000000.000
LiabilitiesNoncurrent,1194000000.000,2932000000.000,2723000000.000,2610000000.000,2981000000.000,2939000000.000,2706000000.000,2639000000.000,2188000000.000,2128000000.000,2077000000.000,2195000000.000,2857000000.000,2807000000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,0.000,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,,0.000,
LiabilityForUncertainTaxPositionsCurrent,,,,,21000000.000,,,,,,,,,
LongTermDebt,,,,649000000.000,649000000.000,,,,,,,789000000.000,,
LongTermDebtCurrent,,,,,,,,,,,,11000000.000,,
LongTermDebtFairValue,,,,702000000.000,699000000.000,697000000.000,672000000.000,669000000.000,667000000.000,676000000.000,694000000.000,828000000.000,688000000.000,700000000.000
LongTermDebtNoncurrent,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,649000000.000,778000000.000,649000000.000,649000000.000
LongTermDebtPercentageBearingVariableInterestRate,,,,0.250,0.250,,,,,,,,,
LossContingencyRangeOfPossibleLossMaximum,,,,46000000.000,47000000.000,47000000.000,,,,,,,,
LossContingencyRangeOfPossibleLossMinimum,,,,19000000.000,24000000.000,25000000.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,336000000.000,,,,269000000.000,,,,258000000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,78000000.000,,,,60000000.000,,,,63000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,32000000.000,,,,30000000.000,,,,27000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,36000000.000,,,,35000000.000,,,,34000000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,50000000.000,,,,42000000.000,,,,39000000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,67000000.000,,,,50000000.000,,,,52000000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,73000000.000,,,,52000000.000,,,,43000000.000,
OtherAssetsCurrent,36000000.000,49000000.000,57000000.000,47000000.000,58000000.000,62000000.000,56000000.000,56000000.000,70000000.000,70000000.000,50000000.000,42000000.000,47000000.000,47000000.000
OtherAssetsNoncurrent,80000000.000,64000000.000,65000000.000,68000000.000,67000000.000,66000000.000,65000000.000,71000000.000,79000000.000,86000000.000,93000000.000,120000000.000,87000000.000,87000000.000
OtherLiabilitiesNoncurrent,135000000.000,133000000.000,135000000.000,132000000.000,128000000.000,127000000.000,130000000.000,129000000.000,130000000.000,117000000.000,113000000.000,155000000.000,134000000.000,135000000.000
OtherReceivablesGrossCurrent,,,,10000000.000,7000000.000,7000000.000,8000000.000,9000000.000,11000000.000,12000000.000,9000000.000,9000000.000,11000000.000,11000000.000
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,188000000.000,2149000000.000,1938000000.000,1828000000.000,,2160000000.000,1924000000.000,1858000000.000,1407000000.000,1359000000.000,1312000000.000,1259000000.000,2072000000.000,2021000000.000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,,,,,,,,32000000.000,,,,14000000.000,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,,,,,2203000000.000,,,,1407000000.000,,,,2072000000.000,
PreferredStockParOrStatedValuePerShare,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ProgressPaymentsNettedAgainstInventoryForLongTermContractsOrPrograms,,,,,,,17000000.000,17000000.000,27000000.000,31000000.000,31000000.000,24000000.000,17000000.000,24000000.000
PropertyPlantAndEquipmentGross,,,,,1193000000.000,,,,1216000000.000,,,,1173000000.000,
PropertyPlantAndEquipmentNet,459000000.000,494000000.000,497000000.000,511000000.000,512000000.000,509000000.000,508000000.000,500000000.000,498000000.000,478000000.000,460000000.000,452000000.000,437000000.000,422000000.000
ReceivablesNetCurrent,1057000000.000,1061000000.000,1286000000.000,1080000000.000,995000000.000,1022000000.000,1035000000.000,1012000000.000,939000000.000,1023000000.000,964000000.000,939000000.000,824000000.000,853000000.000
RestructuringReserve,,,,,9000000.000,52000000.000,48000000.000,31000000.000,26000000.000,,,,8000000.000,
RetainedEarningsAccumulatedDeficit,,23000000.000,73000000.000,208000000.000,274000000.000,298000000.000,355000000.000,416000000.000,475000000.000,507000000.000,548000000.000,580000000.000,645000000.000,685000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,3.560,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,11.670,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,21900000.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,4950000.000,,,,7480000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,11.020,,,,10.310,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,,,91000000.000,,,,74000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,11360000.000,,,,11460000.000,,,,10790000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,11.060,,,,11.130,,,,10.740,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,5180000.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,,,,4490000.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,,,,10.590,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,6280000.000,,,,90000000.000,,,,74000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,4490000.000,,,,11400000.000,,,,10800000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,11.060,,,,11.130,,,,10.730,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,,,4950000.000,,,,7480000.000,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,,,11460000.000,,,,10790000.000,
SharePrice,,,,,,,,,19.060,,,,17.530,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,4000000.000,,,,40000000.000,,,,54000000.000,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,,,11.020,,,,10.310,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,,,11.130,,,,10.740,
ShortTermBorrowings,,,410000000.000,134000000.000,,,,,,,,,,
StockRepurchaseProgramAuthorizedAmount1,,,,,,,,,,,,,350000000.000,
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,,,,,,,,,,,31000000.000,31000000.000,322000000.000,
StockholdersEquity,,893000000.000,980000000.000,1155000000.000,1016000000.000,1052000000.000,1248000000.000,1347000000.000,1652000000.000,1689000000.000,1732000000.000,1789000000.000,1247000000.000,1310000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1979000000.000,893000000.000,980000000.000,1155000000.000,1016000000.000,1052000000.000,1248000000.000,1347000000.000,1652000000.000,1689000000.000,1732000000.000,1789000000.000,1247000000.000,1310000000.000
TaxCreditCarryforwardDeferredTaxAsset,,,,,6000000.000,,,,,,,,,
TreasuryStockValue,,,,,,,5000000.000,5000000.000,16000000.000,45000000.000,69000000.000,69000000.000,128000000.000,128000000.000
UnbilledContractsReceivable,,,,639000000.000,562000000.000,555000000.000,530000000.000,530000000.000,537000000.000,541000000.000,545000000.000,545000000.000,459000000.000,494000000.000
UnrecognizedTaxBenefits,,,,0.000,56000000.000,35000000.000,35000000.000,12000000.000,0.000,,,40000000.000,21000000.000,21000000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,,,,,,6000000.000,6000000.000,2000000.000,0.000,,,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,,,,0.000,0.000,0.000,,,,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,0.000,,,,0.000,,,,,
ValuationAllowanceAmount,,,,,2000000.000,,,,,,,,,
