,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000
PreferredStockSharesIssued,,,0.000,,,,0.000,,0.000,,,0.000,0.000,,,,
PreferredStockSharesOutstanding,,,0.000,,,,0.000,,0.000,,,0.000,0.000,,,,
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,,,,,,,,,10000.000,10000.000,7671318.000,1897615.000,4805613.000
PropertyPlantAndEquipmentGross,,,,,,,,,,,,3982.000,3982.000,3982.000,16010912.000,16190222.000,16929671.000
PropertyPlantAndEquipmentNet,,,,,,3720.000,3458.000,3232.000,3006.000,2780.000,2554.000,2328.000,2102.000,1875.000,14064543.000,13960926.000,14405381.000
RetainedEarningsAccumulatedDeficit,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8496144.000,-8370806.000,-8398690.000,-11721222.000,-25113942.000,-64790435.000
SharesIssued,100000000.000,,,,,,100000000.000,,,100138016.000,100138016.000,,,,,,
StockholdersEquity,-337817.000,-346175.000,-27287.000,-32831.000,-35937.000,2571.000,-3209.000,-6830.000,-2417.000,-4942.000,-2812.000,-7038.000,-32271.000,-42155.000,13065762.000,-325831.000,-40070897.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-337817.000,-346175.000,-27287.000,-32831.000,-35937.000,2571.000,-3209.000,-6830.000,-2417.000,-4942.000,-2812.000,,-32271.000,,13065762.000,-325831.000,-40070897.000
TaxesPayableCurrent,,,,,,,,,,,,,,,76249.000,67460.000,0.000
