,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,52920000.000,,,,50542000.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,93327000.000,,,,95700000.000,,
CashAndCashEquivalentsAtCarryingValue,197866000.000,201983000.000,293977000.000,73710000.000,200176000.000,189032000.000,138981000.000,74202000.000,80409000.000,20050000.000,10096000.000
CashEquivalentsAtCarryingValue,,,284076000.000,67654000.000,195449000.000,183695000.000,134718000.000,69370000.000,76561000.000,14177000.000,5872000.000
CommitmentsAndContingencies,,,,,0.000,0.000,,,0.000,,
CommonStockParOrStatedValuePerShare,0.100,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,500000000.000,,,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,162899000.000,,,,160043000.000,160552000.000,152677000.000,152766000.000,149660000.000,150159000.000,150182000.000
CommonStockSharesOutstanding,162889000.000,,,,160043000.000,160552000.000,152677000.000,152766000.000,149660000.000,150159000.000,150182000.000
CommonStockValue,16290000.000,,,,16004000.000,16055000.000,15267000.000,15277000.000,14966000.000,15016000.000,15019000.000
CompensatingBalanceAmount,,,0.000,0.000,0.000,,,,,,
DebtAndCapitalLeaseObligations,,,512596000.000,372825000.000,375434000.000,381727000.000,383253000.000,385695000.000,359592000.000,316897000.000,341649000.000
DebtCurrent,,,,,,,,,98989000.000,100572000.000,102049000.000
DebtInstrumentCarryingAmount,,,,,405045000.000,,,,373871000.000,,
DebtInstrumentFairValue,,,639726000.000,493185000.000,465669000.000,506644000.000,480200000.000,,400988000.000,371339000.000,467961000.000
DebtInstrumentUnamortizedDiscount,,,,,29611000.000,,,,14279000.000,,
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,,12428000.000,,,,7733000.000,,
DeferredCompensationPlanAssets,,,,,12000000.000,,,,7795000.000,,
DeferredRentCreditNoncurrent,,,,,66524000.000,70812000.000,77726000.000,80221000.000,78671000.000,78070000.000,111642000.000
DeferredTaxAssetsGross,,,124361000.000,127470000.000,,101991000.000,103555000.000,,216196000.000,,
DeferredTaxAssetsInventory,,,,,,,,,2052000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,225927000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,85472000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,140455000.000,,,,,,
DeferredTaxAssetsNet,,,,,,,,,200867000.000,,
DeferredTaxAssetsNetCurrent,86116000.000,58849000.000,66434000.000,58290000.000,85472000.000,76734000.000,99407000.000,81530000.000,78999000.000,64713000.000,76899000.000
DeferredTaxAssetsNetNoncurrent,163408000.000,162450000.000,161070000.000,159401000.000,140455000.000,134672000.000,121602000.000,131664000.000,121868000.000,119838000.000,119818000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,59668000.000,,
DeferredTaxAssetsOther,,,,,,,,,0.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,11249000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,27667000.000,78033000.000,86832000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,,,8347000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,49285000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,17244000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,,,20513000.000,,
DeferredTaxAssetsValuationAllowance,,,29227000.000,28652000.000,19217000.000,18752000.000,18592000.000,,15329000.000,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,167377000.000,,,,161577000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,,,-89865000.000,,,,-81875000.000,,
DefinedBenefitPlanAmountsRecognizedInBalanceSheet,,,,,40901000.000,,,,-31918000.000,,
DefinedBenefitPlanBenefitObligation,,,,,167377000.000,,,,161577000.000,,
DefinedBenefitPlanDebtSecurities,,,,,0.598,,,,,,
DefinedBenefitPlanEquitySecurities,,,,,0.352,,,,,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,808000.000,,3450000.000,2522000.000,702000.000,,1386000.000,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,4378000.000,,,,2473000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,,,43993000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInFiveFiscalYearsThereafter,,,,,44913000.000,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFive,,,,,16092000.000,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFour,,,,,16702000.000,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearOne,,,,,18262000.000,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearThree,,,,,17697000.000,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearTwo,,,,,17544000.000,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,,,17755000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,,,15680000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,,,,16001000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,,,,16661000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,,,,17743000.000,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,126476000.000,,,,129659000.000,,
DefinedBenefitPlanFundedStatusOfPlan,,,,,-40901000.000,,,,-31918000.000,,
DefinedBenefitPlanRealEstate,,,,,0.050,,,,,,
DefinedBenefitPlanWeightedAverageAssetAllocations,,,,,1.000,,,,1.000,,
EmployeeRelatedLiabilitiesCurrent,55029000.000,,,,64552000.000,43805000.000,41779000.000,46038000.000,54811000.000,38937000.000,38048000.000
InventoryNet,,732212000.000,689223000.000,882389000.000,721887000.000,793517000.000,749087000.000,927125000.000,822899000.000,856435000.000,832511000.000
Liabilities,,1026245000.000,1014317000.000,973072000.000,,,,,,,
LiabilitiesAndStockholdersEquity,2143100000.000,2211106000.000,2195151000.000,2146764000.000,2128465000.000,2189193000.000,2092815000.000,2202245000.000,2090247000.000,2086284000.000,2101831000.000
LiabilitiesCurrent,481907000.000,526954000.000,512135000.000,472760000.000,396712000.000,421057000.000,405888000.000,486315000.000,545337000.000,569711000.000,545751000.000
LineOfCreditFacilityAmountOutstanding,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,175000000.000,200000000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,600000000.000,600000000.000
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,471522000.000,,,,493637000.000,,
LongTermDebtAndCapitalLeaseObligations,,,364132000.000,365737000.000,367962000.000,372983000.000,374348000.000,376369000.000,260603000.000,216325000.000,239600000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,,,9326000.000,,,102049000.000
LongTermDebtCurrent,147498000.000,148181000.000,148464000.000,7088000.000,7472000.000,8744000.000,8905000.000,,,,
LongTermDebtFairValue,,,,493185000.000,465669000.000,506644000.000,480200000.000,466311000.000,228224000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,246932000.000,,,,243428000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,7472000.000,,,,102819000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,6167000.000,,,,3534000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,6461000.000,,,,6685000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,7859000.000,,,,8032000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,130154000.000,,,,9373000.000,,
LongTermDebtNoncurrent,359250000.000,363000000.000,364132000.000,365737000.000,367962000.000,372983000.000,374348000.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,359507000.000,,,,442686000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,57930000.000,,,,81379000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,38857000.000,,,,42076000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,42256000.000,,,,52527000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,45782000.000,,,,61528000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,53084000.000,,,,68843000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,121598000.000,,,,136333000.000,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,18065000.000,,15329000.000,14500000.000
OtherAssetsCurrent,105404000.000,144602000.000,83492000.000,,,,,,,,
OtherAssetsNoncurrent,28559000.000,29745000.000,28583000.000,38368000.000,26905000.000,25715000.000,24816000.000,24293000.000,11055000.000,11559000.000,10825000.000
OtherLiabilitiesCurrent,,,,,208795000.000,213462000.000,263993000.000,,,,
OtherLiabilitiesNoncurrent,138378000.000,136291000.000,138050000.000,134575000.000,157007000.000,157738000.000,161389000.000,161018000.000,134458000.000,131930000.000,161376000.000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,,,,-1281000.000,,,,1274000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,,,,,-39620000.000,,,,30644000.000,,
PreferredStockParOrStatedValuePerShare,1.000,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,10000000.000,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,72359000.000,78139000.000,101855000.000,86852000.000,83864000.000,99815000.000,101772000.000,119817000.000
PropertyPlantAndEquipmentFairValueDisclosure,,,,,2492000.000,,564000.000,564000.000,,,
PropertyPlantAndEquipmentGross,,,,,2003480000.000,,,,2030749000.000,,
PropertyPlantAndEquipmentNet,890364000.000,881265000.000,872372000.000,862247000.000,875431000.000,867668000.000,872070000.000,879567000.000,875202000.000,911917000.000,931865000.000
RetailRelatedInventoryMerchandise,671383000.000,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-125496000.000,,,,-50706000.000,-18561000.000,-30858000.000,-8256000.000,12176000.000,32171000.000,12591000.000
SalesRevenueGoodsNetPercentage,,,,,1.000,,,,1.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,,,5700000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,2675000.000,,,,1000000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,1127000.000,,,,1266000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,15.810,,,,15.650,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,2.820,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,0.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,2541000.000,,,,1406000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,1646000.000,,,,1429000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,12.830,,,,14.140,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,1127.000,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,1646000.000,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,143000.000,,,,46000.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,,,,,2.900,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,15.810,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm1,,,,,2.600,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,12.830,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1,,,,,2.900,,,,,,
ShorttermDebtFairValue,,,,,0.000,0.000,0.000,0.000,172764000.000,,
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,,,,,,,,70025000.000,70025000.000,70025000.000,70025000.000
StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased,,,,29172000.000,29172000.000,29172000.000,21194000.000,21185000.000,12650000.000,12626000.000,12626000.000
StockholdersEquity,1163565000.000,1184861000.000,1180834000.000,1173692000.000,1206784000.000,1237415000.000,1151190000.000,1178543000.000,1149849000.000,1168318000.000,1155104000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1184861000.000,1180834000.000,1173692000.000,,,,,,,
UnrecognizedTaxBenefits,,,,,14224000.000,,,,13596000.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,2400000.000,,,,1857000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,3572000.000,,,,2198000.000,,
