,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,245000.000,,1053000.000,863000.000,610000.000,,2620000.000
OtherAccruedLiabilitiesCurrent,100000.000,215000.000,286000.000,160000.000,152000.000,349000.000,253000.000
OtherAssetsNoncurrent,3343000.000,364000.000,309000.000,268000.000,226000.000,2973000.000,2753000.000
OtherLiabilitiesNoncurrent,244000.000,198000.000,,153000.000,154000.000,566000.000,978000.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,,0.000
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000,,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,,0.000
PrepaidExpenseAndOtherAssetsCurrent,878000.000,2299000.000,3438000.000,3411000.000,4401000.000,3896000.000,4118000.000
PropertyPlantAndEquipmentGross,6535000.000,6302000.000,6655000.000,6991000.000,7765000.000,8135000.000,8708000.000
PropertyPlantAndEquipmentNet,3667000.000,3481000.000,3479000.000,3370000.000,3701000.000,4392000.000,4604000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,100000.000,,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,,917000.000,917000.000,917000.000,917000.000,917000.000,917000.000
RetainedEarningsAccumulatedDeficit,-105979000.000,-117466000.000,-133495000.000,-147671000.000,-162333000.000,-176366000.000,-184623000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,627250.000,2401406.000,2927926.000,2661263.000,2614788.000,2493188.000,2574918.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,1730619.000,1908638.000,2156260.000,2459811.000,2850370.000,3071643.000,3173888.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,1.431,1.789,2.191,2.929,3.444,3.750,4.185
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,90542000.000,,,,34621000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,5303211.000,5270751.000,6125654.000,6261931.000,6102930.000,6158746.000,7194792.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,3.569,3.694,5.302,5.592,5.783,5.932,7.159
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,89476000.000,,,,34351000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,5206151.000,,,,6078576.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,3.685,,,,5.897,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,36418000.000,,,,23042000.000,
ShortTermInvestments,77495000.000,,,,,,
StockholdersEquity,-106048000.000,126068000.000,112714000.000,101187000.000,89422000.000,78479000.000,73787000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-106048000.000,126068000.000,112714000.000,101187000.000,89422000.000,78479000.000,73787000.000
StockholdersEquityNoteSubscriptionsReceivable,78000.000,78000.000,78000.000,,,,
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,159079000.000,,,,,,
TemporaryEquitySharesAuthorized,27217098.000,,,,,,
TemporaryEquitySharesIssued,27135453.000,,,,,,
TemporaryEquitySharesOutstanding,27135453.000,0.000,0.000,0.000,0.000,0.000,
UnrecognizedTaxBenefits,,666000.000,,,,1182000.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,0.000,,,,0.000,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,0.000,,,,0.000,
