,2011-12-31,2012-03-31,2012-09-30,2012-10-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,10256000.000,10738000.000,10538526.000,,10538526.000,10538526.000,10538526.000,10538526.000,10538526.000,10538526.000,38770473.000,151545710.000,152545710.000,157745198.000,157745198.000,177987658.000,178685388.000,178685388.000,200740944.000,203227491.000
CommonStockSharesOutstanding,10256000.000,10738000.000,10538526.000,,10538526.000,10538526.000,10538526.000,10538526.000,10538526.000,10538526.000,38770473.000,151545710.000,152545710.000,157745198.000,157745198.000,177987658.000,178685388.000,178685388.000,200740944.000,203227491.000
CommonStockSharesSubscriptions,,,,,,,,,,,837674.000,503297.000,,,,,,,,
CommonStockValue,10256.000,10738.000,10539.000,,10539.000,10539.000,10539.000,10539.000,10539.000,10539.000,38771.000,151546.000,152546.000,157746.000,157746.000,177988.000,178685.000,178686.000,200741.000,206033.000
ConvertibleLongTermNotesPayable,,,,,363413.000,,,,,,,,,,,,,,,
ConvertibleNotesPayable,,,,,,525000.000,525000.000,525000.000,525000.000,525000.000,425000.000,425000.000,425000.000,419167.000,419167.000,394167.000,394167.000,394167.000,365000.000,642500.000
ConvertibleNotesPayableCurrent,,,183586.000,,,,,,,,,,,,,,,,,
CustomerDepositsCurrent,,,,,,,,,,,,229718.000,270860.000,243087.000,217314.000,153094.000,239378.000,248299.000,182320.000,190691.000
DeferredCompensationEquity,,,8768956.000,,,,,,,,,,,,,,,,,
DeferredRevenueCurrent,,,,,,,,,,,,,,,,,,93522.000,51240.000,64150.000
DeferredTaxAssetsGross,,,3390000.000,,3731000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,0.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,,,,,,,9935785.000,,
DeferredTaxAssetsValuationAllowance,,,,,,-10431855.000,-10874292.000,-10859039.000,-11055432.000,-11187465.000,,,,,,,,9935785.000,,
DerivativeLiabilitiesCurrent,,,,,,326452.000,233000.000,172000.000,258000.000,228237.000,358000.000,258000.000,471000.000,304000.000,802000.000,382000.000,299000.000,701000.000,458000.000,813000.000
DueToRelatedPartiesCurrent,5800.000,5800.000,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,48785.000,46559.000,165580.000,,343339.000,527544.000,56950.000,373455.000,373455.000,373454.000,373455.000,11403.000,11403.000,11403.000,11403.000,11403.000,11403.000,11403.000,85666.000,11403.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,39872.000,44473.000,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,328185.000,323584.000,,,,,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,,,1814.000,1814.000,1814.000,1814.000,,,
InterestReceivableCurrent,,,,,,,,,,,,,,,,,,,13596.000,
InventoryNet,50107.000,121751.000,84638.000,,262432.000,159255.000,85872.000,73115.000,71088.000,69319.000,67994.000,544298.000,207695.000,617557.000,344537.000,460166.000,580751.000,468262.000,341346.000,523388.000
InventoryValuationReserves,,,195880.000,,,,,,,,,,,,,,,,,
Liabilities,,,837592.000,,1763063.000,2466409.000,,,,2911826.000,1679688.000,4427247.000,3558404.000,3995584.000,,,,,,
LiabilitiesAndStockholdersEquity,1034958.000,1265104.000,336317.000,,476499.000,388946.000,110785.000,95853.000,96818.000,91306.000,250364.000,1007718.000,936514.000,1113402.000,1012914.000,1098381.000,1326845.000,793277.000,636263.000,846939.000
LiabilitiesCurrent,201049.000,331925.000,631795.000,,1281029.000,2466409.000,2652134.000,2621948.000,2819306.000,2911826.000,1142706.000,4427247.000,3558404.000,3995584.000,3995322.000,3724292.000,3984584.000,4066923.000,3678559.000,4902580.000
LiabilitiesNoncurrent,,,,,,,,,,,536982.000,,,,,,,,,
LineOfCredit,,,,,284000.000,274000.000,324000.000,324000.000,324000.000,324000.000,,,,,,,,,,
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,,0.035,0.040,0.040,0.040,0.040,,,,,,,,,,
LoansReceivableNet,,,,,,,,,,,,,,144050.000,147550.000,147550.000,147550.000,20000.000,20000.000,20000.000
NotesAndLoansPayable,,,,,,,,,,,,,,521037.000,309599.000,384639.000,694917.000,427581.000,712926.000,440008.000
NotesPayable,,,,,,150000.000,25982.000,25982.000,25982.000,25982.000,25982.000,25982.000,25982.000,25982.000,25982.000,25982.000,25982.000,25982.000,,25982.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,,,,,,,,,,352267.000
NotesPayableToBankCurrent,50000.000,50000.000,150000.000,,150000.000,,,,,,,,,,,,,,25982.000,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,,,,242608.000,,,,,119141.000,79428.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,,,,,,232108.000,,,,,79427.000,79428.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,,,,,,,10500.000,,,,,39714.000,,
OperatingLossCarryforwards,,,8410000.000,,9257000.000,10431855.000,10874292.000,10859039.000,11055432.000,11187465.000,,,,,,,,,,
OtherAssets,,,,,,4705.000,10727.000,10727.000,10727.000,,10500.000,33781.000,33781.000,33781.000,33781.000,33781.000,33781.000,23281.000,23281.000,23281.000
OtherAssetsCurrent,170637.000,255367.000,52076.000,,19130.000,20057.000,0.000,0.000,0.000,10500.000,167083.000,131946.000,171734.000,52832.000,74219.000,96323.000,142355.000,84505.000,112368.000,137566.000
OtherAssetsNoncurrent,3994.000,3994.000,3994.000,,3994.000,,,,,,,,,,,,,,,
OtherNotesPayableCurrent,,,,,,,,,,,,320000.000,230000.000,,,,,,,
OtherShortTermInvestments,150535.000,,,,,,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,
PreferredStockValue,,,,,,,0.000,0.000,0.000,,,,,,,,,,,
PropertyPlantAndEquipmentNet,26511.000,26021.000,4767.000,,3788.000,3299.000,2809.000,979.000,490.000,,,143917.000,143917.000,119150.000,123327.000,123327.000,123327.000,78453.000,67505.000,57342.000
RetainedEarningsAccumulatedDeficit,-6412920.000,-7038336.000,,,-9703713.000,-10405408.000,-10874292.000,-10859039.000,-11055432.000,-11161019.000,-17021343.000,-20075857.000,-20995121.000,-21391542.000,-22141769.000,-21955976.000,-21987804.000,-23849712.000,-26367777.000,-28013684.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,3393100.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,366538.000,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,1133462.000,,1133462.000,1133462.000,60000.000,0.000,0.000,0.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,4262094.000,,,,,,,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,,,,,,,35000.000,0.000,,0.000,,,,,,,,,,
ShortTermDebtPercentageBearingFixedInterestRate,,,,,,,,,,,,,,,,,,,0.140,
StockholdersEquity,833909.000,933179.000,-501275.000,,-1286564.000,-2077463.000,-2541348.000,-2526094.000,-2722487.000,-2820520.000,-1429324.000,-3419529.000,-2621890.000,-2882182.000,-2982408.000,-2625911.000,-2657738.000,-3273647.000,-3042296.000,-4055641.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-501275.000,,-1286564.000,-2077463.000,,,,-2820520.000,-1429324.000,-3419529.000,-2621890.000,-2882182.000,,,,,,
