,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2014-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,46715.000,49051.000,49051.000,
DeferredFinanceCostsNet,,,,,,,,,,,,,,2336.000,48015.000,14937.000,144688.000
DeferredTaxAssetsNet,,,,,,,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1000338.000,,,1295892.000,,,,1596014.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,29739.000,,,,30857.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-1071778.000,,,1325631.000,,,,1626871.000,,,
DeferredTaxLiabilitiesOther,,,,,,,71440.000,,,,,,,,,,
DerivativeLiabilities,0.000,,0.000,,,,,,,,,,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,256278.000,312084.000,523750.000,383771.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,,14043.000
InterestPayable,249409.000,296958.000,344508.000,392057.000,89170.000,89695.000,,,,,,,,,,,
InterestPayableCurrent,2670.000,11139.000,19607.000,27985.000,384823.000,397078.000,,,,,,,,5517.000,78.000,7280.000,14842.000
Liabilities,1964418.000,1883315.000,1993547.000,2078156.000,2027235.000,2105073.000,566799.000,517350.000,643670.000,483830.000,471519.000,466880.000,457414.000,635148.000,705928.000,933995.000,835974.000
LiabilitiesAndStockholdersEquity,835752.000,807249.000,848738.000,696506.000,802838.000,1104463.000,914266.000,829204.000,667172.000,1509367.000,1201649.000,823298.000,692978.000,787125.000,677484.000,672728.000,611487.000
LiabilitiesCurrent,1847085.000,1765069.000,1874388.000,1958015.000,1906113.000,1982969.000,443713.000,393208.000,515225.000,370954.000,357422.000,351561.000,340874.000,506903.000,574962.000,796507.000,694966.000
LiabilitiesNoncurrent,117333.000,118246.000,,,,,,,,,,,,,130966.000,137488.000,141008.000
LossContingencyRangeOfPossibleLossMaximum,,,,,,,,,,,,,,150000.000,,,
LossContingencyRangeOfPossibleLossMinimum,,,,,,,,,,,,,,75000.000,,,
MineReclamationAndClosingLiabilityNoncurrent,123597.000,123597.000,,,,,,,,,,,,,,,
MineralPropertiesNet,,,,,,,,134745.000,,,,,,,,,
NotesPayable,234000.000,234000.000,234000.000,234000.000,1000321.000,1000321.000,,,,,,,,,,,
NotesPayableCurrent,,,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000
NotesPayableRelatedPartiesCurrent,829124.000,829124.000,829124.000,829124.000,62803.000,62803.000,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,,2292000.000,,,3811448.000,,,,4694159.000,,,
OtherAssetsNoncurrent,123597.000,123597.000,,,,,,,123597.000,123597.000,123597.000,123597.000,123597.000,,,,100042.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
PrepaidExpense,3604.000,3023.000,0.000,,,,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,,1688.000,10972.000,,,,,,,6250.000,4375.000,2500.000
PropertyPlantAndEquipmentGross,800351.000,800351.000,800351.000,800351.000,800351.000,800351.000,807085.000,807085.000,807085.000,811085.000,840988.000,849140.000,849140.000,849140.000,849140.000,849140.000,849140.000
PropertyPlantAndEquipmentNet,,,,,,,550128.000,541154.000,505254.000,483380.000,505551.000,505700.000,497832.000,489965.000,483202.000,476440.000,469677.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,,,0.000,,,,22500.000,11250.000,18750.000,18750.000
RetainedEarningsAccumulatedDeficit,-9488421.000,-9447371.000,-10429453.000,-10740302.000,-10606846.000,-10530442.000,-13139859.000,-15946135.000,-16559134.000,-16870251.000,-17165658.000,-17539370.000,-17660224.000,-17743811.000,-17924232.000,-18157055.000,-18120275.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,,,,,542000.000,542000.000,,225000.000,,,,75000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,,0.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,0.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,500000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,1.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,,,,,,0.000,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,0.000,,,,,,,,,,
StockholdersEquity,-1128666.000,-1076066.000,-1144809.000,-1381650.000,-1224397.000,-1000610.000,347467.000,311854.000,23502.000,1025537.000,730130.000,356418.000,235564.000,151977.000,-28444.000,-261267.000,-224487.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1128666.000,-1076066.000,-1144809.000,-1381650.000,-1224397.000,-1000610.000,347467.000,311854.000,23502.000,1025537.000,730130.000,356418.000,235564.000,151977.000,-28444.000,-261267.000,-224487.000
TreasuryStockShares,87247.000,87247.000,-87247.000,87247.000,87247.000,87247.000,43624.000,43624.000,43624.000,43624.000,43624.000,43624.000,43624.000,43624.000,43624.000,43624.000,43624.000
TreasuryStockValue,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000,86692.000
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,,,,,1000338.000,,,,,,,,,,
