,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
NotesReceivableNet,,,,,,,,,,,1200000.000,1200000.000,1500000.000,1500000.000,0.000,
OperatingLossCarryforwards,,,,,,,3583864.000,,,,4886567.000,4951046.000,4999000.000,5035000.000,5284205.000,5457000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,22756.000,5261.000,33345.000,22688.000,13793.000,3829.000,32236.000,23708.000,13825.000,3835.000,69512.000,48935.000,61131.000,73461.000,130226.000,141321.000
PropertyPlantAndEquipmentGross,,,,,157557.000,157557.000,157557.000,157557.000,157577.000,157557.000,157557.000,157557.000,157557.000,157557.000,3326.000,
PropertyPlantAndEquipmentNet,2961173.000,1500852.000,1374812.000,1366815.000,105116.000,98289.000,91861.000,91861.000,91861.000,91861.000,91861.000,91861.000,91861.000,91861.000,3326.000,3326.000
ReceivablesNetCurrent,,,,,,,,,,,,,,,126871.000,
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,,,,,,,1750000.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,-4965762.000,-5001860.000,-5296222.000,-5477263.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,,,,,2405914.000,,,,2405914.000,
StockholdersEquity,2362356.000,2315353.000,2370582.000,2259244.000,2471721.000,2375761.000,2320990.000,2245883.000,2182592.000,2119885.000,2010767.000,1945018.000,1898083.000,1861985.000,2197623.000,2016582.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2362356.000,2315353.000,2370582.000,2259244.000,2471721.000,2375761.000,2320990.000,2245883.000,2182592.000,2119885.000,2010767.000,1945018.000,1898083.000,1861985.000,2197623.000,2016582.000
TaxesPayableCurrent,,,27943.000,,,0.000,0.000,,,,,,,,,
