,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,,,,,,,,,1000000.000,,,,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,,,,,,3000000.000,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,,,,,,,,,315000000.000,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,50000000.000,60000000.000,54000000.000,3000000.000,69000000.000,63000000.000,57000000.000,,74000000.000,65000000.000,57000000.000,,63000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,,,,1000000.000,,,,,
IncomeTaxReceivable,,,16000000.000,24000000.000,2000000.000,2000000.000,1000000.000,3000000.000,3000000.000,2000000.000,2000000.000,,
InterestPayableCurrent,107000000.000,53000000.000,106000000.000,53000000.000,106000000.000,49000000.000,102000000.000,47000000.000,90000000.000,37000000.000,81000000.000,43000000.000,91000000.000
InventoryNet,22000000.000,20000000.000,24000000.000,25000000.000,24000000.000,25000000.000,25000000.000,24000000.000,25000000.000,22000000.000,20000000.000,16000000.000,15000000.000
LiabilitiesAndStockholdersEquity,8601000000.000,8935000000.000,9026000000.000,10219000000.000,10313000000.000,10090000000.000,10352000000.000,5833000000.000,5674000000.000,5004000000.000,4937000000.000,4761000000.000,4851000000.000
LiabilitiesCurrent,862000000.000,939000000.000,698000000.000,899000000.000,828000000.000,691000000.000,700000000.000,348000000.000,605000000.000,299000000.000,348000000.000,321000000.000,386000000.000
LiabilitiesNoncurrent,4219000000.000,4592000000.000,4615000000.000,4972000000.000,5113000000.000,5235000000.000,5307000000.000,4866000000.000,4354000000.000,3923000000.000,3845000000.000,3834000000.000,3909000000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,23000000.000,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,81000000.000,85000000.000,,,,,,,23000000.000,0.000,0.000,,
LongTermDebt,,,,,,,,,4303000000.000,3876000000.000,3796000000.000,,3864000000.000
LongTermDebtNoncurrent,4020000000.000,4295000000.000,4375000000.000,4598000000.000,4726000000.000,4893000000.000,4931000000.000,4812000000.000,,,,3789000000.000,
OilAndGasPropertySuccessfulEffortMethodGross,8814000000.000,9288000000.000,9761000000.000,10241000000.000,10645000000.000,10996000000.000,11359000000.000,7228000000.000,6844000000.000,6934000000.000,7078000000.000,7194000000.000,7344000000.000
OilAndGasPropertySuccessfulEffortMethodNet,,,,,,,,,,4416000000.000,4452000000.000,,4496000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,30000000.000,,,,34000000.000,,,,49000000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,11000000.000,,,,12000000.000,,,,7000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,5000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,5000000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,7000000.000,,,,9000000.000,,,,5000000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,12000000.000,,,,13000000.000,,,,5000000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,22000000.000,
OperatingLossCarryforwards,,,,,,,,,,,,318000000.000,
OtherAssetsCurrent,,,,,,,,,21000000.000,0.000,,,
OtherAssetsNoncurrent,8000000.000,8000000.000,3000000.000,2000000.000,2000000.000,2000000.000,2000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
OtherCommitment,,,,809000000.000,,,,525000000.000,,,,395000000.000,
OtherCommitmentDueInFourthYear,,,,83000000.000,,,,81000000.000,,,,57000000.000,
OtherCommitmentDueInNextTwelveMonths,,,,184000000.000,,,,160000000.000,,,,112000000.000,
OtherCommitmentDueInSecondYear,,,,185000000.000,,,,129000000.000,,,,65000000.000,
OtherCommitmentDueInThirdYear,,,,83000000.000,,,,85000000.000,,,,62000000.000,
OtherLiabilitiesCurrent,53000000.000,61000000.000,70000000.000,47000000.000,35000000.000,41000000.000,48000000.000,50000000.000,79000000.000,29000000.000,85000000.000,98000000.000,86000000.000
OtherLiabilitiesNoncurrent,9000000.000,5000000.000,9000000.000,7000000.000,7000000.000,6000000.000,6000000.000,6000000.000,6000000.000,8000000.000,9000000.000,4000000.000,4000000.000
OtherReceivablesNetCurrent,25000000.000,24000000.000,19000000.000,38000000.000,28000000.000,22000000.000,18000000.000,15000000.000,6000000.000,9000000.000,7000000.000,16000000.000,21000000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,9000000.000,7000000.000,8000000.000,7000000.000,7000000.000,7000000.000,8000000.000,5000000.000,5000000.000,4000000.000,5000000.000,5000000.000,5000000.000
PropertyPlantAndEquipmentGross,8887000000.000,9359000000.000,9835000000.000,10317000000.000,10724000000.000,11075000000.000,11440000000.000,7310000000.000,6926000000.000,7017000000.000,7162000000.000,7279000000.000,7429000000.000
PropertyPlantAndEquipmentNet,7882000000.000,8212000000.000,8461000000.000,8728000000.000,8915000000.000,9016000000.000,9124000000.000,4755000000.000,4458000000.000,4454000000.000,4488000000.000,4498000000.000,4528000000.000
PropertyPlantAndEquipmentOther,73000000.000,71000000.000,74000000.000,76000000.000,79000000.000,79000000.000,81000000.000,82000000.000,82000000.000,83000000.000,84000000.000,85000000.000,85000000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,0.000,,,,0.000,
RetainedEarningsAccumulatedDeficit,15000000.000,-103000000.000,202000000.000,836000000.000,855000000.000,643000000.000,819000000.000,-2912000000.000,-2818000000.000,-2756000000.000,-2799000000.000,-2939000000.000,-2987000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,12433749.000,12433749.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,11179603.000,,,,7987514.000,,,,,
ShortTermBorrowings,,,,,,,,,261000000.000,53000000.000,,,
StockholdersEquity,3520000000.000,3404000000.000,3713000000.000,4348000000.000,4372000000.000,4164000000.000,4345000000.000,619000000.000,715000000.000,782000000.000,744000000.000,606000000.000,556000000.000
TaxCreditCarryforwardAmount,,,,,,,,23000000.000,,,,23000000.000,
TreasuryStockShares,,,,,,,,,400000.000,400000.000,400000.000,500000.000,600000.000
TreasuryStockValue,,,,,,,,,-2000000.000,-2000000.000,2000000.000,3000000.000,3000000.000
UnamortizedDebtIssuanceExpense,106000000.000,101000000.000,96000000.000,90000000.000,85000000.000,88000000.000,84000000.000,23000000.000,22000000.000,14000000.000,13000000.000,10000000.000,9000000.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,1200000000.000,1100000000.000,1000000000.000,8700000000.000,500000000.000,500000000.000,500000000.000,,,,,,
UnrecognizedTaxBenefits,0.000,0.000,0.000,0.000,,,,0.000,,,,0.000,
