,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
CommonStockValue,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000,143151.000
ConvertibleDebtNoncurrent,,,640000.000,,,,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,49684.000,45813.000,43877.000,41941.000,92130.000,74329.000,71769.000,66718.000,63558.000,59731.000,55899.000,52067.000,47590.000,44402.000,40569.000,36687.000,32719.000,28524.000,
DeferredRevenueCurrent,2706082.000,1913926.000,1489831.000,1403171.000,2291953.000,1908173.000,0.000,38554.000,2340.000,41103.000,0.000,231155.000,284830.000,293685.000,195982.000,153099.000,109742.000,112638.000,162599.000
DeferredTaxAssetsNetCurrent,117000.000,242000.000,178000.000,173000.000,182000.000,268000.000,235000.000,93930.000,50000.000,50000.000,72000.000,83000.000,130000.000,126000.000,126000.000,126000.000,126000.000,23000.000,23000.000
DeferredTaxAssetsNetNoncurrent,303000.000,703000.000,703000.000,703000.000,703000.000,0.000,,,,,,,,129000.000,129000.000,129000.000,129000.000,91000.000,171000.000
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,,,,8766832.000,0.000,0.000,0.000,,,,,,,,,
DueToOfficersOrStockholdersCurrent,560000.000,,,,,,,,,,,,,,,,,,
InventoryNet,,,,,,,2309483.000,2517089.000,2754128.000,2829055.000,2850123.000,2868879.000,3105508.000,2382634.000,2024431.000,1865965.000,1676211.000,1042484.000,983485.000
Liabilities,14790421.000,13005504.000,12061749.000,11502194.000,11185114.000,11901036.000,16331470.000,4711914.000,4416391.000,4849712.000,4953793.000,4779416.000,4434983.000,4284246.000,4079672.000,3910532.000,3798577.000,3191897.000,3071514.000
LiabilitiesAndStockholdersEquity,21679846.000,19494159.000,18779719.000,18249126.000,18038032.000,16038453.000,14766080.000,5632361.000,5213400.000,5764244.000,5883368.000,5674971.000,5349223.000,4357482.000,4194426.000,4011566.000,3805437.000,2796606.000,2571609.000
LiabilitiesCurrent,9492956.000,8946333.000,8040949.000,5701057.000,5552796.000,6455313.000,5634494.000,2207032.000,2000695.000,2591284.000,2743078.000,2673878.000,2389247.000,2328918.000,2174309.000,2094590.000,2054574.000,1520296.000,1473074.000
LiabilitiesNoncurrent,5297465.000,4059171.000,4020800.000,5801137.000,5632318.000,5445723.000,10696976.000,2504882.000,2415696.000,2258428.000,2210715.000,2105538.000,2045736.000,1955328.000,1905363.000,1815942.000,1744003.000,1671601.000,1598440.000
LinesOfCreditCurrent,1710845.000,1210845.000,1210845.000,1010845.000,500000.000,1275000.000,803640.000,502210.000,614175.000,798514.000,841317.000,751317.000,351317.000,0.000,,,,,
LongTermDebtCurrent,329803.000,2077432.000,2064401.000,262549.000,183567.000,333089.000,974837.000,500093.000,270093.000,353181.000,317862.000,338959.000,313420.000,317990.000,305353.000,277468.000,280483.000,305104.000,288423.000
LongTermDebtNoncurrent,3043821.000,1732245.000,1042398.000,2807843.000,2830840.000,3324714.000,2517811.000,2504882.000,2415696.000,2258428.000,2210715.000,2105538.000,2045736.000,1955328.000,1905363.000,1815942.000,1744003.000,1671601.000,1598440.000
MaterialsSuppliesAndOther,,6046477.000,5025704.000,4345661.000,4284923.000,2862176.000,,,,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,300000.000,,300000.000,300000.000,300000.000,,300000.000,0.000,0.000,0.000,,,,,,,,90062.000,90062.000
OtherAssetsCurrent,122754.000,54586.000,70507.000,100364.000,115791.000,72927.000,70012.000,83175.000,62319.000,44010.000,71710.000,74672.000,71846.000,36032.000,31960.000,28787.000,38826.000,11183.000,15188.000
OtherAssetsNoncurrent,7549.000,7549.000,7549.000,7549.000,7634.000,7634.000,7634.000,7634.000,8762.000,8783.000,8783.000,8783.000,8783.000,8783.000,8783.000,8783.000,8783.000,0.000,24555.000
OtherInventory,593850.000,619530.000,586426.000,566013.000,577235.000,570679.000,,,,,,,,,,,,,
OtherNotesPayableCurrent,10000.000,300000.000,,,,300000.000,,,,,,,,,,,,,
OtherShortTermBorrowings,2009809.000,1456083.000,1181738.000,908084.000,455539.000,711577.000,149776.000,112117.000,267208.000,444592.000,569410.000,403044.000,206722.000,297188.000,185461.000,206333.000,118542.000,82905.000,82137.000
PreferredStockParOrStatedValuePerShare,,0.100,,,,0.100,,,,,,,,,,,,,
PreferredStockSharesAuthorized,,1000000.000,,,,1000000.000,,,,,,,,,,,,,
PreferredStockSharesIssued,,0.000,,,,0.000,,,,,,,,,,,,,
PreferredStockSharesOutstanding,,0.000,,,,,,,,,,,,,,,,,
PreferredStockValue,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
PropertyPlantAndEquipmentGross,6979689.000,7073242.000,7096106.000,7181816.000,7198568.000,6869576.000,3091970.000,3095254.000,3103525.000,3118897.000,3123130.000,3126109.000,3133709.000,3128577.000,3133118.000,3136536.000,3142767.000,3118243.000,3122986.000
PropertyPlantAndEquipmentNet,2338046.000,2331573.000,2300887.000,2333047.000,2294999.000,1969123.000,1206476.000,1184960.000,1167931.000,1176543.000,1161191.000,1143425.000,1123405.000,1111737.000,1098584.000,1081696.000,1066677.000,1056700.000,1040443.000
RestrictedCashAndCashEquivalentsAtCarryingValue,86752.000,86915.000,38081.000,38090.000,38094.000,38099.000,38102.000,38110.000,38112.000,38117.000,38123.000,38128.000,30527.000,0.000,,,,,
RetainedEarningsAccumulatedDeficit,-572759.000,-1158549.000,-1063482.000,-1046558.000,-1066274.000,-4217126.000,-4166516.000,-1680679.000,-1804117.000,-1686594.000,-1671551.000,-1705571.000,-1686886.000,-2527890.000,-2486372.000,-2500092.000,-2594266.000,-2996417.000,-3101031.000
StockholdersEquity,1599367.000,1013577.000,1108644.000,1125568.000,1105852.000,-1616000.000,-1565390.000,920447.000,797009.000,914532.000,929575.000,895555.000,914240.000,73236.000,114754.000,101034.000,6860.000,-395291.000,-499905.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6889425.000,6488655.000,6717970.000,6746932.000,6852918.000,4137417.000,-1565390.000,920447.000,797009.000,914532.000,929575.000,895555.000,914240.000,73236.000,114754.000,101034.000,6860.000,-395291.000,-499905.000
