,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
PrepaidExpenseCurrent,159815.000,38948.000,55475.000,43274.000,,,,,,,,,,
PrepaidExpenseCurrentAndNoncurrent,,,,,,,182210.000,88608.000,190005.000,76403.000,7800.000,27250.000,37774.000,18251.000
PrepaidInterest,,,,,,25000.000,25000.000,,,,,,,
PropertyPlantAndEquipmentNet,236991.000,,,,,,,,30614.000,,,,168187.000,158634.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,210000.000,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-75978219.000,-79581191.000,-80564507.000,-81487490.000,-83406639.000,-85797282.000,-86933333.000,-87675703.000,-88426616.000,-89229443.000,-90087417.000,-90720235.000,-91416708.000,-92339080.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,148500.000,,,,,,,,,696329.000,
StockholdersEquity,-1143709.000,-4559361.000,-4123468.000,-4734714.000,-5126902.000,-5428017.000,-5360159.000,-5897898.000,-5817584.000,-6215810.000,-6280311.000,-6294662.000,-6570473.000,-6223233.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1239764.000,-4655416.000,-4219523.000,-4830769.000,-5222957.000,-5524072.000,-5456214.000,-5993953.000,-5913639.000,-6311865.000,-6376366.000,-6390717.000,-6666528.000,-6319288.000
TaxCreditCarryforwardAmount,,,,,,,,,,,,,60347068.000,
ValueAddedTaxReceivable,92311.000,57089.000,0.000,0.000,,,,,,,,,,
