,2012-02-29,2012-05-31,2012-08-31,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
LiabilitiesCurrent,,,,,17359.000,30727.000,42615.000,57533.000,69142.000,82617.000,96528.000,109005.000,1012565.000,1406163.000,1292080.000,1474331.000,2018933.000,1742674.000,2352255.000,2603363.000,3327068.000
NotesPayableCurrent,,,,,,,,,,,,,,,,,232100.000,168278.000,104457.000,40635.000,
OperatingLossCarryforwards,,,,,,,86115.000,,,,140028.000,,5500000.000,7235000.000,,,,,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,14703.000,31053.000,4429.000,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,,,,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,,,111855.000,30784.000,226098.000,168233.000,122008.000,60131.000,228362.000
PrepaidExpenseCurrent,,,,,,,,,,,,,384225.000,776377.000,,,,,,,
PropertyPlantAndEquipmentNet,,,,,,,,,,,,,16096.000,15022.000,13948.000,12878.000,11816.000,10754.000,9680.000,8606.000,7535.000
RetainedEarningsAccumulatedDeficit,-3390.000,-13587.000,-26679.000,-36802.000,,,-86115.000,,,,-140028.000,-152505.000,-9774010.000,-11524296.000,-13840612.000,-15904180.000,-18791920.000,-24666633.000,-27787572.000,-30778521.000,-33862088.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,,,,,,,,,,,,,1346389.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,,,,,,,,,,,,7.560
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,,,,,,,150000.000,150000.000,,,2420000.000,2470000.000,,4039444.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,,,,,,,7.750,7.750,,,8.590,8.490,,6.150
SharePrice,,,,,,,,,,,,,,,,11.250,,,,,
StockholdersEquity,5610.000,29913.000,16821.000,6698.000,-17291.000,-30659.000,-42615.000,-57533.000,-69142.000,-82617.000,-96528.000,-109005.000,2714136.000,2362705.000,,,,,,,7391806.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5610.000,29913.000,16821.000,6698.000,-17291.000,-30659.000,,,,,,,2714136.000,2362705.000,352389.000,3015615.000,4405314.000,2645694.000,859229.000,450824.000,7391806.000
UnrecognizedTaxBenefits,,,,,,,,,,,,,,,,,,,,331545.000,617233.000
