,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CapitalLeaseObligationsNoncurrent,142000.000,150000.000,134000.000,121000.000,111000.000,102000.000,151000.000,130000.000,109000.000,92000.000,75000.000,57000.000,40000.000,22000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,204000.000,186000.000,167000.000,253000.000,230000.000,204000.000,183000.000,156000.000,136000.000,118000.000,99000.000,35000.000,26000.000,16000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,39000.000,19000.000,57000.000,65000.000,42000.000,21000.000,84000.000,57000.000,38000.000,19000.000,76000.000,28000.000,19000.000,9000.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,16000.000,16000.000,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,45000.000,47000.000,16000.000,22000.000,22000.000,22000.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,47000.000,47000.000,47000.000,83000.000,83000.000,81000.000,23000.000,23000.000,22000.000,23000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,57000.000,57000.000,47000.000,83000.000,83000.000,80000.000,76000.000,76000.000,76000.000,76000.000,23000.000,7000.000,7000.000,7000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,21000.000,19000.000,16000.000,-23000.000,-23000.000,-17000.000,14000.000,-10000.000,-8000.000,-6000.000,4000.000,-1000.000,1000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,183000.000,167000.000,151000.000,230000.000,207000.000,187000.000,169000.000,146000.000,128000.000,112000.000,95000.000,34000.000,25000.000,16000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentAccumulatedDepreciation,,,,,,,,,,156000.000,,,,227000.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentNet,,,,,,,,,,231000.000,,,,267000.000,,,
CapitalUnitsAuthorized,,,,,,100000000.000,,,,100000000.000,,,,100000.000,,,
Cash,498000.000,727000.000,416000.000,821000.000,953000.000,818000.000,1421000.000,948000.000,702000.000,686000.000,688000.000,808000.000,894000.000,351000.000,552000.000,420000.000,241000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,12930440.000,12955438.000,13017450.000,13054381.000,13072774.000,13098374.000,13115540.000,13144890.000,13168497.000,13184876.000,13324037.000,13350293.000,13375627.000,13392293.000,13411044.000,13431044.000,13466339.000
CommonStockSharesOutstanding,12930440.000,12955438.000,13017450.000,13054381.000,13072774.000,13098374.000,13115540.000,13144890.000,13168497.000,13184876.000,13324037.000,13350293.000,13375627.000,13392293.000,13411044.000,13431044.000,13466339.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
ConvertibleNotesPayable,,,,2250000.000,,,,,,,,,,,,,
DebtInstrumentAnnualPrincipalPayment,,,,500000.000,500000.000,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,0.000,,,,,,,,,,,
DebtInstrumentUnamortizedPremium,,,,,,,,,,,,,100000000.000,,100000000.000,100000.000,100000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,900.000,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,21701000.000,,,,23426000.000,,,,,,,
DeferredTaxAssetsInventory,,,,,,175000.000,,,,94000.000,,,,85000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,21701000.000,,,,23426000.000,,,,23934000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,13126000.000,,,,13848000.000,,,,14076000.000,,,
DeferredTaxAssetsOther,,,,,,318000.000,,,,88000.000,,,,285000.000,,,
DeferredTaxAssetsStateTaxes,,,,,,1000.000,,,,1000.000,,,,1000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,888000.000,,,,1434000.000,,,,1508000.000,,,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,1630000.000,,,,2213000.000,,,,2204000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,86000.000,,,,147000.000,,,,116000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,602000.000,,,,648000.000,,,,803000.000,,,
DeferredTaxAssetsUnrealizedCurrencyLosses,,,,,,14000.000,,,,47000.000,,,,31000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,-21701000.000,,,,23426000.000,,,,23934000.000,,,
DepositLiabilitiesAccruedInterest,,,,,,,2600000.000,3100000.000,3700000.000,,4800000.000,,4200000.000,,4200000.000,4200000.000,4200000.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,25700000.000,,,,28500000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,739000.000,,,,547000.000,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,1100000.000,900000.000,,700000.000,600000.000,700000.000,,500000.000,400000.000,500000.000,,300000.000,400000.000,300000.000
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,,,,,,446000.000,529000.000,488000.000,437000.000,438000.000,394000.000,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,674000.000,688000.000,699000.000,709000.000,718000.000,727000.000,741000.000,741000.000,771000.000,782000.000,792000.000,800000.000,809000.000,818000.000,822000.000,826000.000,830000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,55000.000,,,,35000.000,,,,34000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,3000.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,34000.000,,,,3000.000,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,35000.000,,,,34000.000,,,,3000.000,,,
FiniteLivedIntangibleAssetsNet,,,,,,127000.000,,,,72000.000,,,,37000.000,,,
IncomeTaxesReceivable,,,,,,16000.000,15000.000,18000.000,,3000.000,,,,,,,
IntangibleAssetsNetExcludingGoodwill,78000.000,65000.000,53000.000,91000.000,105000.000,127000.000,114000.000,98000.000,83000.000,72000.000,63000.000,54000.000,45000.000,37000.000,33000.000,28000.000,24000.000
InventoryFinishedGoods,,,,7647000.000,7616000.000,6261000.000,5900000.000,5468000.000,6845000.000,5861000.000,4619000.000,6633000.000,7570000.000,7583000.000,6800000.000,-8032000.000,8619000.000
InventoryNet,7894000.000,6190000.000,6315000.000,7712000.000,7636000.000,6274000.000,5906000.000,5474000.000,6375000.000,5872000.000,4344000.000,6557000.000,7529000.000,7697000.000,6686000.000,7950000.000,8386000.000
InventoryRawMaterials,,,,65000.000,20000.000,13000.000,6000.000,6000.000,6000.000,11000.000,17000.000,133000.000,180000.000,114000.000,85000.000,61000.000,38000.000
InventoryValuationReserves,,,,900000.000,1000000.000,600000.000,400000.000,500000.000,-476000.000,200000.000,292000.000,209000.000,221000.000,200000.000,199000.000,143000.000,271000.000
Liabilities,19335000.000,20516000.000,22815000.000,27544000.000,28748000.000,27930000.000,28209000.000,28895000.000,28832000.000,30048000.000,28014000.000,30785000.000,32769000.000,33580000.000,31192000.000,33155000.000,34291000.000
LiabilitiesAndStockholdersEquity,15057000.000,13041000.000,13020000.000,16263000.000,15931000.000,14147000.000,13880000.000,14354000.000,14197000.000,14357000.000,11846000.000,14053000.000,16123000.000,16605000.000,13864000.000,15414000.000,15860000.000
LiabilitiesCurrent,8642000.000,7319000.000,8973000.000,12323000.000,11071000.000,8718000.000,8382000.000,8503000.000,7847000.000,8488000.000,6475000.000,9123000.000,11143000.000,11990000.000,9639000.000,11558000.000,12712000.000
LineOfCreditFacilityAmountOutstanding,,,,6000000.000,4600000.000,17500000.000,18100000.000,18600000.000,19200000.000,,20300000.000,,,,,,
LineOfCreditFacilityCapacityAvailableForTradePurchases,,,,14000000.000,17000000.000,17000000.000,23600000.000,24300000.000,20800000.000,,23900000.000,24300000.000,26100000.000,,26700000.000,27500000.000,28100000.000
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,,15500000.000,15500000.000,15500000.000,15500000.000,15500000.000,19700000.000,19800000.000,,1500000.000,1500000.000,1500000.000
LineOfCreditFacilityFairValueOfAmountOutstanding,,,,,,,,,,,,,19800000.000,,19800000.000,19800000.000,19800000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,0.058,0.058,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,6000000.000,,,,,,,,,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,200000.000,500000.000,,,,,,,,,,,,
LinesOfCreditCurrent,2496000.000,2484000.000,3084000.000,6020000.000,4577000.000,4591000.000,3718000.000,3776000.000,2147000.000,4024000.000,1686000.000,2703000.000,4395000.000,6775000.000,5055000.000,5850000.000,6463000.000
LongTermDebt,,,,,,19125000.000,,,,21484000.000,,,,21584000.000,21565000.000,21625000.000,21603000.000
LongTermDebtCurrent,,,,15000.000,15000.000,15000.000,15000.000,15000.000,-16000.000,-16000.000,-16000.000,-16000.000,-16000.000,-16000.000,12000.000,28000.000,24000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,15000.000,,,,16000.000,,,,16000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,16000.000,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,19094000.000,,,,21468000.000,,,,21568000.000,,,
LongTermDebtNoncurrent,,,,,,,,,,,,,,,21553000.000,21597000.000,21579000.000
LongTermNotesPayable,51000.000,47000.000,43000.000,,,,,,,,,,,,,58000.000,55000.000
NotesPayableCurrent,485000.000,500000.000,14000.000,15000.000,15000.000,15000.000,15000.000,15000.000,16000.000,16000.000,16000.000,16000.000,16000.000,16000.000,12000.000,28000.000,24000.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,19125000.000,19691000.000,20277000.000,20892000.000,21484000.000,21480000.000,21621000.000,21602000.000,21584000.000,,,
NotesPayableRelatedPartiesNoncurrent,,,,15100000.000,17566000.000,19110000.000,19676000.000,20262000.000,20876000.000,21468000.000,21464000.000,21605000.000,21586000.000,21568000.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,721000.000,665000.000,537000.000,2717000.000,2613000.000,2515000.000,2444000.000,2357000.000,2245000.000,2397000.000,2283000.000,862000.000,3630000.000,3502000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,299000.000,132000.000,399000.000,304000.000,202000.000,101000.000,407000.000,326000.000,213000.000,112000.000,441000.000,388000.000,257000.000,129000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,24000.000,408000.000,408000.000,408000.000,420000.000,420000.000,420000.000,475000.000,458000.000,95000.000,674000.000,674000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,0.000,48000.000,24000.000,397000.000,396000.000,397000.000,409000.000,409000.000,409000.000,462000.000,475000.000,123000.000,703000.000,703000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,1000.000,65000.000,28000.000,390000.000,389000.000,390000.000,398000.000,398000.000,398000.000,448000.000,461000.000,123000.000,703000.000,703000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,421000.000,420000.000,34000.000,388000.000,387000.000,387000.000,398000.000,393000.000,393000.000,441000.000,448000.000,125000.000,705000.000,705000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,28000.000,830000.000,831000.000,832000.000,412000.000,411000.000,412000.000,459000.000,,8000.000,588000.000,588000.000
OtherAssetsNoncurrent,52000.000,50000.000,52000.000,47000.000,76000.000,85000.000,41000.000,98000.000,80000.000,63000.000,44000.000,44000.000,34000.000,44000.000,12000.000,10000.000,6000.000
OtherLongTermNotesPayable,10500000.000,13000000.000,13665000.000,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
PrepaidExpenseAndOtherAssetsCurrent,505000.000,420000.000,494000.000,580000.000,526000.000,770000.000,847000.000,775000.000,463000.000,680000.000,691000.000,883000.000,670000.000,796000.000,604000.000,977000.000,1003000.000
PropertyPlantAndEquipmentGross,,,,,,3342000.000,,,,3178000.000,,,,3170000.000,,,
PropertyPlantAndEquipmentNet,742000.000,730000.000,679000.000,618000.000,510000.000,446000.000,529000.000,488000.000,437000.000,438000.000,394000.000,391000.000,422000.000,509000.000,592000.000,676000.000,629000.000
PurchaseObligationDueInNextTwelveMonths,,,,,1310556.000,,,,,,,,,,,,
RestructuringReserve,,,,,438000.000,317000.000,115000.000,33000.000,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-48004000.000,-51439000.000,-54047000.000,-55678000.000,-57461000.000,-58681000.000,-59401000.000,-59976000.000,-60277000.000,-61543000.000,-62285000.000,-63027000.000,-63046000.000,-63469000.000,-63878000.000,-64395000.000,-65184000.000
SecuredDebt,,,,55000.000,51000.000,47000.000,43000.000,39000.000,36000.000,32000.000,28000.000,24000.000,20000.000,16000.000,12000.000,,
SecuredLongTermDebt,,,,40000.000,36000.000,32000.000,28000.000,24000.000,20000.000,16000.000,12000.000,8000.000,4000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,-2692.000,,,,-3091000.000,,,,-3139.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,1305790.000,1398290.000,1411629.000,1585800.000,1585800.000,1814140.000,2013309.000,1994147.000,2086109.000,2248351.000,2180846.000,2254179.000,2345845.000,3122559.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,2.240,2.120,2.090,2.070,2.030,2.000,1.940,2.020,2.000,1.950,1.720,1.720,1.660,1.610
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,456000.000,220000.000,449000.000,406000.000,179000.000,578000.000,493000.000,335000.000,8000.000,8000.000,3000.000,3000.000,10000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,2803300.000,2864133.000,2691633.000,2789967.000,2696634.000,3121635.000,3090801.000,3051634.000,3061840.000,3234167.000,3139168.000,3105834.000,3247500.000,3175834.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,1.950,1.860,1.860,1.850,1.840,1.760,1.760,1.790,1.780,1.730,1.560,1.560,1.500,1.510
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,1411629.000,,,,2013309.000,,,,2180846.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,2691633.000,,,,3090801.000,,,,3139168.000,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,417000.000,220000.000,380000.000,350000.000,179000.000,389000.000,357000.000,235000.000,8000.000,8000.000,2000.000,2000.000,2000.000,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,2.090,,,,1.940,,,,1.720,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,1.860,,,,1.760,,,,1.560,,,
StockholdersEquity,-4278000.000,-7475000.000,-9795000.000,-11281000.000,-12817000.000,-13783000.000,-14329000.000,-14541000.000,-14635000.000,-15691000.000,-16168000.000,-16732000.000,-16646000.000,-16975000.000,-17328000.000,-17741000.000,-18431000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4278000.000,-7475000.000,-9795000.000,-11281000.000,-12817000.000,-13783000.000,-14329000.000,-14541000.000,-14635000.000,-15691000.000,-16168000.000,-16732000.000,-16646000.000,-16975000.000,-17328000.000,-17741000.000,-18431000.000
SubordinatedDebt,,,,12810000.000,8613000.000,9388000.000,,,,9137000.000,,,,,,,
SubordinatedLongTermDebt,,,,15060000.000,17530000.000,19078000.000,19648000.000,20238000.000,20856000.000,21452000.000,21452000.000,21597000.000,21582000.000,21568000.000,21553000.000,21539000.000,21524000.000
SupplementalUnemploymentBenefitsSeveranceBenefits,,,,,,,,,,0.000,,,,,,,
TemporaryEquitySharesAuthorized,,,,,,-244.000,,,,-244000.000,,,,-244.000,,,
