,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
LiabilitiesAndStockholdersEquity,2185896.000,2120203.000,2120554.000,1981891.000,1879946.000,1944206.000,2041210.000,,1837511.000,1671282.000,1531068.000,1576318.000,1610915.000,1584610.000,1760083.000,1619758.000,1713525.000
LiabilitiesCurrent,170445.000,86699.000,115654.000,280792.000,131916.000,261050.000,258380.000,,230803.000,237428.000,177217.000,189359.000,187008.000,162504.000,252084.000,85279.000,198760.000
LiabilitiesNoncurrent,,,,,,,,,,,,,73701.000,65784.000,48992.000,80992.000,80992.000
LiabilitiesOtherThanLongtermDebtNoncurrent,128121.000,124888.000,121334.000,100000.000,100000.000,100000.000,100000.000,,96233.000,94815.000,85169.000,77901.000,,,,,
LongTermNotesAndLoans,,0.000,,,,,,,,,,,,,,,
MachineryAndEquipmentGross,457688.000,457688.000,459087.000,461586.000,462795.000,465085.000,473507.000,,473507.000,467166.000,479236.000,477166.000,477166.000,477166.000,477166.000,486443.000,481672.000
OtherAssets,47644.000,45864.000,49883.000,99354.000,117815.000,,,,191898.000,246163.000,249033.000,248147.000,,,,,
OtherAssetsCurrent,24943.000,18163.000,9922.000,11462.000,113506.000,30160.000,30218.000,,,,29277.000,19375.000,33587.000,36343.000,142630.000,129604.000,128349.000
OtherAssetsNoncurrent,,,,,,,,,,,,,246163.000,245233.000,249061.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,,,,,0.001,0.001,0.001,0.001,0.001,,,0.001,0.001
PreferredStockSharesAuthorized,,,,,,,,,40000000.000,,,,40000000.000,,,40000000.000,40000000.000
PreferredStockSharesIssued,,,,,,,,,0.000,,,,0.000,,,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,0.000,,,,0.000,,,0.000,0.000
PreferredStockValue,,,,,,,,,,,,,0.000,,,,
PropertyPlantAndEquipmentFairValueDisclosure,,,,,,,,,,,,,,18000.000,,,
PropertyPlantAndEquipmentGross,,,,,,,1457973.000,,,,,,,,,1513788.000,1525280.000
PropertyPlantAndEquipmentNet,491621.000,465916.000,457528.000,413942.000,398546.000,380901.000,377530.000,,388376.000,379064.000,376070.000,359623.000,341964.000,357507.000,352365.000,346328.000,357820.000
PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,170841.000,169578.000,175400.000,175911.000,175911.000,178605.000,180497.000,,179947.000,175207.000,175207.000,175207.000,,,,,
PropertyPlantAndEquipmentOwnedGross,394183.000,394183.000,399574.000,390153.000,374937.000,372646.000,376078.000,,418515.000,387443.000,392024.000,392024.000,,,,,
PropertyPlantAndEquipmentOwnedNet,1448814.000,1447607.000,1464353.000,1455540.000,1441533.000,1444227.000,,,1504745.000,1450866.000,1467517.000,1466174.000,1468118.000,1492056.000,1503370.000,,
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,,,0.000,,,,,
ReserveForLossesAndLossAdjustmentExpenses,-5923.000,-5923.000,,-99354.000,-117816.000,189308.000,189308.000,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,-564797.000,-576682.000,-593996.000,-599516.000,-619229.000
RetainedEarningsAppropriated,330812.000,352108.000,327058.000,16591.000,-36478.000,-331847.000,-250173.000,,-404528.000,-575964.000,-646322.000,-605945.000,,,,,
StockholdersEquity,1887320.000,1908616.000,1883566.000,1601099.000,1648030.000,1583156.000,1664830.000,,1510475.000,1339039.000,1268680.000,1309058.000,1350206.000,1356322.000,1459007.000,1453487.000,1433774.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1887320.000,1908616.000,1883566.000,1601099.000,1648030.000,1583156.000,1682830.000,,1510475.000,1339039.000,1268681.000,1309058.000,1350206.000,1356322.000,1459007.000,1453487.000,1433774.000
