,2011-06-30,2011-09-29,2011-12-29,2012-03-29,2012-06-28,2012-09-27,2012-12-27,2013-03-28,2013-06-27,2013-09-26,2013-12-26,2014-03-27,2014-06-26,2014-09-25,2015-01-01,2015-03-31
Land,3300000.000,3300000.000,2600000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000
Liabilities,62600000.000,56700000.000,63400000.000,61000000.000,58000000.000,55200000.000,62500000.000,63700000.000,69800000.000,64200000.000,67900000.000,66300000.000,61900000.000,64500000.000,70500000.000,69800000.000
LiabilitiesAndStockholdersEquity,108300000.000,105100000.000,110700000.000,108800000.000,108200000.000,104300000.000,108100000.000,112500000.000,121000000.000,123100000.000,128200000.000,129100000.000,130800000.000,137500000.000,151300000.000,152600000.000
LiabilitiesCurrent,15800000.000,10600000.000,13800000.000,11600000.000,9900000.000,8300000.000,11700000.000,10100000.000,16700000.000,11800000.000,15900000.000,14600000.000,10700000.000,14000000.000,16800000.000,13500000.000
LongTermDebtAndCapitalLeaseObligations,,,,,900000.000,800000.000,800000.000,700000.000,600000.000,600000.000,500000.000,400000.000,300000.000,300000.000,200000.000,100000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,0.000,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,400000.000,,,,300000.000,,,,300000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,0.000,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,200000.000,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,400000.000,,,,200000.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,300000.000,,,,400000.000,,,,200000.000,
LongTermDebtNoncurrent,1200000.000,1100000.000,1000000.000,1000000.000,900000.000,800000.000,800000.000,700000.000,600000.000,600000.000,500000.000,400000.000,300000.000,300000.000,200000.000,100000.000
LossContingencyRangeOfPossibleLossMaximum,,,,,1800000.000,1500000.000,2800000.000,2800000.000,2800000.000,2800000.000,2800000.000,2800000.000,2800000.000,2800000.000,2800000.000,4000000.000
MinorityInterest,200000.000,200000.000,200000.000,100000.000,100000.000,300000.000,300000.000,200000.000,300000.000,300000.000,400000.000,200000.000,200000.000,300000.000,300000.000,300000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,153100000.000,,,,113200000.000,,,,83900000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,35900000.000,,,,34700000.000,,,,33800000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,10900000.000,,,,7300000.000,,,,3000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,19800000.000,,,,10700000.000,,,,7400000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,33300000.000,,,,19400000.000,,,,10700000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,34300000.000,,,,33100000.000,,,,20300000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,18900000.000,,,,8000000.000,,,,8700000.000,
OperatingLossCarryforwards,,,,,,,22800000.000,,,,18200000.000,,,,,
OtherAssetsNoncurrent,3600000.000,3900000.000,4200000.000,4600000.000,5000000.000,5200000.000,5900000.000,9500000.000,9800000.000,10000000.000,10300000.000,10700000.000,10800000.000,11200000.000,11600000.000,10800000.000
OtherLiabilitiesNoncurrent,1100000.000,1200000.000,1300000.000,1400000.000,1500000.000,1600000.000,1800000.000,5000000.000,4900000.000,4900000.000,4900000.000,4900000.000,4700000.000,4500000.000,6300000.000,9600000.000
PreferredStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,134500000.000,134500000.000,130400000.000,125600000.000,119200000.000,117800000.000,109800000.000,111300000.000,107800000.000,108200000.000,109100000.000,109100000.000,110100000.000,110800000.000,112700000.000,113200000.000
PropertyPlantAndEquipmentNet,42000000.000,40900000.000,38500000.000,37300000.000,36000000.000,35600000.000,35600000.000,35200000.000,32900000.000,31600000.000,30900000.000,29700000.000,29300000.000,28500000.000,32000000.000,30700000.000
ReceivablesNetCurrent,900000.000,400000.000,1200000.000,300000.000,500000.000,100000.000,1100000.000,2400000.000,800000.000,300000.000,1500000.000,200000.000,1100000.000,800000.000,1100000.000,900000.000
RetainedEarningsAccumulatedDeficit,37700000.000,41200000.000,41000000.000,43400000.000,45900000.000,49000000.000,47700000.000,48400000.000,51000000.000,54700000.000,55800000.000,57400000.000,59500000.000,63800000.000,65800000.000,66200000.000
StockholdersEquity,45500000.000,48200000.000,47100000.000,47700000.000,50100000.000,48800000.000,45300000.000,48600000.000,50900000.000,58600000.000,59900000.000,62600000.000,68700000.000,72700000.000,80500000.000,82500000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,45700000.000,48400000.000,47300000.000,47800000.000,50200000.000,49100000.000,45600000.000,48800000.000,51200000.000,58900000.000,60300000.000,62800000.000,68900000.000,73000000.000,80800000.000,82800000.000
