,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
CommonStockSharesOutstanding,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,11971600.000,11971600.000,11971600.000
CommonStockValue,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,8968.000,14997.000
ConvertibleDebt,,,,,,,,,,,,74001.000,76501.000,,,,
ConvertibleNotesPayableCurrent,,,,,,24000.000,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,6800.000,,6800.000,,,,932.000,3.000,3.000,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,0.100,0.100,,,,,,0.100,0.100,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.100,,,,,,,,,,,,
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,12499.000,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,0.000,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,72442.000,,,,90326.000,,,,121023.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,14488.000,,,,18065.000,,,,24204.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,-14488.000,,,,-18065.000,,,,-24204.000,,,
DepositsAssets,,,,,,,,,,,,,,,,,25000.000
DueToRelatedPartiesCurrent,,,,,,1400.000,,,,,,,,,1500.000,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,1400.000,1400.000,,,,,,,1500.000,1500.000,
EquityMethodInvestments,,,,,,,,,,,,,,,,,837050.000
IntangibleAssetsNetExcludingGoodwill,43485.000,43485.000,43485.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,33677.000,255159.000
InterestPayableCurrent,,,,,,,8.000,3433.000,,,,,,,,,
InterestPayableCurrentAndNoncurrent,,,99.000,495.000,984.000,1602.000,2408.000,3433.000,4577.000,5854.000,7245.000,8853.000,10618.000,12480.000,0.000,,577.000
InvestmentOwnedBalanceShares,,,,,,,,,,,,,,,,,8745000.000
Liabilities,59234.000,19602.000,26147.000,30504.000,29968.000,45226.000,58712.000,57427.000,62112.000,65997.000,79893.000,83757.000,88622.000,96165.000,17769.000,625643.000,700980.000
LiabilitiesAndStockholdersEquity,111575.000,65813.000,59060.000,52936.000,50982.000,51745.000,53656.000,49752.000,49157.000,48679.000,48381.000,48615.000,49228.000,48150.000,51574.000,641784.000,1715144.000
LiabilitiesCurrent,19234.000,2601.000,9047.000,4678.000,7483.000,7624.000,17304.000,4994.000,5034.000,3242.000,12747.000,903.000,1503.000,5984.000,12769.000,9275.000,16180.000
LiabilitiesNoncurrent,,,,25826.000,22485.000,37602.000,41408.000,52433.000,57078.000,62755.000,67146.000,82854.000,87119.000,90181.000,5000.000,616368.000,684800.000
LoansAndLeasesReceivableRelatedParties,,,,,,,,,,,,,,,,,579315.000
LongTermDebtPercentageBearingFixedInterestRate,,,,,,0.100,0.100,,,,,,,,,,
MachineryAndEquipmentGross,,,,,,22154.000,,,,22154.000,,,,22154.000,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,6070.000,5261.000,4438.000,3594.000,2729.000,1842.000,932.000,3.000,3.000,0.000,0.000,0.000,0.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,5000.000,,
NotesPayableRelatedPartiesNoncurrent,40000.000,17001.000,17001.000,25331.000,21501.000,36000.000,39000.000,49000.000,52501.000,56901.000,59901.000,74001.000,76501.000,77701.000,5000.000,,684223.000
OperatingLossCarryforwards,,,,,,7938.000,,,,3576.000,,,,121023.000,,,
OtherLiabilitiesCurrent,17001.000,,,,,,,,,,,,,,,,
OtherLongTermDebtCurrent,,,,2970.000,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,,,,10000.000,
PropertyPlantAndEquipmentNet,17637.000,8310.000,7906.000,14286.000,14033.000,13731.000,13428.000,13133.000,12833.000,12682.000,12531.000,12383.000,12233.000,12082.000,12082.000,12082.000,11628.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,1842.000,,,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,40000.000,0.000,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-40503.000,-46632.000,-59930.000,-70411.000,-71830.000,-86324.000,-97899.000,-100518.000,-105798.000,-110161.000,-124355.000,-127985.000,-132237.000,-140858.000,-159038.000,-176703.000,-203680.000
StockholdersEquity,52341.000,46211.000,32913.000,22432.000,21014.000,6519.000,-5056.000,-7675.000,-12955.000,-17318.000,-31512.000,-35142.000,-39394.000,-48015.000,33805.000,16141.000,1014164.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,52341.000,46211.000,32913.000,22432.000,21014.000,6519.000,-5056.000,-7675.000,-12955.000,-17318.000,-31512.000,-35142.000,-39394.000,-48015.000,33805.000,16141.000,1014164.000
UnrecognizedTaxBenefits,,,,,,0.000,,,,0.000,,,,0.000,,,
