,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,44000.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,1578000.000,,,,44000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,2108000.000,,,,1578000.000,
FiniteLivedIntangibleAssetsGross,,,,19861000.000,,,,19861000.000,,,,19861000.000,
FiniteLivedIntangibleAssetsNet,,,,10204000.000,,,,6293000.000,,,,3730000.000,
Goodwill,,,,4524000.000,,,,4735000.000,,,,4346000.000,
IncomeTaxesReceivable,,959000.000,134000.000,488000.000,,,2134000.000,1566000.000,152000.000,4672000.000,4131000.000,5991000.000,174000.000
InventoryFinishedGoodsNetOfReserves,,9783000.000,9970000.000,12224000.000,12468000.000,13750000.000,14089000.000,13509000.000,13887000.000,14574000.000,14742000.000,13288000.000,13392000.000
InventoryNet,24166000.000,23732000.000,28386000.000,38460000.000,51512000.000,53986000.000,60020000.000,65926000.000,71976000.000,76477000.000,77722000.000,76020000.000,77034000.000
InventoryRawMaterialsNetOfReserves,,9754000.000,12826000.000,20453000.000,32322000.000,33871000.000,37663000.000,44128000.000,48004000.000,50722000.000,50169000.000,50593000.000,49126000.000
InventoryWorkInProcessNetOfReserves,,4195000.000,5590000.000,5783000.000,6722000.000,6365000.000,8268000.000,8289000.000,10085000.000,11181000.000,12811000.000,12139000.000,14516000.000
Liabilities,34803000.000,25249000.000,26418000.000,19133000.000,30449000.000,18678000.000,23748000.000,22359000.000,31460000.000,28575000.000,28855000.000,28459000.000,30578000.000
LiabilitiesAndStockholdersEquity,434244000.000,448298000.000,473592000.000,488565000.000,519880000.000,528266000.000,554678000.000,573563000.000,602050000.000,619715000.000,642282000.000,656488000.000,672877000.000
LiabilitiesCurrent,28201000.000,18579000.000,19847000.000,16494000.000,27789000.000,17564000.000,22540000.000,21377000.000,29227000.000,24543000.000,23435000.000,22285000.000,23741000.000
LiabilityForUncertainTaxPositionsNoncurrent,6602000.000,6670000.000,6571000.000,2639000.000,2637000.000,1061000.000,1121000.000,412000.000,1543000.000,3401000.000,4964000.000,5839000.000,6709000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,2681000.000,,,,2772000.000,,,,1954000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,1278000.000,,,,1245000.000,,,,948000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,156000.000,,,,16000.000,,,,10000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,166000.000,,,,348000.000,,,,64000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,376000.000,,,,406000.000,,,,416000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,705000.000,,,,757000.000,,,,516000.000,
OperatingLossCarryforwards,,,,10500000.000,,,,13787000.000,,,,19423000.000,
OtherAssetsCurrent,1492000.000,,,,,,,,,,,,
OtherAssetsNoncurrent,19190000.000,17594000.000,16547000.000,14889000.000,13852000.000,12809000.000,11770000.000,11172000.000,10262000.000,9415000.000,8869000.000,8190000.000,10577000.000
OtherDeferredCreditsCurrent,422000.000,839000.000,,684000.000,623000.000,557000.000,1030000.000,1909000.000,1762000.000,2423000.000,2373000.000,3919000.000,4012000.000
OtherLiabilitiesCurrent,4127000.000,4344000.000,4434000.000,5945000.000,4930000.000,4304000.000,10019000.000,7518000.000,10387000.000,8392000.000,5291000.000,4760000.000,4691000.000
OtherLiabilitiesNoncurrent,,,,,23000.000,53000.000,87000.000,124000.000,114000.000,110000.000,108000.000,103000.000,95000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,1560000.000,1838000.000,2063000.000,2783000.000,2689000.000,3045000.000,2761000.000,3380000.000,2669000.000,2960000.000,2997000.000,3251000.000
PropertyPlantAndEquipmentGross,,,,72005000.000,,,,83603000.000,,,,94220000.000,
PropertyPlantAndEquipmentNet,30654000.000,31111000.000,31288000.000,32550000.000,33010000.000,34810000.000,35840000.000,36294000.000,35820000.000,36663000.000,40083000.000,39433000.000,38186000.000
RetainedEarningsAccumulatedDeficit,234095000.000,254717000.000,276854000.000,296071000.000,311991000.000,329144000.000,346605000.000,362079000.000,377234000.000,394634000.000,413305000.000,423735000.000,434617000.000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,,,-2000000.000,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,,-4000000.000,,,,,,,,,,
StockholdersEquity,,,447174000.000,469432000.000,489431000.000,509588000.000,530930000.000,551204000.000,570590000.000,591140000.000,613427000.000,628029000.000,642299000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,399441000.000,423049000.000,447174000.000,469432000.000,489431000.000,509588000.000,530930000.000,551204000.000,570590000.000,591140000.000,613427000.000,628029000.000,642299000.000
TaxCreditCarryforwardAmount,,,,,,,,,,,,7500000.000,
UndistributedEarningsOfForeignSubsidiaries,,,,,,,,11038000.000,,,,24086000.000,
UnrecognizedTaxBenefits,,,7100000.000,2337000.000,,,,912000.000,,,,5789000.000,
