,2011-03-26,2011-06-25,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,2568000.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,,2654000.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,1439000.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,0.000,0.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities,,0.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationInventory,,0.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,0.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,71521000.000,81455000.000,72106000.000,71059000.000,74450000.000,89934000.000,57864000.000,71081000.000,72832000.000,82100000.000,75600000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,14692000.000,,,,17323000.000,,,,18800000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,156528000.000,167911000.000,183867000.000,205044000.000,219414000.000,238775000.000,264039000.000,289646000.000,316100000.000,348100000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,75100000.000,56200000.000,48000000.000,27300000.000,118800000.000,89900000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,69700000.000,69800000.000,86200000.000,102300000.000,128100000.000,130000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,72200000.000,72200000.000,88700000.000,104900000.000,134800000.000,136900000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,74300000.000,74200000.000,90700000.000,107500000.000,132300000.000,140500000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,75000000.000,74900000.000,91900000.000,108700000.000,128700000.000,130200000.000
FiniteLivedIntangibleAssetsGross,,724101000.000,939588000.000,936462000.000,957644000.000,948667000.000,949879000.000,1109705000.000,1228190000.000,1473700000.000,1488200000.000
FiniteLivedIntangibleAssetsNet,576436000.000,567573000.000,771677000.000,752595000.000,752600000.000,729253000.000,711104000.000,845666000.000,938544000.000,1157600000.000,1140100000.000
Goodwill,,638045000.000,771322000.000,766940000.000,788208000.000,777757000.000,779847000.000,874304000.000,1024640000.000,1089300000.000,1103600000.000
IncomeTaxesReceivable,2103000.000,370000.000,8891000.000,4111000.000,766000.000,1047000.000,4252000.000,4323000.000,5479000.000,6100000.000,4900000.000
IntangibleAssetsNetExcludingGoodwill,,574430000.000,,,,771618000.000,,,,1242400000.000,
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,,225000.000,,,,,,,,,
InventoryFinishedGoodsNetOfReserves,,244758000.000,268254000.000,271196000.000,266709000.000,235593000.000,255933000.000,287957000.000,327037000.000,333900000.000,352300000.000
InventoryNet,494278000.000,505576000.000,563257000.000,580668000.000,589947000.000,547455000.000,598825000.000,638797000.000,684741000.000,703900000.000,721400000.000
InventoryRawMaterialsNetOfReserves,,141086000.000,153967000.000,152269000.000,161418000.000,157624000.000,164680000.000,178095000.000,181769000.000,187600000.000,193400000.000
InventoryWorkInProcessNetOfReserves,,119732000.000,141036000.000,157203000.000,161820000.000,154238000.000,178212000.000,172745000.000,175935000.000,182400000.000,175700000.000
Land,,39868000.000,,,,40376000.000,,,,36000000.000,
Liabilities,1612392000.000,1658234000.000,1969646000.000,2311743000.000,2267380000.000,2171402000.000,2152112000.000,2185876000.000,2270560000.000,3018200000.000,3038900000.000
LiabilitiesAndStockholdersEquity,3037491000.000,3189221000.000,3514087000.000,3942554000.000,4040054000.000,4024047000.000,4117430000.000,4294336000.000,4495888000.000,5350800000.000,5508800000.000
LiabilitiesCurrent,566606000.000,606035000.000,622048000.000,666641000.000,629751000.000,652731000.000,629924000.000,634865000.000,673620000.000,749400000.000,743500000.000
LiabilitiesNoncurrent,1045786000.000,1052199000.000,1347598000.000,1645102000.000,1637629000.000,1518671000.000,1522188000.000,1551011000.000,1596940000.000,2268800000.000,2295400000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,3570000.000,4093000.000,0.000,0.000,0.000,0.000,,,,,
LongTermDebtCurrent,15000000.000,15000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,41285000.000,41200000.000,41200000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,540000000.000,,,,975000000.000,,,,1250000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,46300000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,90000000.000,,,,155000000.000,,,,365000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,90000000.000,,,,42117000.000,,,,155000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,15000000.000,,,,117118000.000,,,,42300000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,140000000.000,,,,40000000.000,,,,118600000.000,
LongTermDebtNoncurrent,875442000.000,875000000.000,1155787000.000,1452546000.000,1454620000.000,1329235000.000,1329827000.000,1329886000.000,1331684000.000,1927800000.000,1936000000.000
MachineryAndEquipmentGross,,641157000.000,,,,735182000.000,,,,863700000.000,
MarketableSecuritiesCurrent,0.000,0.000,0.000,,,,,,,,
MinorityInterest,1921000.000,1943000.000,1873000.000,2665000.000,1814000.000,1608000.000,1434000.000,1325000.000,1381000.000,1200000.000,700000.000
NotionalAmountOfDerivatives,,378800000.000,377800000.000,422700000.000,423500000.000,,,,,,
NotionalAmountOfInterestRateDerivatives,,,,,,,,,300000000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,18295000.000,,,,21782000.000,,,,26300000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,3860000.000,,,,2524000.000,,,,5000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,7282000.000,,,,3962000.000,,,,6700000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,10787000.000,,,,10770000.000,,,,10100000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,14662000.000,,,,16624000.000,,,,18700000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,2850000.000,,,,3265000.000,,,,10800000.000,
OtherAssetsNoncurrent,81612000.000,81614000.000,84035000.000,84299000.000,89073000.000,86957000.000,88348000.000,78382000.000,71281000.000,80600000.000,97900000.000
OtherLiabilitiesNoncurrent,158444000.000,166598000.000,182207000.000,183393000.000,163466000.000,165310000.000,166064000.000,173644000.000,184782000.000,213100000.000,234900000.000
OtherShortTermBorrowings,,,,,,,,,1285000.000,1200000.000,1200000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,50350000.000,38789000.000,40509000.000,33886000.000,26610000.000,35872000.000,42771000.000,44847000.000,48000000.000,69000000.000
PropertyPlantAndEquipmentGross,950478000.000,1005798000.000,1037270000.000,1066307000.000,1096749000.000,1118837000.000,1135502000.000,1192787000.000,1236444000.000,1290400000.000,1316600000.000
PropertyPlantAndEquipmentNet,465903000.000,507308000.000,532881000.000,550707000.000,564414000.000,578350000.000,580261000.000,618425000.000,643258000.000,681400000.000,691100000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,0.000,0.000,,,,,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,0.000,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,855287000.000,934333000.000,998256000.000,1090509000.000,1198740000.000,1306925000.000,1404977000.000,1502455000.000,1605894000.000,1715900000.000,1818800000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,6370000.000,,,,6138000.000,,,,5900000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,640000.000,,,,584000.000,,,,521000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,21.990,,,,28.760,,,,40.040,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,18.370,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,58.930,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,79153000.000,,,,78379000.000,,,,51466000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,1368000.000,,,,1045000.000,,,,891000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,28.000,,,,42.920,,,,63.240,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,37557000.000,,,,25934000.000,,,,9102000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,713000.000,,,,451000.000,,,,361000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,33.170,,,,60.480,,,,95.760,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,40856000.000,,,,52063000.000,,,,42191000.000,
ShortTermBorrowings,1180000.000,2770000.000,3750000.000,0.000,0.000,90000.000,1609000.000,2648000.000,4513000.000,5000000.000,6100000.000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,,4000000.000,,,,8000000.000,,,,2000000.000,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,38000000.000,,,,25000000.000,,,,17000000.000,
StockholdersEquity,1423178000.000,1529044000.000,1542568000.000,1628146000.000,1770860000.000,1851037000.000,1963884000.000,2107135000.000,2223947000.000,2331400000.000,2469200000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1425099000.000,1530987000.000,1544441000.000,1630811000.000,1772674000.000,1852645000.000,1965318000.000,2108460000.000,2225328000.000,2332600000.000,2469900000.000
UnrecognizedTaxBenefits,,105032000.000,123812000.000,127642000.000,106638000.000,99243000.000,,111952000.000,118422000.000,110100000.000,129700000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,22310000.000,22818000.000,24286000.000,19293000.000,20005000.000,20527000.000,21900000.000,23402000.000,24300000.000,26400000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,98182000.000,,,,91854000.000,,,,107100000.000,
