,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26
DividendsPayableCurrent,,18462000.000,18501000.000,18639000.000,0.000,0.000,0.000,
DividendsPayableCurrentAndNoncurrent,,,,18639000.000,,0.000,,0.000
EquityMethodInvestments,,,7900000.000,,,,7500000.000,
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,2500000.000,
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareRedemptionRestrictionPercentage,,,0.050,,,,0.050,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,5081000.000,,,,28183000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,3948000.000,,,,5312000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,4340000.000,,,,8021000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,4930000.000,,,,20918000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,4980000.000,,,,28134000.000,
Goodwill,585058000.000,577519000.000,575685000.000,567550000.000,583595000.000,699891000.000,698288000.000,701564000.000
GoodwillGross,,7335050000.000,7297752000.000,7176814000.000,7125021000.000,7142829000.000,7044717000.000,
GoodwillImpairedAccumulatedImpairmentLoss,,6757531000.000,6722067000.000,6609264000.000,6541426000.000,6442938000.000,6346429000.000,
IntangibleAssetsNetExcludingGoodwill,84649000.000,80970000.000,59713000.000,56996000.000,97422000.000,187104000.000,154644000.000,147894000.000
InventoryNet,37993000.000,31406000.000,25777000.000,28619000.000,34314000.000,38455000.000,40426000.000,
InvestmentsAndOtherNoncurrentAssets,41010000.000,74075000.000,64289000.000,60969000.000,70693000.000,83126000.000,82310000.000,70261000.000
Liabilities,1286300000.000,1237187000.000,1369223000.000,1250364000.000,1471206000.000,1690725000.000,1987920000.000,1895219000.000
LiabilitiesAndStockholdersEquity,2327638000.000,2317301000.000,2427799000.000,2332658000.000,2568234000.000,2755839000.000,2844681000.000,2745756000.000
LiabilitiesCurrent,409841000.000,451883000.000,490494000.000,435666000.000,493791000.000,591174000.000,571987000.000,515160000.000
LiabilitiesNoncurrent,,,878729000.000,,,,1415933000.000,
LongTermLineOfCredit,,,,,200000000.000,385000000.000,400000000.000,385000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,381249000.000,,,,395251000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,44995000.000,,,,53071000.000,
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,,2500000.000,,,,8200000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,29304000.000,,,,37615000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,34442000.000,,,,40401000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,38259000.000,,,,45855000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,41090000.000,,,,51313000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,193159000.000,,,,166996000.000,
OtherAccruedLiabilitiesCurrentAndNoncurrent,,,108775000.000,,,,90943000.000,
OtherAssetsCurrent,,,,,,,,159462000.000
OtherInvestments,,,,,,,6700000.000,
OtherLiabilitiesNoncurrent,160343000.000,170084000.000,156471000.000,157595000.000,158980000.000,162736000.000,161070000.000,169110000.000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,87068000.000,88220000.000,87594000.000,86307000.000,88573000.000,87731000.000,90134000.000,88147000.000
OtherReceivablesNetCurrent,,,36114000.000,27350000.000,20417000.000,23814000.000,25863000.000,
PreferredStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,46470000.000,63758000.000,28188000.000,35257000.000,47633000.000,33169000.000,30321000.000,
PrepaidTaxes,,,,,,26593000.000,30009000.000,
PropertyPlantAndEquipmentGross,,,2542569000.000,,,,2569598000.000,
PropertyPlantAndEquipmentNet,909698000.000,899439000.000,896585000.000,878863000.000,1124819000.000,1113861000.000,1087701000.000,1046672000.000
RestructuringReserve,,,,,,,18651000.000,
RetainedEarningsAccumulatedDeficit,1700518000.000,20704000.000,22553000.000,35207000.000,28836000.000,-14049000.000,1269000.000,-18987000.000
SelfInsuranceReserve,,,75500000.000,,,,71500000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,4378900.000,,,,1304798.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,411883.000,,,,290267.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,5.580,,,,5.370,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,1200000.000,2500000.000,2000000.000,1700000.000,1700000.000,1800000.000,2200000.000,2200000.000
StockRepurchaseProgramAuthorizedAmount1,,150000000.000,,150000000.000,,,,
StockholdersEquity,,,1058576000.000,1082294000.000,1097028000.000,1065114000.000,856761000.000,850537000.000
StockholdersEquityBeforeTreasuryStock,1041338000.000,1080114000.000,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1041338000.000,1080114000.000,1058576000.000,1082294000.000,1097028000.000,1065114000.000,856761000.000,850537000.000
TaxesPayableCurrentAndNoncurrent,,,23644000.000,,,,22995000.000,
TreasuryStockShares,,,,,,,3750000.000,3750000.000
TreasuryStockValue,,,,,,,32667000.000,32667000.000
UnrecognizedTaxBenefits,,,17032000.000,,,,23890000.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,1100000.000,3400000.000,3400000.000,3400000.000,3600000.000,3900000.000,3800000.000,800000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,7600000.000,11700000.000,11300000.000,10500000.000,10500000.000,10400000.000,17300000.000,13900000.000
