,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
CommonStockSharesOutstanding,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockValue,0.000,0.000,0.000,0.000,,,,
DebtAndCapitalLeaseObligations,,,,612203000.000,610952000.000,612970000.000,624001000.000,621495000.000
DebtCurrent,7980000.000,8201000.000,13972000.000,19543000.000,19911000.000,23557000.000,36184000.000,35336000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,,196000.000,,
DeferredFinanceCostsNoncurrentGross,,,,,,19425000.000,,
DeferredFinanceCostsNoncurrentNet,17806000.000,17144000.000,16464000.000,15698000.000,14931000.000,14164000.000,13397000.000,14716000.000
DeferredIncomeTaxLiabilities,,,,,,59454000.000,,
DeferredRentCreditNoncurrent,,,,,,406000.000,,
DeferredTaxAssetsGross,,,,,,63073000.000,,
DeferredTaxAssetsInventory,,,,,,569000.000,,
DeferredTaxAssetsNetCurrent,3599000.000,2745000.000,3049000.000,3158000.000,2882000.000,3139000.000,3372000.000,3219000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,39618000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,1190000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsOther,,,,,,448000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,2036000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,,,107000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,14785000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,1865000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,1174000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,23290000.000,,
DeferredTaxLiabilities,,,,,,19671000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,20637000.000,,
DeferredTaxLiabilitiesNoncurrent,22278000.000,21621000.000,22034000.000,21956000.000,22665000.000,22810000.000,23060000.000,23226000.000
DeferredTaxLiabilitiesOther,,,,,,906000.000,,
DeferredTaxLiabilitiesPrepaidPensionCosts,,,,,,3637000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,32493000.000,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,1781000.000,,
DefinedBenefitPensionPlanLiabilitiesCurrent,,,,,,2300000.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,,27404000.000,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,3400000.000,458000.000,,1800000.000,1300000.000
DefinedBenefitPlanFairValueOfPlanAssets,,,,50200000.000,54900000.000,,,
EquityMethodInvestments,,,,0.000,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,16774000.000,17731000.000,18179000.000,19191000.000,20239000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,18328000.000,20055000.000,19994000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,3790000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,1900000.000,1000000.000,,3127000.000,2073000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,2600000.000,2600000.000,2466000.000,2818000.000,2807000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,3500000.000,3500000.000,2537000.000,2913000.000,2901000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,3800000.000,3800000.000,3502000.000,3877000.000,3865000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,3800000.000,3800000.000,3790000.000,4166000.000,4154000.000
FiniteLivedIntangibleAssetsGross,,,,53064000.000,53092000.000,52592000.000,56147000.000,56033000.000
FiniteLivedIntangibleAssetsNet,,,,36290000.000,35361000.000,34413000.000,36956000.000,35794000.000
Goodwill,69649000.000,69641000.000,69666000.000,69649000.000,69673000.000,69673000.000,69630000.000,69630000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,51000000.000,51000000.000,51000000.000,51000000.000,51000000.000
IntangibleAssetsNetExcludingGoodwill,90132000.000,89179000.000,88250000.000,87290000.000,86361000.000,85413000.000,87956000.000,86794000.000
InterestPayableCurrent,,,,,,2272000.000,,
InventoryFinishedGoodsNetOfReserves,,,,51303000.000,45637000.000,43158000.000,45102000.000,51799000.000
InventoryNet,110569000.000,113939000.000,107891000.000,104019000.000,98859000.000,90103000.000,94478000.000,100706000.000
InventoryRawMaterialsAndSuppliesNetOfReserves,,,,38137000.000,37423000.000,32387000.000,36056000.000,36602000.000
InventoryWorkInProcessNetOfReserves,,,,14579000.000,15799000.000,14558000.000,13320000.000,12305000.000
LiabilitiesAndStockholdersEquity,628581000.000,623903000.000,628640000.000,617238000.000,617079000.000,594170000.000,621825000.000,607898000.000
LiabilitiesCurrent,128521000.000,128982000.000,132238000.000,130065000.000,138987000.000,121935000.000,151630000.000,143769000.000
LiabilitiesNoncurrent,626768000.000,641247000.000,645162000.000,643109000.000,639872000.000,640946000.000,641777000.000,639802000.000
LongTermDebtAndCapitalLeaseObligations,,,,592660000.000,591041000.000,589413000.000,587817000.000,586159000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,19543000.000,19911000.000,23557000.000,36184000.000,35336000.000
LongTermDebtNoncurrent,580625000.000,579750000.000,578875000.000,578000000.000,577125000.000,576250000.000,575375000.000,574500000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,23334000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,7099000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,1631000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,1727000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,3144000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,5034000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,4699000.000,,
OtherAccruedLiabilitiesCurrent,,,,,,941000.000,,
OtherAssetsNoncurrent,8858000.000,8616000.000,9055000.000,8915000.000,8517000.000,8226000.000,7905000.000,8179000.000
OtherLiabilitiesNoncurrent,12577000.000,29101000.000,28868000.000,28493000.000,26166000.000,28723000.000,30900000.000,30417000.000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,,,,,,612000.000,,
OtherReceivablesNetCurrent,3129000.000,4083000.000,2645000.000,3160000.000,2481000.000,4259000.000,4328000.000,5273000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,,
PreferredStockValue,0.000,0.000,0.000,0.000,,,,
PrepaidExpenseAndOtherAssetsCurrent,4135000.000,4367000.000,4911000.000,4332000.000,4522000.000,4559000.000,4636000.000,4152000.000
PropertyPlantAndEquipmentGross,,,,,,363432000.000,,
PropertyPlantAndEquipmentNet,221396000.000,223035000.000,228186000.000,222530000.000,225598000.000,223298000.000,228388000.000,226891000.000
RestructuringReserve,,,,2000000.000,1900000.000,1100000.000,433000.000,116000.000
RetainedEarningsAccumulatedDeficit,-42487000.000,-45090000.000,-48774000.000,-55042000.000,-62467000.000,-70178000.000,-72212000.000,-76009000.000
StockholdersEquity,-126708000.000,-146326000.000,-148760000.000,-155936000.000,-161780000.000,-168711000.000,-171582000.000,-175673000.000
UnrecognizedTaxBenefits,,,,,,0.000,,
VariableInterestEntityEntityMaximumLossExposureAmount,,,,647000.000,582000.000,,,
WorkersCompensationLiabilityCurrent,,,,,,1835000.000,,
