,2014-09-30,2014-12-31,2015-03-27,2015-06-26,2015-09-25,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31
CapitalLeaseObligations,,923000.000,759000.000,679000.000,589000.000,488000.000,409000.000,,,180000.000,
CapitalLeaseObligationsCurrent,,380000.000,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,543000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,940000.000,766000.000,687000.000,606000.000,502000.000,421000.000,,,183000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,399000.000,270000.000,,,310000.000,,,,68000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,52000.000,53000.000,53000.000,,0.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,62000.000,68000.000,68000.000,51000.000,54000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,82000.000,73000.000,75000.000,75000.000,67000.000,70000.000,,,50000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,327000.000,309000.000,313000.000,326000.000,74000.000,77000.000,,,65000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,132000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsExecutoryCosts,,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,30000.000,23000.000,20000.000,17000.000,14000.000,12000.000,,,3000.000,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,940000.000,766000.000,687000.000,606000.000,502000.000,421000.000,,,183000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,910000.000,743000.000,667000.000,589000.000,488000.000,409000.000,,,180000.000,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,178000.000,84000.000,,220000.000,,,,
Cash,42000000.000,42823000.000,28749000.000,40003000.000,41160000.000,39995000.000,38622000.000,49989000.000,53351000.000,47651000.000,53689000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,10484974.000,10528031.000,10559446.000,10560058.000,10612246.000,10670849.000,10729892.000,10735846.000,10894924.000,10943290.000
CommonStockSharesOutstanding,,10484974.000,10528031.000,10559446.000,10560058.000,10612246.000,10670849.000,10612246.000,10735846.000,10894924.000,10943290.000
CommonStockValue,,105000.000,105000.000,106000.000,106000.000,106000.000,107000.000,107000.000,107000.000,109000.000,109000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,,7112000.000,9601000.000,6386000.000,7287000.000,1243000.000,2150000.000,322000.000,4957000.000,11002000.000,12624000.000
DeferredFinanceCostsCurrentNet,1000000.000,,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,,,1408000.000,1214000.000
DeferredFinanceCostsNoncurrentNet,,3516000.000,3331000.000,,,,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,,,,227000.000,
DeferredIncomeTaxLiabilities,,117868000.000,,,,110876000.000,,,,106549000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,89667000.000,87285000.000
DeferredTaxAssetsGross,,17117000.000,,,,19639000.000,,,,17266000.000,
DeferredTaxAssetsInventory,,1867000.000,,,,2477000.000,,,,506000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,10000.000,,,,,
DeferredTaxAssetsNet,,,,,,19543000.000,,,,17109000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,224000.000,,,,106000.000,,,,168000.000,
DeferredTaxAssetsOther,,1931000.000,,,,3332000.000,,,,3116000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,11100000.000,,,,11353000.000,,,,10816000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,1995000.000,,,,2371000.000,,,,2660000.000,
DeferredTaxAssetsValuationAllowance,,,,,,96000.000,,,,157000.000,
DeferredTaxLiabilities,,100751000.000,,,,91333000.000,,86891000.000,85002000.000,89440000.000,
DeferredTaxLiabilitiesCurrent,22000000.000,25414000.000,24610000.000,23635000.000,22441000.000,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,77142000.000,,,,77306000.000,,,,77171000.000,
DeferredTaxLiabilitiesNoncurrent,76000000.000,75337000.000,74070000.000,73612000.000,72903000.000,91343000.000,91410000.000,,,,
DeferredTaxLiabilitiesOther,,,,,,1187000.000,,,,1178000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,2047000.000,,,,1165000.000,,,,769000.000,
EmployeeRelatedLiabilitiesCurrent,39000000.000,36580000.000,33187000.000,46217000.000,37204000.000,36783000.000,48685000.000,39973000.000,46160000.000,34917000.000,47049000.000
Goodwill,222000000.000,216930000.000,216930000.000,216930000.000,216930000.000,,216930000.000,216930000.000,216930000.000,216930000.000,216930000.000
IncomeTaxExaminationInterestAccrued,,,,,,0.000,,,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,600000.000,,,,,,,,,
InventoryNet,6000000.000,,,,,,,,,,
Liabilities,417000000.000,445616000.000,449722000.000,440892000.000,419473000.000,395086000.000,368893000.000,356958000.000,340564000.000,347904000.000,334884000.000
LiabilitiesAndStockholdersEquity,485000000.000,499491000.000,508775000.000,508286000.000,502548000.000,484396000.000,465893000.000,460511000.000,452548000.000,465305000.000,459615000.000
LiabilitiesCurrent,194000000.000,230735000.000,241547000.000,250452000.000,243735000.000,212518000.000,189222000.000,184546000.000,176301000.000,187836000.000,182506000.000
LiabilitiesNoncurrent,223000000.000,214881000.000,208175000.000,190440000.000,175738000.000,182568000.000,179671000.000,172412000.000,164263000.000,160068000.000,152378000.000
LongTermDebt,,,,,,,,,,83592000.000,80286000.000
LongTermDebtCurrent,11000000.000,11375000.000,16375000.000,19125000.000,17000000.000,22000000.000,22000000.000,20000000.000,14000000.000,15750000.000,17500000.000
LongTermDebtNoncurrent,129000000.000,126000000.000,121000000.000,103855000.000,100540000.000,89615000.000,86343000.000,82972000.000,77809000.000,67842000.000,62786000.000
LossContingencyAccrualAtCarryingValue,,11411000.000,10281000.000,10525000.000,10538000.000,0.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,7091000.000,,,,6937000.000,,,,,6200000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,2590000.000,,,,3796000.000,,,,3298000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,44000.000,,,,22000.000,,,,72000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,1087000.000,,,,135000.000,,,,504000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,1639000.000,,,,1211000.000,,,,739000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,1731000.000,,,,1773000.000,,,,1809000.000,
OtherAccruedLiabilitiesCurrent,,16025000.000,17427000.000,15043000.000,13156000.000,15004000.000,11818000.000,11834000.000,14394000.000,11570000.000,12458000.000
OtherAssetsCurrent,18000000.000,10883000.000,22658000.000,18607000.000,13873000.000,9708000.000,8461000.000,10549000.000,8890000.000,13412000.000,7478000.000
OtherAssetsNoncurrent,6000000.000,6575000.000,6705000.000,6190000.000,1587000.000,1197000.000,1638000.000,1472000.000,1194000.000,1177000.000,1314000.000
OtherLiabilitiesNoncurrent,18000000.000,13544000.000,13105000.000,12973000.000,2295000.000,1610000.000,1918000.000,2549000.000,1452000.000,2559000.000,2307000.000
OtherReceivablesNetCurrent,,,,,,2833000.000,2792000.000,3127000.000,3029000.000,2930000.000,2842000.000
PostemploymentBenefitsLiabilityCurrent,,200000.000,,,200000.000,200000.000,200000.000,,,200000.000,200000.000
PreferredStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,11000000.000,,,,,,,,,,
PropertyPlantAndEquipmentGross,,20968000.000,,,,13515000.000,,,,13373000.000,
PropertyPlantAndEquipmentNet,9000000.000,8920000.000,8480000.000,7516000.000,6769000.000,4762000.000,3800000.000,3566000.000,3191000.000,3061000.000,2679000.000
ReceivablesNetCurrent,188000000.000,202732000.000,212321000.000,212654000.000,214942000.000,210561000.000,194292000.000,177683000.000,164035000.000,172072000.000,164901000.000
RestructuringReserve,,,,,,,,,,2014000.000,1346000.000
RetainedEarningsAccumulatedDeficit,,3331000.000,8296000.000,14316000.000,28343000.000,34304000.000,40893000.000,46943000.000,53550000.000,57959000.000,64586000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,3600000.000,,,,1600000.000,,,,1400000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,446043.000,,,,500000.000,,,,400000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,17.580,,,,19.210,,,,21.560,
SharePrice,,27.400,,,,20.890,,,15.230,,
StockholdersEquity,,53875000.000,59053000.000,67394000.000,83075000.000,89310000.000,97000000.000,103553000.000,111984000.000,117401000.000,124731000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,68000000.000,53875000.000,59053000.000,67394000.000,83075000.000,89310000.000,97000000.000,103553000.000,111984000.000,117401000.000,124731000.000
UnbilledContractsReceivable,151000000.000,160735000.000,160473000.000,168900000.000,167453000.000,154658000.000,136206000.000,128610000.000,136358000.000,127150000.000,131085000.000
UnbilledReceivablesNotBillableAtBalanceSheetDateAmountExpectedToBeCollectedAfterOneYear,,4800000.000,4800000.000,3600000.000,2900000.000,5200000.000,4600000.000,4100000.000,4700000.000,3800000.000,3700000.000
UnrecognizedTaxBenefits,11000000.000,7604000.000,7600000.000,7600000.000,0.000,0.000,,,,429000.000,400000.000
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,,,,,,,,0.000,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,6900000.000,6900000.000,6900000.000,,,,,,,
