,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-109571000.000,-200944000.000,-206499000.000,-188073000.000,-206362000.000,-246711000.000,-235696000.000,-253612000.000,-251195000.000,-134158000.000,-126334000.000,-125047000.000,-115551000.000,-206838000.000,-243920000.000,-275700000.000,-259670000.000,-341735000.000,-359164000.000,-339965000.000,-362418000.000,-435061000.000,-467424000.000,-448012000.000,-410628000.000
AdditionalPaidInCapital,,,,412370000.000,,,,421969000.000,,,,447478000.000,,,,463965000.000,,,,456512000.000,,,,465762000.000,469971000.000,474123000.000,479712000.000
Assets,2700582000.000,2758837000.000,2916068000.000,2842967000.000,2889970000.000,2972746000.000,2974656000.000,3105907000.000,3126400000.000,3224275000.000,3217095000.000,3237095000.000,3226773000.000,3248905000.000,3254792000.000,3208452000.000,3115735000.000,3119570000.000,3100969000.000,3086471000.000,3116840000.000,3135645000.000,3100725000.000,3041859000.000,2953179000.000,2966302000.000,3019817000.000
AssetsCurrent,1293017000.000,1337018000.000,1438485000.000,1380446000.000,1415876000.000,1471272000.000,1490974000.000,1548908000.000,1569051000.000,1604120000.000,1611080000.000,1647375000.000,1639801000.000,1672871000.000,1678382000.000,1664064000.000,1599342000.000,1635599000.000,1621758000.000,1627495000.000,1645005000.000,1681791000.000,1672686000.000,1620147000.000,1513566000.000,1531623000.000,1538927000.000
AssetsFairValueDisclosure,,,1647000.000,1549000.000,692000.000,,,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,,,7213000.000,,
BuildingsAndImprovementsGross,,,,341716000.000,,,,386101000.000,,,,390525000.000,,,,398783000.000,,,,397340000.000,,,,408107000.000,,,
CapitalLeaseObligations,,,,,,,,,,,,65000.000,,,,151000.000,,115000.000,108000.000,101000.000,1012000.000,911000.000,522000.000,471000.000,417000.000,371000.000,340000.000
CapitalLeaseObligationsNoncurrent,,,,579000.000,,,,27000.000,,,,,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,3751000.000,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,1703000.000,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,2048000.000,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,104722000.000,100020000.000,127251000.000,113679000.000,111712000.000,125815000.000,139450000.000,148841000.000,152133000.000,149848000.000,161726000.000,157090000.000,179569000.000,195644000.000,216185000.000,231292000.000,240240000.000,261658000.000,277444000.000,309853000.000,323318000.000,348322000.000,394429000.000,325128000.000,331664000.000,305123000.000,344541000.000
CommitmentsAndContingencies,,,,,,,,0.000,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,11188502.000,,,,10923258.000,,,,12152780.000,,,,11649498.000,,,,11270522.000,,,,11297811.000,,,
CommonStockIssuedEmployeeStockTrust,,,,13090000.000,,,,15984000.000,,,,35545000.000,,,,48458000.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,1.000,,,,1.000,,,,1.000,,,,1.000,,,,1.000,,,,1.000,,,
CommonStockValue,51280000.000,51280000.000,51280000.000,,51280000.000,51280000.000,51280000.000,,51280000.000,51280000.000,51280000.000,,51280000.000,51280000.000,51280000.000,,51280000.000,51280000.000,51280000.000,,51280000.000,51280000.000,51280000.000,,,,
ContractReceivableRetainage,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,
CustomerAdvancesCurrent,89424000.000,79974000.000,102938000.000,97331000.000,115537000.000,107168000.000,112236000.000,112204000.000,118162000.000,123017000.000,109197000.000,145854000.000,146671000.000,137186000.000,134913000.000,145500000.000,143094000.000,139853000.000,138962000.000,167423000.000,166491000.000,177557000.000,174700000.000,167514000.000,171530000.000,172583000.000,162332000.000
DebtInstrumentCarryingAmount,,,740791000.000,,727351000.000,653587000.000,617674000.000,,681636000.000,715079000.000,708827000.000,,,,,,,,1075108000.000,1075101000.000,1131012000.000,1103776000.000,1108622000.000,1010471000.000,1005417000.000,960816000.000,840339000.000
DebtInstrumentFairValue,,,754107000.000,,739741000.000,667406000.000,632454000.000,,691215000.000,723704000.000,714582000.000,,,,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,0.062,0.062,,,,,,,,,,,,,,,,
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,,,,,,,,,,,,,,,,,,,,,,,498000.000,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,,,,,,4935000.000,4413000.000,3916000.000
DeferredIncomeTaxLiabilities,,,,,,,,223924000.000,,,,230116000.000,,,,235427000.000,,,,232934000.000,,,,241448000.000,,,
DeferredTaxAssetsGross,,,,257245000.000,,,,291964000.000,,,,236841000.000,,,,262738000.000,,,,281218000.000,,,,317160000.000,,,
DeferredTaxAssetsInventory,,,,29449000.000,,,,30953000.000,,,,29873000.000,,,,31270000.000,,,,32948000.000,,,,33950000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,35547000.000,,,,66294000.000,,,,2719000.000,,,,21995000.000,,,,41642000.000,,,,64774000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,69039000.000,65569000.000,59879000.000
DeferredTaxAssetsNet,,,,253139000.000,,,,290218000.000,,,,232835000.000,,,,257422000.000,,,,274576000.000,,,,306222000.000,,,
DeferredTaxAssetsNetCurrent,,,,82513000.000,,,,87780000.000,,,,91052000.000,,,,92390000.000,,,,91210000.000,91225000.000,92127000.000,93121000.000,92903000.000,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,16280000.000,,,,16583000.000,,,,14083000.000,,,,11158000.000,,,,14325000.000,,,
DeferredTaxAssetsOther,,,,10826000.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,11789000.000,,,,14928000.000,,,,14376000.000,,,,13256000.000,,,,11304000.000,,,,17349000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,219396000.000,,,,164458000.000,,,,189420000.000,,,,210241000.000,,,,237261000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,,,,188473000.000,,,,,,,,10885000.000,,,,9943000.000,,,,9049000.000,,,,10931000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,13303000.000,,,,14563000.000,,,,17249000.000,,,,18849000.000,,,,17676000.000,,,,17669000.000,,,
DeferredTaxAssetsValuationAllowance,,,,4106000.000,,,,1746000.000,,,,4006000.000,,,,5316000.000,,,,6642000.000,,,,10938000.000,,,
DeferredTaxLiabilities,,,,217592000.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesCurrent,,,,1063000.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesGrossCurrent,,,,,,,,1311000.000,,,,539000.000,,,,547000.000,,,,517000.000,,,,283000.000,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,,36455000.000,,,,104377000.000,,,,83931000.000,,,,60209000.000,69136000.000,69364000.000,,42171000.000,,,
DeferredTaxLiabilitiesNoncurrent,72468000.000,76381000.000,90385000.000,56729000.000,56584000.000,58544000.000,56228000.000,,40325000.000,47536000.000,50709000.000,,104387000.000,104944000.000,105587000.000,,89545000.000,92100000.000,100962000.000,,,,77803000.000,42171000.000,10157000.000,9721000.000,13515000.000
DeferredTaxLiabilitiesOther,,,,,,,,415000.000,,,,216000.000,,,,486000.000,,,,0.000,,,,,,,
DeferredTaxLiabilitiesPrepaidPensionCosts,,,,50061000.000,,,,49293000.000,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,166039000.000,,,,172253000.000,,,,174743000.000,,,,164817000.000,,,,162661000.000,,,,163977000.000,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,518486000.000,,,,598280000.000,,,,672625000.000,,,,776664000.000,,,,860229000.000,,,,857447000.000,,,
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,,,,,,,,,,,,0.000,,,,,,,,,,,,,,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,692601000.000,,,,832303000.000,,,,766870000.000,,,,877846000.000,,,,941266000.000,,,,1105973000.000,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,,,,,,,,,,,,,,-82237000.000,,,,-109148000.000,,,,-110856000.000,,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,9206000.000,,6298000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,458278000.000,,,,525471000.000,,,,597543000.000,,,,706431000.000,,,,696476000.000,,,,810457000.000,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,,,,678855000.000,,,,798865000.000,,,,725886000.000,,,,810424000.000,,,,886663000.000,,,,1045034000.000,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,440422000.000,,,,487673000.000,,,,549696000.000,,,,627788000.000,,,,634406000.000,,,,744751000.000,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,,,,748495000.000,,,,892005000.000,,,,802239000.000,,,,895302000.000,,,,968848000.000,,,,1128524000.000,,,
DerivativeBasisSpreadOnVariableRate,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,,,,,,,,,,,,,,,,,,,,12300000.000,,,,7052000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,2416000.000,1990000.000,1990000.000,5943000.000,6377000.000,6422000.000,4486000.000,5148000.000,3462000.000,4007000.000,4680000.000,2422000.000,1480000.000,0.000,0.000,0.000,0.000,0.000,3000000.000,,,,,,
FinancingReceivable,,,,338381000.000,,,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,112867000.000,121114000.000,,,,150722000.000,,,,180586000.000,,,,190954000.000,,,,207843000.000,211016000.000,210870000.000,212434000.000,216236000.000,213757000.000,219841000.000,228788000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,30901000.000,29510000.000,29678000.000,31700000.000,31400000.000,29800000.000,30000000.000,30000000.000,30200000.000,25300000.000,24700000.000,24300000.000,24600000.000,21900000.000,22800000.000,21500000.000,21000000.000,18000000.000,17300000.000,17700000.000,18800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,19764000.000,18452000.000,18578000.000,21500000.000,20200000.000,18900000.000,19000000.000,19000000.000,19300000.000,16800000.000,16300000.000,16000000.000,16300000.000,14500000.000,15300000.000,14000000.000,13400000.000,8000000.000,7600000.000,7700000.000,9200000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,21473000.000,21800000.000,21951000.000,24900000.000,23400000.000,20600000.000,20800000.000,20900000.000,21100000.000,18800000.000,18200000.000,17900000.000,18200000.000,15900000.000,16700000.000,15800000.000,15200000.000,13400000.000,12900000.000,12800000.000,14600000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,24486000.000,23301000.000,23455000.000,26500000.000,25100000.000,24000000.000,24200000.000,24200000.000,24400000.000,20500000.000,20000000.000,19600000.000,19900000.000,17100000.000,18000000.000,17300000.000,16800000.000,15400000.000,14800000.000,15000000.000,16900000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,27348000.000,26344000.000,26497000.000,30000000.000,29300000.000,25600000.000,25800000.000,25900000.000,26100000.000,23800000.000,23200000.000,22800000.000,23100000.000,18500000.000,19400000.000,18100000.000,17500000.000,17000000.000,16300000.000,16400000.000,18300000.000
FiniteLivedIntangibleAssetsGross,,,319463000.000,,,,,,,,,,,,,,,,,,354064000.000,340220000.000,331718000.000,329796000.000,318697000.000,320819000.000,340688000.000
Goodwill,701309000.000,709353000.000,746068000.000,735021000.000,738538000.000,748400000.000,740829000.000,762854000.000,766389000.000,797342000.000,793402000.000,766924000.000,766368000.000,766811000.000,769653000.000,757852000.000,746557000.000,735517000.000,740184000.000,737212000.000,752791000.000,752826000.000,746590000.000,740162000.000,730271000.000,731924000.000,768581000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,,,,,,,,,,,,,,38200000.000,38200000.000,38200000.000,,,,
IndefiniteLivedTrademarks,,,,,,,,5113000.000,5116000.000,4896000.000,,,,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,198044000.000,195644000.000,209994000.000,197545000.000,193298000.000,194029000.000,185083000.000,212195000.000,205799000.000,221671000.000,211308000.000,208756000.000,203063000.000,195653000.000,190534000.000,178070000.000,166391000.000,157197000.000,154223000.000,143723000.000,143048000.000,129350000.000,119284000.000,113560000.000,104940000.000,100978000.000,111900000.000
InventoryFinishedGoods,,,72306000.000,69598000.000,72953000.000,69957000.000,70689000.000,,,,,,,,,,,,,,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,66497000.000,69950000.000,74818000.000,73701000.000,68301000.000,65623000.000,72189000.000,71214000.000,67189000.000,65544000.000,61124000.000,62642000.000,61144000.000,66896000.000,71734000.000,68424000.000,69451000.000,63694000.000,65648000.000,71808000.000
InventoryForLongTermContractsOrPrograms,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
InventoryNet,471013000.000,487443000.000,514645000.000,502373000.000,516653000.000,521770000.000,522572000.000,538262000.000,551700000.000,558821000.000,558487000.000,551674000.000,553585000.000,553871000.000,547256000.000,517056000.000,523823000.000,506299000.000,505187000.000,493360000.000,501653000.000,500224000.000,500734000.000,479040000.000,464402000.000,458211000.000,475050000.000
InventoryRawMaterialsAndPurchasedPartsNetOfReserves,,,200293000.000,197347000.000,194662000.000,186618000.000,175666000.000,188643000.000,192440000.000,193585000.000,195503000.000,194249000.000,195271000.000,188238000.000,188990000.000,198166000.000,199269000.000,186618000.000,197043000.000,188843000.000,192094000.000,189455000.000,192187000.000,174331000.000,169515000.000,168293000.000,177344000.000
InventoryWorkInProcess,,,242046000.000,235428000.000,249038000.000,265195000.000,276217000.000,283122000.000,,,,,,,,,,,,,,,,,,,
InventoryWorkInProcessNetOfReserves,,,,,,,,,289310000.000,290418000.000,289283000.000,289124000.000,292691000.000,293444000.000,287052000.000,251701000.000,259010000.000,258557000.000,245502000.000,243373000.000,242663000.000,239035000.000,240123000.000,235258000.000,231193000.000,224270000.000,225898000.000
Land,,,,27286000.000,,,,27154000.000,,,,28983000.000,,,,28299000.000,,,,27132000.000,,,,28932000.000,,,
LettersOfCreditOutstandingAmount,,,,12593000.000,,,,13532000.000,,,,13955000.000,,13681000.000,14082000.000,14335000.000,13859000.000,13806000.000,16872000.000,16773000.000,16027000.000,18494000.000,19735000.000,18966000.000,19959000.000,22467000.000,24656000.000
Liabilities,1546318000.000,1551885000.000,1644860000.000,1651076000.000,1663545000.000,1691605000.000,1671968000.000,1801117000.000,1771619000.000,1856262000.000,1814230000.000,1701330000.000,1649081000.000,1655689000.000,1724417000.000,1861037000.000,1875619000.000,1964592000.000,1987949000.000,2091939000.000,2104698000.000,2095130000.000,2063175000.000,2047797000.000,1967173000.000,1931314000.000,1911893000.000
LiabilitiesAndStockholdersEquity,2700582000.000,2758837000.000,2916068000.000,2842967000.000,2889970000.000,2972746000.000,2974656000.000,3105907000.000,3126400000.000,3224275000.000,3217095000.000,3237095000.000,3226773000.000,3248905000.000,3254792000.000,3208452000.000,3115735000.000,3119570000.000,3100969000.000,3086471000.000,3116840000.000,3135645000.000,3100725000.000,3041859000.000,2953179000.000,2966302000.000,3019817000.000
LiabilitiesCurrent,487188000.000,485063000.000,542538000.000,546390000.000,546727000.000,643522000.000,662615000.000,663876000.000,622685000.000,676308000.000,641350000.000,723230000.000,691742000.000,705006000.000,707030000.000,722804000.000,654086000.000,581450000.000,572663000.000,605505000.000,568189000.000,596806000.000,585095000.000,589232000.000,566262000.000,591329000.000,706109000.000
LiabilitiesFairValueDisclosure,,,3164000.000,4956000.000,5135000.000,,,,,,,,,,,,,,,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,,,2751000.000,,
LineOfCredit,,,,,,,,292083000.000,,,,403865000.000,,,3942000.000,765000000.000,,630000000.000,675000000.000,675000000.000,730000000.000,702865000.000,688100000.000,590000000.000,585000000.000,540445000.000,540000000.000
LineOfCreditFacilityAmountOutstanding,,,,332874000.000,,8447000.000,8771000.000,8974000.000,8137000.000,7429000.000,7059000.000,5088000.000,4755000.000,4862000.000,,,,,,,,,,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,,,,,,,,,,1100000000.000,,,,,,,,,417742000.000,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,570667000.000,,,,607928000.000,,,,496209000.000,,,,333806000.000,,,,420193000.000,,,,503164000.000,,,
LongTermDebt,,,,716164000.000,,,,673848000.000,,,,604069000.000,,,,770376000.000,,,,,,,,,,,
LongTermDebtAndCapitalLeaseObligations,,,,,,,,,,,,409125000.000,586063000.000,591030000.000,670027000.000,765114000.000,551099000.000,1030082000.000,1075075000.000,1075067000.000,1130569000.000,1103342000.000,1108438000.000,1010304000.000,1000338000.000,956053000.000,836101000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,,-33000.000,-33000.000,34000.000,443000.000,434000.000,184000.000,167000.000,144000.000,350000.000,323000.000
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,,,,,,,,,,,,,,,,,,1030115000.000,1075108000.000,1075101000.000,1131012000.000,1103776000.000,1108622000.000,1010471000.000,1005417000.000,960816000.000,840340000.000
LongTermDebtCurrent,,,,-1407000.000,,,,-3186000.000,,,,-3382000.000,,,,-5262000.000,,,,,,,,,,,
LongTermDebtFairValue,,,,720453000.000,,,,686741000.000,,,,611266000.000,,,,,,,1079046000.000,1072101000.000,1133450000.000,1098526000.000,1111810000.000,1015361000.000,1010105000.000,960816000.000,851567000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,191576000.000,,,,191575000.000,,,,,,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,1407000.000,,,,3186000.000,,,,3382000.000,,,,5262000.000,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,332874000.000,,,,0.000,,,,595427000.000,,,,765012000.000,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,187021000.000,,,,292026000.000,,,,10000.000,,,,27000.000,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,0.000,,,,187004000.000,,,,13000.000,,,,37000.000,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,3286000.000,,,,57000.000,,,,5237000.000,,,,38000.000,,,,,,,,,,,
LongTermDebtNoncurrent,,,,714757000.000,,,,670662000.000,,,,600687000.000,,,,765114000.000,,,,,,,,,,,
LongTermLineOfCredit,328953000.000,335978000.000,360477000.000,336161000.000,347553000.000,274634000.000,238811000.000,292026000.000,302997000.000,520233000.000,513858000.000,,,,,,,,,,,,,,,,
MachineryAndEquipmentGross,,,,648021000.000,,,,693780000.000,,,,756503000.000,,,,767342000.000,,,,789452000.000,,,,684995000.000,,,
NotesReceivableNet,,,,,,,,338000000.000,,,,,,,,,,,,,,,,,,,
NotionalAmountOfCashFlowHedgeInstruments,,,15698000.000,14174000.000,23214000.000,24115000.000,26270000.000,26626000.000,27537000.000,52977000.000,,,,,,,,,,,,,,,,,
NotionalAmountOfForeignCurrencyCashFlowHedgeDerivatives,,,166097000.000,167285000.000,173055000.000,164654000.000,163803000.000,193325000.000,205739000.000,255921000.000,,,,,,,,,,,,,,,,,
NotionalAmountOfInterestRateDerivatives,,,50000000.000,50000000.000,,,,0.000,0.000,120000000.000,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,20379000.000,,,,19681000.000,,,,20749000.000,,,,21886000.000,,,,21169000.000,,,,22023000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,8101000.000,,,,7489000.000,,,,8550000.000,,,,9716000.000,,,,10129000.000,,,,11847000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,9073000.000,,,,9150000.000,,,,11177000.000,,,,11977000.000,,,,13894000.000,,,,13840000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,12590000.000,,,,10819000.000,,,,14150000.000,,,,14803000.000,,,,16395000.000,,,,17662000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,16410000.000,,,,16868000.000,,,,17770000.000,,,,19167000.000,,,,18959000.000,,,,20088000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,30926000.000,,,,13307000.000,,,,13789000.000,,,,43303000.000,,,,46009000.000,,,,44910000.000,,,
OtherAssetsCurrent,102921000.000,105901000.000,112875000.000,,110710000.000,113562000.000,118852000.000,,120862000.000,124981000.000,128182000.000,,129164000.000,130007000.000,133083000.000,,128906000.000,129706000.000,128162000.000,,,,,,,,
OtherAssetsNoncurrent,21269000.000,24304000.000,24636000.000,26083000.000,30465000.000,33561000.000,29413000.000,35771000.000,35990000.000,48654000.000,54134000.000,51677000.000,53336000.000,53203000.000,50923000.000,53118000.000,57116000.000,55565000.000,47792000.000,41285000.000,40603000.000,41943000.000,43932000.000,45621000.000,26707000.000,29117000.000,29994000.000
OtherLiabilitiesNoncurrent,2851000.000,2974000.000,2102000.000,2150000.000,2170000.000,2041000.000,2000000.000,2536000.000,1858000.000,3646000.000,3283000.000,3285000.000,3282000.000,871000.000,849000.000,972000.000,1670000.000,1659000.000,1705000.000,2919000.000,3363000.000,3211000.000,3107000.000,4343000.000,4454000.000,4174000.000,3807000.000
OtherLongTermDebt,,,,,,,,,,,,8577000.000,,,,5225000.000,,0.000,0.000,0.000,,,,,,,
OtherLongTermDebtCurrent,7279000.000,2300000.000,1713000.000,1407000.000,1206000.000,365000.000,279000.000,3186000.000,64000.000,3275000.000,3402000.000,3382000.000,8642000.000,5362000.000,5239000.000,5262000.000,36000.000,33000.000,33000.000,34000.000,443000.000,434000.000,184000.000,167000.000,144000.000,350000.000,323000.000
OtherReceivables,,,,11055000.000,,,,10936000.000,,,,17168000.000,,15261000.000,13167000.000,13738000.000,15107000.000,14069000.000,11835000.000,12557000.000,15626000.000,10597000.000,12923000.000,10652000.000,10924000.000,11384000.000,15374000.000
OtherShortTermBorrowings,,,,,,1800000.000,728000.000,0.000,,,,,,4747000.000,,3660000.000,415000.000,420000.000,407000.000,83000.000,,,,,,,
