,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
LineOfCreditFacilityAmountOutstanding,,,,,,,30000000.000,,,,
LongTermDebt,,,,,,,,,,,29315000.000
LongTermDebtCurrent,9638000.000,10805000.000,,2541000.000,5179000.000,7912000.000,,2552000.000,5197000.000,7937000.000,10777000.000
LongTermDebtNoncurrent,19427000.000,16438000.000,28696000.000,26290000.000,23789000.000,21193000.000,28818000.000,26388000.000,23867000.000,21251000.000,18538000.000
MachineryAndEquipmentGross,,,,,,6925000.000,2999000.000,2999000.000,2999000.000,2801000.000,2801000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,892000.000,,,5323000.000,5214000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,810000.000,,,,600000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,1043000.000,1074000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,17000.000,,,1013000.000,1043000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,22000.000,,,983000.000,1030000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,43000.000,,,557000.000,1006000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,1535000.000,461000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,192000.000,
OtherAccruedLiabilitiesCurrent,,,,,,,2443000.000,,,,2468000.000
OtherAssetsCurrent,83000.000,65000.000,90000.000,51000.000,50000.000,81000.000,90000.000,86000.000,752000.000,124000.000,91000.000
OtherAssetsNoncurrent,3505000.000,7043000.000,7039000.000,7032000.000,7027000.000,7021000.000,7106000.000,90000.000,86000.000,83000.000,16000.000
OtherLiabilitiesNoncurrent,520000.000,876000.000,117000.000,272000.000,442000.000,602000.000,51000.000,233000.000,417000.000,604000.000,844000.000
PreferredStockParOrStatedValuePerShare,,,0.000,,,,0.000,,,,0.000
PreferredStockSharesAuthorized,,,10000000.000,,,,10000000.000,,,,10000000.000
PreferredStockSharesIssued,,,0.000,,,,0.000,,,,0.000
PreferredStockSharesOutstanding,,,0.000,,,,0.000,,,,0.000
PrepaidAdvertising,,,,,,,0.000,,,,
PrepaidExpenseCurrent,875000.000,577000.000,1071000.000,1434000.000,1035000.000,660000.000,1064000.000,1955000.000,1659000.000,1183000.000,1902000.000
PropertyPlantAndEquipmentGross,,,,,15013000.000,15033000.000,7329000.000,7356000.000,7383000.000,7197000.000,7492000.000
PropertyPlantAndEquipmentNet,10102000.000,10343000.000,10569000.000,10736000.000,10296000.000,10004000.000,1967000.000,1905000.000,1894000.000,1801000.000,2060000.000
PropertyPlantAndEquipmentOther,,,,,,1478000.000,1489000.000,1496000.000,1515000.000,1570000.000,1613000.000
PurchaseObligation,,,,,,,73350000.000,,,,79050000.000
PurchaseObligationDueAfterFifthYear,,,,,,,12225000.000,,,,
PurchaseObligationDueInFifthYear,,,,,,,12225000.000,,,,15750000.000
PurchaseObligationDueInFourthYear,,,,,,,12225000.000,,,,15750000.000
PurchaseObligationDueInNextTwelveMonths,,,,,,,12225000.000,,,,16050000.000
PurchaseObligationDueInSecondYear,,,,,,,12225000.000,,,,15750000.000
PurchaseObligationDueInThirdYear,,,,,,,12225000.000,,,,15750000.000
RestrictedCashAndInvestmentsCurrent,450000.000,450000.000,450000.000,450000.000,450000.000,450000.000,640000.000,640000.000,640000.000,548000.000,548000.000
RestrictedCashAndInvestmentsNoncurrent,190000.000,190000.000,190000.000,190000.000,190000.000,190000.000,,,,92000.000,92000.000
RestructuringReserve,,,,,13000.000,7000.000,,,,,
RetainedEarningsAccumulatedDeficit,-317248000.000,-339077000.000,-366683000.000,-389356000.000,-410345000.000,-426235000.000,-447656000.000,-449019000.000,-460894000.000,-467832000.000,-471950000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,14258647.000,,,,16828707.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,2126842.000,,,,3125966.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,6184112.000,,,,6729953.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,7.600,,,,7.390
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,6234000.000,,,,28675000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,10037984.000,,,,10683905.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,6.810,,,,6.720
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,3212000.000,,,,14926000.000
StockholdersEquity,86345000.000,67141000.000,119310000.000,99595000.000,80494000.000,66778000.000,47811000.000,48148000.000,38904000.000,34380000.000,34878000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,86345000.000,67141000.000,119310000.000,99595000.000,80494000.000,66778000.000,47811000.000,48148000.000,38904000.000,34380000.000,34878000.000
UnrecognizedTaxBenefits,,,,,0.000,0.000,0.000,0.000,0.000,0.000,3756000.000
ValuationAllowancesAndReservesBalance,,,,,,,56000.000,,,,
