,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
ConstructionInProgressGross,6103680.000,8118886.000,8196005.000,8221538.000,0.000,,,,,
CustomerDepositsCurrent,,,430833.000,,,,,,,
DeferredRevenueCurrent,458397.000,,,1844224.000,441908.000,57941.000,,67245.000,,
DueFromRelatedPartiesCurrent,,,642000.000,,,,,,,670292.000
InventoryNet,2318546.000,2562089.000,956779.000,2616937.000,8420264.000,9521872.000,5449341.000,3027926.000,2780724.000,6198758.000
Liabilities,4132861.000,5455977.000,5772865.000,8179855.000,3511684.000,3129320.000,257460.000,1666075.000,2745667.000,3452706.000
LiabilitiesAndStockholdersEquity,57771149.000,58948766.000,59940697.000,61558379.000,25199411.000,22806445.000,17868906.000,16406542.000,15467630.000,18283216.000
LiabilitiesCurrent,4132861.000,5455977.000,5772865.000,8179855.000,3511684.000,3129320.000,257460.000,1666075.000,2745667.000,3452706.000
MinorityInterest,,,,,0.000,,,,,
NotesAndLoansReceivableNetCurrent,3743653.000,4233469.000,17532739.000,20061302.000,8113622.000,2345553.000,7432827.000,6962928.000,6951784.000,3389614.000
NotesAndLoansReceivableNetNoncurrent,13584070.000,13609732.000,13954191.000,13772262.000,0.000,,,,,
OtherIntangibleAssetsNet,15693082.000,15405632.000,15381250.000,15295000.000,0.000,,,,,
OtherLiabilitiesCurrent,3577890.000,3648463.000,3512045.000,3522945.000,239938.000,241302.000,54144.000,89136.000,89220.000,89384.000
OtherReceivablesNetCurrent,4796078.000,2254447.000,593850.000,117195.000,712721.000,3607979.000,3544942.000,3560591.000,2916233.000,2142590.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,,,0.000,0.000,,,,,0.000
PrepaidExpenseAndOtherAssets,,,,,,,226204.000,,,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,113601.000,,
PrepaidExpenseCurrent,,,,,453575.000,342220.000,,,,
PrepaidExpenseNoncurrent,,,,112700.000,,,,,,
PropertyPlantAndEquipmentNet,563223.000,595643.000,342705.000,323851.000,68540.000,63600.000,57890.000,56681.000,51360.000,46076.000
ReceivablesNetCurrent,10929198.000,11514735.000,2331713.000,172986.000,4125679.000,6858527.000,1099118.000,2623552.000,2686903.000,5753290.000
RetainedEarningsAccumulatedDeficit,30508111.000,30253475.000,29609970.000,29618187.000,-2051775.000,-4300936.000,-6768251.000,-9739997.000,-11768190.000,-9682989.000
SecurityDeposit,,,,,,,32315.000,32458.000,32493.000,32562.000
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,3958981.000,3958981.000,3849684.000,3849684.000,3849684.000,3849684.000,3849684.000,3849684.000,3849684.000,3849684.000
StockholdersEquity,53638288.000,53483242.000,54158202.000,53368484.000,21687727.000,19677125.000,17611446.000,14740467.000,12721963.000,14830510.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,53638288.000,53492789.000,54167832.000,53378524.000,21687727.000,19677125.000,17611446.000,14740467.000,12721963.000,14830510.000
TaxesPayableCurrent,,,103.000,206.000,0.000,,,,,
