,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,851000.000,,,,306000.000,,,,100000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,2321000.000,,,,916000.000,,,,535000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,2752000.000,,,,2558000.000,,,,1161000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,3762000.000,,,,2689000.000,,,,2799000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,2664000.000,,,,2395000.000,,,,2294000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,6986000.000,6697000.000,6213000.000,5324000.000,6716000.000,6044000.000,6900000.000,5858000.000,6759000.000,5248000.000,5706000.000,4412000.000,4660000.000
OtherAssetsCurrent,4913000.000,4587000.000,4912000.000,3480000.000,2990000.000,2829000.000,3595000.000,2948000.000,3101000.000,2426000.000,4397000.000,4110000.000,4602000.000,3909000.000,5119000.000,5035000.000,4556000.000
OtherAssetsMiscellaneousCurrent,,,,,,,,,,,,,3543000.000,2877000.000,3270000.000,3243000.000,2585000.000
OtherAssetsMiscellaneousNoncurrent,,,,,,1085000.000,,,,,,,2700000.000,2559000.000,2273000.000,1708000.000,1684000.000
OtherAssetsNoncurrent,4417000.000,4110000.000,4427000.000,4900000.000,5835000.000,6580000.000,10057000.000,10081000.000,6410000.000,6230000.000,5213000.000,4513000.000,7582000.000,7250000.000,5829000.000,4865000.000,4717000.000
OtherLiabilitiesCurrent,18021000.000,18485000.000,16807000.000,16928000.000,16581000.000,15915000.000,14546000.000,12073000.000,13084000.000,12848000.000,13595000.000,11746000.000,13455000.000,12974000.000,13156000.000,10870000.000,11267000.000
OtherLiabilitiesNoncurrent,6619000.000,6270000.000,6464000.000,5305000.000,5166000.000,5111000.000,4973000.000,4674000.000,5679000.000,5390000.000,5197000.000,4721000.000,4396000.000,5189000.000,4341000.000,4484000.000,4189000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,,,,,,,,,,,,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,,0.000,,,,
ProductWarrantyAccrual,,,,,3719000.000,3827000.000,3684000.000,3716000.000,3653000.000,3611000.000,3472000.000,3180000.000,3203000.000,3319000.000,3406000.000,3407000.000,3329000.000
PropertyPlantAndEquipmentGross,,,,,,48487000.000,,,,53063000.000,,,,54245000.000,,,
PropertyPlantAndEquipmentNet,4567000.000,4265000.000,3853000.000,4015000.000,3605000.000,3554000.000,2649000.000,2948000.000,6953000.000,6434000.000,5992000.000,5683000.000,5313000.000,5039000.000,4716000.000,4472000.000,4167000.000
PurchaseObligation,,,,,,,,,,,,3900000.000,3900000.000,,,,
RestructuringReserve,,,,,,,,,2649000.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,-116562000.000,-118096000.000,-121508000.000,-128306000.000,-130036000.000,-134751000.000,-136313000.000,-137718000.000,-141472000.000,-141735000.000,-141168000.000,-141232000.000,-140612000.000,-138508000.000,-135934000.000,-135321000.000,-135958000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,1504001.000,1316671.000,1720979.000,1691763.000,1496214.000,1417509.000,1891541.000,1805948.000,1732841.000,1521717.000,1853741.000,1704320.000,1486750.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,2.530,2.450,2.040,1.940,1.890,1.860,1.920,2.040,2.050,2.080,2.720,3.720,3.930
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,964052.000,951467.000,943642.000,869442.000,836356.000,787674.000,755156.000,611778.000,574766.000,545636.000,376935.000,365612.000,333045.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,9.610,9.650,9.650,9.410,9.410,9.350,8.990,8.660,8.570,8.670,8.310,8.300,8.120
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,,,,,,,,,,,,386000.000,386000.000,-416000.000,,,
StockholdersEquity,64753000.000,62659000.000,58416000.000,52506000.000,50460000.000,46519000.000,45872000.000,44457000.000,41261000.000,41767000.000,43035000.000,43406000.000,44348000.000,46034000.000,48924000.000,48779000.000,49087000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,64753000.000,62659000.000,58416000.000,52506000.000,50460000.000,46519000.000,45872000.000,44457000.000,41261000.000,41767000.000,43035000.000,43406000.000,44348000.000,46034000.000,48924000.000,48779000.000,49087000.000
UndistributedEarningsOfForeignSubsidiaries,,,,,,1500000.000,1500000.000,,,1800000.000,1800000.000,1800000.000,1600000.000,1473000.000,,,
UnrecognizedTaxBenefits,,,,,,1270000.000,,,,960000.000,,,,960000.000,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,,,,175000.000,,,,56000.000,,,,58000.000,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,1270000.000,,,,960000.000,,,,378000.000,,,
