,2012-02-29,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,22082.000,,,,73823.000,,,,149022.000,,,,124364.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,,,,,,,12748.000,,,
DeferredTaxAssetsValuationAllowance,,,,39901.000,,,,114903.000,,,,266611.000,,,,209618.000,,,
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,,,,,,,7227.000,,,,,,,,,,,,
DueFromRelatedParties,-33334.000,-28334.000,-28334.000,28334.000,28334.000,28334.000,28334.000,,,,,,,,,,,,
DueToAffiliateCurrentAndNoncurrent,,,,,,,,,,58269.000,58086.000,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,130000.000,130000.000,127500.000,126000.000,25000.000,18463.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,218641.000,249891.000,273567.000,350687.000,373925.000,,,,,,,,,,,
InterestReceivableCurrent,,,,,,,,,1831.000,3298.000,4387.000,,,,,,,,
Liabilities,165014.000,229444.000,277451.000,341414.000,362268.000,345502.000,444094.000,636982.000,673822.000,747188.000,868177.000,831759.000,873096.000,888629.000,961348.000,921114.000,955585.000,927607.000,999427.000
LiabilitiesAndStockholdersEquity,189832.000,257548.000,232686.000,252855.000,256905.000,171476.000,130755.000,257845.000,209773.000,188560.000,208726.000,166568.000,200949.000,286946.000,378489.000,384620.000,423341.000,434611.000,574016.000
LiabilitiesCurrent,,,,,,,,,,,,730759.000,772096.000,800116.000,877337.000,841601.000,878572.000,852594.000,927414.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,3319.000,,,,,,,,,,,,
NotesReceivableNet,,,,,,,,72000.000,72000.000,72000.000,72000.000,,,,,,,,
OperatingLossCarryforwards,,,,167013.000,,,,273864.000,,,,,,,,,,,
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,,,,101000.000,101000.000,88513.000,84011.000,79513.000,77013.000,75013.000,72013.000
OtherAssetsCurrent,11288.000,13275.000,15416.000,22411.000,18430.000,15272.000,12876.000,39590.000,24523.000,10282.000,32276.000,6991.000,6342.000,6195.000,6195.000,6195.000,10973.000,9475.000,8069.000
OtherEmployeeRelatedLiabilitiesCurrent,,,,,,,,,417779.000,463148.000,509774.000,466907.000,511913.000,552971.000,577426.000,592210.000,610162.000,621347.000,632516.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
PreferredStockValueOutstanding,,,,,,,,,,0.000,,,,,,,,,
PropertyPlantAndEquipmentGross,3550.000,,,11522.000,18067.000,22067.000,13172.000,13172.000,13172.000,13172.000,13172.000,13172.000,13172.000,15661.000,17850.000,19174.000,20915.000,20916.000,24297.000
PropertyPlantAndEquipmentNet,,8254.000,8369.000,9028.000,14113.000,16496.000,7431.000,6333.000,5235.000,4138.000,3097.000,2174.000,1261.000,3105.000,4436.000,5125.000,6175.000,5531.000,8068.000
RetainedEarningsAccumulatedDeficit,-131900.000,-145593.000,-222213.000,-266005.000,-390893.000,-472057.000,-615535.000,-681333.000,-766245.000,-865824.000,-966646.000,-972387.000,-979343.000,-908879.000,-890055.000,-843690.000,-839440.000,-800192.000,-732607.000
SaleOfStockPricePerShare,,,,,,,,,,0.001,,,,,,,,,
StockholdersEquity,24818.000,28104.000,-44764.000,-88559.000,-105363.000,-174026.000,-313339.000,-379137.000,-464049.000,-558628.000,-659451.000,-665191.000,-672147.000,-601683.000,-582859.000,-536494.000,-532244.000,-492996.000,-425411.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,24818.000,28104.000,-44765.000,-88559.000,-105363.000,-174026.000,-313339.000,-379137.000,-464049.000,-558628.000,-659451.000,-665191.000,-672147.000,-601683.000,-582859.000,-536494.000,-532244.000,-492996.000,-425411.000
UnbilledReceivablesCurrent,,56000.000,,,,,,,,,,,,,,,,,
