,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
PreferredStockSharesIssued,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,
PreferredStockSharesOutstanding,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,
PreferredStockValue,,,,,,,0.000,0.000,0.000,0.000,,,,
PrepaidExpenseAndOtherAssetsCurrent,1198060.000,1053136.000,1127809.000,1093698.000,1185002.000,1114086.000,1125582.000,1141988.000,1154838.000,1162328.000,1151834.000,1046303.000,1044984.000,1042306.000
PrepaidTaxes,,,,,967817.000,1014817.000,1063826.000,1079708.000,1097052.000,1104392.000,1095385.000,993170.000,991565.000,985640.000
PropertyPlantAndEquipmentGross,,,,,,,3388239.000,,,,3508100.000,,,
PropertyPlantAndEquipmentNet,6289057.000,6356807.000,7486413.000,7326461.000,6946779.000,6863055.000,3003289.000,2970517.000,2955459.000,2924573.000,2914789.000,2794034.000,2755041.000,2734543.000
PropertyPlantAndEquipmentOther,,,,,,,137102.000,,,,,,,
RetainedEarningsAccumulatedDeficit,-2772853.000,-3404603.000,-4223671.000,-4662661.000,-5013513.000,-5282331.000,-9887181.000,-10708523.000,-10965900.000,-11199233.000,-11175906.000,-11391878.000,-11594004.000,-11841533.000
ShortTermBorrowings,464145.000,470367.000,476652.000,476380.000,,0.000,0.000,,,,,,,
StockholdersEquity,-2062454.000,-2672713.000,-3498282.000,-3938042.000,-4290344.000,-4568180.000,-9191918.000,-10025611.000,-10360800.000,-10613117.000,-10663106.000,-10699470.000,-10919447.000,-11140545.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2062454.000,-2672713.000,-3498282.000,-3938042.000,-4290344.000,-4568180.000,-9191918.000,-10025611.000,-10360800.000,-10613117.000,-10663106.000,-10699470.000,-10919447.000,-11140545.000
