,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,5.250,,,
ClassOfWarrantOrRightOutstanding,,,,,,83334.000,,,
CommitmentsAndContingencies,,,,0.000,,,,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,30065000.000,30065000.000,,30065000.000,30065000.000,10021667.000,33333334.000,33333334.000,33333376.000
CommonStockSharesOutstanding,30065000.000,30065000.000,,30065000.000,30065000.000,10021667.000,33333334.000,33333334.000,33333376.000
CommonStockValue,30065.000,30065.000,30065.000,30065.000,30065.000,10022.000,33000.000,33000.000,33000.000
CustomerAdvancesCurrent,,,,,,,2257000.000,1383000.000,1319000.000
CustomerDepositsCurrent,533740.000,533505.000,561899.000,478917.000,487256.000,469284.000,,,
DeferredTaxAssetsGross,,,,,,830722.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,3000.000,3000.000,3000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,560026.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,150000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,120696.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,830722.000,,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,-34474.000,,,,
DueToRelatedPartiesCurrent,97855.000,207654.000,252935.000,393108.000,441191.000,433355.000,903000.000,,
DueToRelatedPartiesNoncurrent,186487.000,199719.000,,,,,,,
Goodwill,,,,,,,2698000.000,2698000.000,2698000.000
IncomeTaxesReceivable,,,,,,,118000.000,116000.000,114000.000
InterestPayable,,,,449577.000,533954.000,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,984000.000,1048000.000,1665000.000
InventoryFinishedGoods,,,,124908.000,0.000,,,,
InventoryNet,136404.000,138081.000,285094.000,124908.000,,,16070000.000,21717000.000,19821000.000
InventoryRawMaterials,,,,0.000,0.000,,,,
Liabilities,3053419.000,3273453.000,3406544.000,3482407.000,,,,,
LiabilitiesAndStockholdersEquity,6033286.000,5975900.000,4861044.000,4357523.000,4264942.000,4172593.000,75656000.000,76175000.000,82842000.000
LiabilitiesCurrent,2866932.000,3073734.000,3406544.000,3482407.000,3699404.000,3929557.000,57683000.000,56480000.000,59384000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,90533.000,134448.000,,,
LineOfCredit,,,,,,,46169000.000,45682000.000,45229000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,0.240,0.240,0.240,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,50000.000,50000.000,50000.000,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,0.000,0.000,,,,
LinesOfCreditCurrent,20430.000,21630.000,22830.000,66030.000,180022.000,190822.000,,,
LoansPayableCurrent,,,,,,,507000.000,,
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,902500.000,,,,
NotesPayableCurrent,900000.000,902500.000,902500.000,902500.000,902500.000,902500.000,,1330000.000,1392000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,500000.000,477000.000
OtherAssetsNoncurrent,1000.000,1000.000,1000.000,1000.000,,,,,
OtherReceivablesNetCurrent,,,,,,,382000.000,47000.000,42000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesOutstanding,,,,0.000,0.000,,,,
PreferredStockValue,,,,0.000,,,,,0.000
PrepaidExpenseAndOtherAssetsCurrent,440036.000,408680.000,36502.000,32326.000,28474.000,32310.000,,,
PropertyPlantAndEquipmentGross,,,,,,4667414.000,,,
PropertyPlantAndEquipmentNet,5181693.000,5087270.000,4243895.000,4005602.000,3995510.000,3877933.000,4828000.000,4584000.000,4397000.000
RetainedEarningsAccumulatedDeficit,-1601856.000,-1953147.000,-3251714.000,-3805602.000,-4154100.000,-4322987.000,4559000.000,5403000.000,8318000.000
StockholdersEquity,2979867.000,2702447.000,1454500.000,875116.000,565538.000,243036.000,17973000.000,19695000.000,23458000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2979867.000,2702447.000,1454500.000,875116.000,,,,,
TaxesPayableCurrentAndNoncurrent,,,,,,,3946000.000,4782000.000,7201000.000
ValueAddedTaxReceivable,,,,77678.000,77678.000,77678.000,,,
ValueAddedTaxReceivableNoncurrent,216410.000,226068.000,255393.000,120934.000,113775.000,114287.000,,,
