,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,696000.000,683000.000,683000.000,683000.000,567000.000,567000.000,567000.000
FiniteLivedIntangibleAssetsNet,,,,4618000.000,4262000.000,4050000.000,3841000.000,3636000.000,3453000.000,3270000.000
Goodwill,7016000.000,7008000.000,7013000.000,7003000.000,5986000.000,5986000.000,5986000.000,4884000.000,4884000.000,4884000.000
GoodwillGross,,,,11266000.000,10249000.000,10249000.000,10249000.000,10247000.000,10247000.000,10247000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,4263000.000,4263000.000,4263000.000,4263000.000,5363000.000,5363000.000,5363000.000
ImpairedFinancingReceivableRecordedInvestment,,,,,,,,70000.000,0.000,0.000
IncomeTaxesReceivableNoncurrent,2637000.000,2637000.000,2637000.000,2637000.000,2637000.000,2637000.000,888000.000,1836000.000,2696000.000,4448000.000
IntangibleAssetsNetExcludingGoodwill,8061000.000,7831000.000,7616000.000,7382000.000,6943000.000,6731000.000,6522000.000,6317000.000,6134000.000,5951000.000
IntercompanyForeignCurrencyBalanceAmount,,,,31200000.000,29700000.000,31100000.000,,31600000.000,,
InventoryFinishedGoods,,,,159221000.000,184669000.000,146558000.000,133650000.000,,,
InventoryNet,165119000.000,149026000.000,183453000.000,158438000.000,184016000.000,145964000.000,133147000.000,188253000.000,195733000.000,157124000.000
InventoryValuationReserves,,,,783000.000,653000.000,594000.000,503000.000,,,
Liabilities,414079000.000,327891000.000,288143000.000,282019000.000,331051000.000,261870000.000,214727000.000,292583000.000,277718000.000,272872000.000
LiabilitiesAndStockholdersEquity,520162000.000,432480000.000,393227000.000,387896000.000,409632000.000,340468000.000,294965000.000,371375000.000,357456000.000,348641000.000
LiabilitiesCurrent,395482000.000,311041000.000,270521000.000,267267000.000,316037000.000,246407000.000,198770000.000,272585000.000,257787000.000,251877000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,21000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
LiabilityForUncertainTaxPositionsNoncurrent,,,,8000000.000,,,,9300000.000,,
LinesOfCreditCurrent,116194000.000,121358000.000,150399000.000,92669000.000,120565000.000,80634000.000,78561000.000,100857000.000,99833000.000,111135000.000
LitigationReserve,0.000,75000.000,0.000,0.000,,,,,,
LongTermDebtCurrent,128000.000,150000.000,153000.000,154000.000,491000.000,498000.000,365000.000,161000.000,163000.000,166000.000
LongTermDebtNoncurrent,6673000.000,6633000.000,6603000.000,6574000.000,6210000.000,6175000.000,6138000.000,8788000.000,8741000.000,8716000.000
MinorityInterest,13810000.000,13366000.000,13532000.000,13396000.000,2277000.000,1575000.000,1966000.000,0.000,,329000.000
NoncurrentAssets,,,,30877000.000,29750000.000,31128000.000,30305000.000,31490000.000,,
NotesAndLoansReceivableNetCurrent,,,,39201000.000,37153000.000,38498000.000,39500000.000,35585000.000,34208000.000,31935000.000
NotesPayable,,,,6728000.000,6701000.000,6673000.000,6503000.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,4975000.000,,,,3002000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,1661000.000,,,,1174000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,175000.000,,,,87000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,638000.000,,,,175000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,914000.000,,,,594000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,1307000.000,,,,781000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,280000.000,,,,191000.000,,
OtherAssetsNoncurrent,394000.000,408000.000,501000.000,1082000.000,940000.000,567000.000,566000.000,566000.000,157000.000,291000.000
OtherLiabilities,,,,,,,,705000.000,765000.000,739000.000
OtherLiabilitiesFairValueDisclosure,,,,27076000.000,27512000.000,35139000.000,36514000.000,,13308000.000,
OtherLiabilitiesNoncurrent,,54000.000,52000.000,168000.000,649000.000,636000.000,697000.000,1888000.000,1829000.000,1802000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,,,,0.000,,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,,,,,0.000,,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,5453000.000,4197000.000,3610000.000,3184000.000,3145000.000,3611000.000,3134000.000,2306000.000,2496000.000,2977000.000
PropertyPlantAndEquipmentGross,,,,15828000.000,,,,15730000.000,,
PropertyPlantAndEquipmentNet,11498000.000,12490000.000,12544000.000,12223000.000,12672000.000,12999000.000,13260000.000,13908000.000,14391000.000,14327000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,,,167000.000,124000.000,56000.000,59000.000,14000.000,160000.000,119000.000,92000.000
RestrictedCashAndCashEquivalentsNoncurrent,578000.000,528000.000,528000.000,550000.000,572000.000,593000.000,597000.000,602000.000,606000.000,577000.000
RetainedEarningsAccumulatedDeficit,-157665000.000,-158660000.000,-159281000.000,-156777000.000,-139828000.000,-139668000.000,-138916000.000,-134937000.000,-133981000.000,-138383000.000
ShortTermInvestments,2040000.000,1165000.000,1000000.000,0.000,,,,,,
StockholdersEquity,92273000.000,91223000.000,91385000.000,92357000.000,76248000.000,76964000.000,78258000.000,78632000.000,,75348000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,106083000.000,104589000.000,104917000.000,105753000.000,78525000.000,78539000.000,80224000.000,78632000.000,79619000.000,75677000.000
TaxesPayableCurrent,4976000.000,3994000.000,1406000.000,18034000.000,15000000.000,16138000.000,0.000,6364000.000,7783000.000,8173000.000
UnrecognizedTaxBenefits,,,,27057000.000,27100000.000,27400000.000,27700000.000,27680000.000,27700000.000,28800000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,1400000.000,1400000.000,1500000.000,1700000.000,2100000.000,2100000.000,2100000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,27100000.000,27100000.000,27400000.000,27700000.000,27700000.000,27700000.000,28800000.000
