,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
OtherNotesPayableCurrent,,,,,,,,,214682.000,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,,,,,,,,,,,,,,0.000,
PrepaidExpenseCurrent,,,,,,,,,,,,,,750.000,,,,
PropertyPlantAndEquipmentGross,,,131455.000,131455.000,131455.000,131455.000,,,,,131455.000,,,,131455.000,,,
PropertyPlantAndEquipmentNet,54941.000,52534.000,23964.000,22190.000,20416.000,18696.000,4514.000,4192.000,3869.000,3547.000,3225.000,2902.000,2580.000,2257.000,,,,
RetainedEarningsAccumulatedDeficit,-4604623.000,-4604623.000,-4604623.000,-4604623.000,-4604623.000,-4604623.000,-4604623.000,-4604623.000,-4604623.000,-4604623.000,-8040249.000,-8049402.000,-8444237.000,-8463625.000,-8476377.000,-8492061.000,-8510663.000,-8551069.000
StockholdersEquity,-2376292.000,-2290251.000,-984022.000,-1008952.000,-538167.000,-549893.000,-590764.000,-622040.000,-637065.000,-652744.000,-661733.000,-670886.000,-168376.000,-187764.000,-200516.000,-216200.000,-234802.000,-179208.000
StockholdersEquityBeforeTreasuryStock,,,,,,550000.000,595278.000,622000.000,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-661733.000,-670886.000,-168376.000,,,,,
SupplementalUnemploymentBenefitsSeveranceBenefits,,,,,,,,,,,,,,,45143.000,,,
