,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
AccruedInsuranceCurrent,,,,,86800000.000,,,,88900000.000,,,,85200000.000,,,,77200000.000,,,,71800000.000,,,,87400000.000,,
AccruedLiabilitiesCurrent,1325900000.000,1268000000.000,1192900000.000,1345100000.000,1429300000.000,1285900000.000,1328600000.000,1635800000.000,1681500000.000,1267600000.000,1081700000.000,1097800000.000,1236200000.000,1185600000.000,1196900000.000,1236400000.000,1221900000.000,1144200000.000,1158900000.000,1246400000.000,1261900000.000,1545300000.000,1613000000.000,1619600000.000,1101500000.000,1118200000.000,1182200000.000
AccruedPayrollTaxesCurrent,,,,,296600000.000,,,,294400000.000,,,,277500000.000,,,,282700000.000,,,,271800000.000,,,,268000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1198600000.000,,,,1362800000.000,,,,1550000000.000,,,,1626600000.000,,,,1716600000.000,,,,1709000000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,-75900000.000,,,,-93500000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,153100000.000,,,,260600000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-87400000.000,,,,29400000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-116300000.000,33300000.000,78400000.000,-181600000.000,-349200000.000,-272300000.000,-547600000.000,-270000000.000,-388000000.000,-530200000.000,-645900000.000,-481000000.000,-499000000.000,-494200000.000,-502900000.000,-785900000.000,-1270200000.000,-1527500000.000,-1455300000.000,-1581700000.000,-1694200000.000,-1614400000.000,-1711200000.000,-1681800000.000,-1921200000.000,-1807700000.000,-1722400000.000
AdditionalPaidInCapitalCommonStock,4885700000.000,4907600000.000,4906400000.000,4569300000.000,4581300000.000,4579000000.000,4644300000.000,4657600000.000,4473500000.000,4435900000.000,4661500000.000,5001900000.000,4878600000.000,4848300000.000,4860800000.000,4867000000.000,4727100000.000,4445400000.000,4455000000.000,4644300000.000,4421700000.000,4450900000.000,4464500000.000,4480500000.000,4774400000.000,4767700000.000,4615300000.000
AggregateIndebtedness,,,,,26100000.000,,,,15500000.000,,,,15500000.000,,,,12400000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,63900000.000,,,,66200000.000,,,,70900000.000,,,,60700000.000,,,,72900000.000,,,,77500000.000,,
Assets,15139400000.000,15756000000.000,16033500000.000,16483000000.000,15949000000.000,16350300000.000,16350400000.000,17114200000.000,15844000000.000,16897500000.000,16702900000.000,17023700000.000,16535100000.000,16832900000.000,16958800000.000,16733800000.000,15849100000.000,15943700000.000,15998800000.000,15870900000.000,15172300000.000,15607400000.000,15740800000.000,15720700000.000,15634900000.000,18662100000.000,19312300000.000
AssetsCurrent,4815600000.000,5174500000.000,5339000000.000,4737300000.000,4322700000.000,4603300000.000,4305800000.000,4753900000.000,4098300000.000,4425900000.000,4256900000.000,4431200000.000,3968700000.000,4271200000.000,4400600000.000,4452100000.000,3948800000.000,4324700000.000,4344800000.000,4273300000.000,3662100000.000,4016800000.000,4293200000.000,4262100000.000,4788500000.000,4368300000.000,4839100000.000
AssetsHeldForSaleCurrent,,,,,,,,,133400000.000,83900000.000,0.000,15000000.000,10100000.000,4600000.000,5000000.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,,,,,523400000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,4700000.000,29500000.000,24900000.000,19100000.000,0.000,0.000,,,,523400000.000,0.000,0.000
BusinessAcquisitionCostOfAcquiredEntityPlannedRestructuringActivities,,,,,5700000.000,,,,0.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,45700000.000,214800000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,0.058,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,,,,,,,,,,,,,,,14900000.000,14900000.000
CashAndCashEquivalentsAtCarryingValue,1745400000.000,1883500000.000,1915000000.000,851900000.000,906900000.000,883600000.000,577800000.000,769500000.000,716000000.000,557500000.000,561700000.000,469100000.000,496200000.000,432600000.000,515700000.000,486800000.000,496600000.000,435500000.000,391900000.000,293300000.000,465400000.000,352200000.000,568200000.000,420800000.000,1131800000.000,378000000.000,539500000.000
CertainLoansAcquiredInTransferAccretableYield,,,,,3900000.000,,,,,,,,,,,,,,,,,,,,,,
CommitmentsAndContingencies,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,5452004.000,,,,3092619.000,,,,16193265.000,,,,12450629.000,,,,10098668.000,,,,6935076.000,,
CommonStockParOrStatedValuePerShare,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,176091572.000,176091572.000,176091572.000,176091572.000,176091572.000,176091572.000,176906265.000,176906265.000,176906265.000,176906265.000,176906265.000,176906265.000,176902738.000,176906265.000,176906265.000,176906265.000,176902738.000,176906265.000,176906265.000,176906265.000,176902738.000,0.000,0.000,0.000,,176902738.000,176902738.000
CommonStockSharesOutstanding,,,,,169045961.000,,,,159952027.000,,,,155479230.000,,,,157125450.000,,,,153944291.000,,,,152559767.000,,
CommonStockValue,440700000.000,440700000.000,440700000.000,440700000.000,440700000.000,440700000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000,442300000.000
CommonStockholdersEquity,,,7453000000.000,7219600000.000,7352800000.000,7475400000.000,7392000000.000,7474400000.000,7055100000.000,7144900000.000,,,,,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,3858000000.000,3863000000.000,,3861500000.000,3843500000.000,3852300000.000,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,74.780,,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,320000000.000,320000000.000,,,,,,,,,,,,,,,3851700000.000,3853800000.000,3854200000.000,3856300000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,,,,,,,,800000.000,700000.000,800000.000,700000.000
DebtInstrumentUnamortizedDiscountNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,1900000.000,,
DeferredFinanceCostsNet,,,,,24700000.000,,,,31300000.000,,,,1800000.000,,,,,,,,,44000000.000,42000000.000,41300000.000,41700000.000,40400000.000,39300000.000
DeferredGainLossOnDiscontinuationOfFairValueHedge,,,,,,,,11100000.000,,,,,,,,,,,,,,,,300000.000,-500000.000,-1200000.000,-2000000.000
DeferredGainLossOnDiscontinuationOfInterestRateFairValueHedge,,,,,,,,,,,,,,34800000.000,34800000.000,34800000.000,38900000.000,38900000.000,38900000.000,38900000.000,,,,,,,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,,,844400000.000,,,,735400000.000,,
DeferredRevenueCurrent,,,,,89800000.000,,,,78600000.000,,,,79700000.000,,,,84400000.000,,,,89200000.000,,,,81900000.000,,
DeferredTaxAndOtherLiabilitiesNoncurrent,,,2316000000.000,2832300000.000,2687900000.000,2745900000.000,2762600000.000,2451100000.000,2517000000.000,2611700000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,84900000.000,,,,808500000.000,,,,757600000.000,,,,763300000.000,,,,38000000.000,,,,0.000,,
DeferredTaxAssetsGross,,,,,1146800000.000,,,,1367500000.000,,,,1423200000.000,,,,1236200000.000,,,,1231800000.000,,,,1259200000.000,,
DeferredTaxAssetsInventory,,,,,,,,,,,,,,,,,,,,,16100000.000,,,,0.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,761500000.000,,,,-708700000.000,,,,-677500000.000,,,,-758500000.000,,,,,,,,,,
DeferredTaxAssetsNet,,,,,202200000.000,,,,-274500000.000,,,,-254800000.000,,,,246100000.000,,,,205900000.000,,,,147100000.000,,
DeferredTaxAssetsNetCurrent,,,,,111900000.000,,,,-142100000.000,,,,-80200000.000,,,,137400000.000,,,,85400000.000,,,,0.000,,
DeferredTaxAssetsNetNoncurrent,,,,,90300000.000,,,,-132400000.000,,,,-174600000.000,,,,108700000.000,,,,120500000.000,,,,147100000.000,,
DeferredTaxAssetsOther,,,,,176600000.000,,,,89700000.000,,,,113600000.000,,,,97100000.000,,,,82700000.000,,,,126700000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,7300000.000,,,,7200000.000,,,,14600000.000,,,,18100000.000,,,,1800000.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,417400000.000,,,,413000000.000,,,,317200000.000,,,,308300000.000,,,,361100000.000,,,,362500000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,139800000.000,,,,109500000.000,,,,118600000.000,,,,131700000.000,,,,135600000.000,,,,110400000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,17200000.000,,,,7000000.000,,,,14700000.000,,,,15000000.000,,,,19000000.000,,,,19300000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,,,,,9600000.000,,,,32900000.000,,,,62300000.000,,,,42200000.000,,,,12600000.000,,,,4900000.000,,
DeferredTaxAssetsValuationAllowance,,,,,308700000.000,,,,552600000.000,,,,550700000.000,,,,551900000.000,,,,480700000.000,,,,525500000.000,,
DeferredTaxLiabilities,,,,,963700000.000,,,,983200000.000,,,,932300000.000,,,,1004600000.000,,,,638500000.000,,,,588300000.000,,
DeferredTaxLiabilitiesCurrent,,,,,58700000.000,,,,36300000.000,,,,17900000.000,,,,11900000.000,,,,18500000.000,,,,0.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,965100000.000,,,,915800000.000,,,,964400000.000,,,,888300000.000,,,,868500000.000,,,,851200000.000,,
DeferredTaxLiabilitiesNoncurrent,901100000.000,919900000.000,925600000.000,1047000000.000,905000000.000,951800000.000,993200000.000,1002700000.000,946900000.000,1033400000.000,1003500000.000,1020200000.000,914400000.000,1008400000.000,1007200000.000,964000000.000,992700000.000,988300000.000,997500000.000,963600000.000,825900000.000,817900000.000,776700000.000,757400000.000,735400000.000,1174800000.000,1178100000.000
DeferredTaxLiabilitiesOther,,,,,103900000.000,,,,67600000.000,,,,56100000.000,,,,59400000.000,,,,66800000.000,,,,61700000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,53700000.000,,,,53200000.000,,,,74100000.000,,,,72700000.000,,,,99600000.000,,,,108700000.000,,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,,,,,,12400000.000,,,,19000000.000,,,,32000000.000,,,,25500000.000,,,,27300000.000,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,421800000.000,,,,436900000.000,,,,418900000.000,,,,369200000.000,,,,319900000.000,,,,260700000.000,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,2430000000.000,,,,2551100000.000,,,,2784300000.000,,,,2948900000.000,,,,2714000000.000,,,,2666700000.000,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,110000000.000,,,,80000000.000,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,,,-784000000.000,,,,-838900000.000,,,,814500000.000,,,,771100000.000,,,,705700000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInFiveFiscalYearsThereafter,,,,,781500000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFive,,,,,152700000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFour,,,,,155600000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearOne,,,,,155000000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearThree,,,,,156000000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearTwo,,,,,153000000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,,,-156400000.000,,,,-169700000.000,,,,163400000.000,,,,152000000.000,,,,187900000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,,,-154300000.000,,,,-165200000.000,,,,159000000.000,,,,150600000.000,,,,141600000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,,,,-154500000.000,,,,-167500000.000,,,,159700000.000,,,,148200000.000,,,,139500000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,,,,-157900000.000,,,,-166200000.000,,,,196200000.000,,,,149900000.000,,,,137300000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,,,,-168500000.000,,,,-177400000.000,,,,169900000.000,,,,196100000.000,,,,139400000.000,,
DefinedBenefitPlanFundedPercentage,,,,,,,,,,,,,,,,,,,,,0.770,,,,0.760,,
DerecognizedAssetsSecuritizedOrAssetbackedFinancingArrangementAssetsAndAnyOtherFinancialAssetsManagedTogetherPrincipalAmountOutstanding,,,37800000.000,90000000.000,92100000.000,60500000.000,77500000.000,68000000.000,80000000.000,55200000.000,86700000.000,75200000.000,84800000.000,70700000.000,100400000.000,92500000.000,100300000.000,77100000.000,100400000.000,98700000.000,100400000.000,83900000.000,100500000.000,79000000.000,100500000.000,65300000.000,100800000.000
DerivativeAssets,,,,,,,,,,,,,,,88900000.000,82500000.000,144200000.000,197500000.000,126700000.000,109200000.000,79300000.000,106000000.000,145800000.000,96200000.000,110200000.000,39900000.000,24100000.000
DerivativeForwardInterestRate,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054
DerivativeLiabilities,,,,,,,,,,,,,,,136200000.000,95800000.000,148400000.000,158600000.000,101500000.000,98700000.000,96100000.000,162200000.000,207000000.000,192900000.000,97600000.000,1031500000.000,563300000.000
DerivativeLiabilitiesCurrent,,,,,156900000.000,,,,78000000.000,,,,66600000.000,,,,95000000.000,,,,49800000.000,,,,49800000.000,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,,,,,,,,,,,,,,,,,35300000.000,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,38000000.000,,
DisposalGroupIncludingDiscontinuedOperationConsideration,,,,,,,,,,,,,,,,,,,,,,,,,725000000.000,719000000.000,
DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,399800000.000,,
DisposalGroupIncludingDiscontinuedOperationInventory1,,,,,,,,,,,,,,,,,,,,,,,,,33200000.000,,
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,,,,,,,,,,,,,,,,,,,,,,,,2800000.000,,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,15500000.000,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,,,,,,,,,,,,,,,,,,,,,,,,,52300000.000,,
EmployeeStockOwnershipPlanESOPSharesInESOP,,,,,,,,,,,,,219900.000,,,,230032.000,,,,184753.000,,,,219492.000,,
EquityMethodInvestmentsFairValueDisclosure,,,61500000.000,,,,,,,,,,,,,,,,,,,,,,,,
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue,,,,,75200000.000,,,,49300000.000,,,,40900000.000,,,,34900000.000,,,,26700000.000,,,,11300000.000,,
FairValueNetAssetLiability,,,,,,,,,,,,,,,,,,,,,,,,,,648900000.000,583800000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,690000000.000,,,,838600000.000,,,,1037900000.000,,,,1166900000.000,,,,1289200000.000,,,,1274500000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,587200000.000,,,,649300000.000,,,,416500000.000,,,,329700000.000,,,,269200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,175800000.000,,,,194100000.000,,,,171400000.000,,,,150000000.000,,,,125700000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,127900000.000,,,,135500000.000,,,,123500000.000,,,,96500000.000,,,,81800000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,134600000.000,,,,146400000.000,,,,139600000.000,,,,116100000.000,,,,90100000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,141700000.000,,,,155600000.000,,,,149100000.000,,,,131100000.000,,,,107900000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,159400000.000,,,,172500000.000,,,,158100000.000,,,,140300000.000,,,,116300000.000,,
FiniteLivedIntangibleAssetsGross,,,,,2173900000.000,,,,2165200000.000,,,,2491300000.000,,,,2326100000.000,,,,2252900000.000,,,,2065500000.000,,
ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAtFairValueNet,,,,,,,,,,,,,,,,,,,,,,,,252600000.000,136100000.000,,
ForwardContractIndexedToIssuersEquitySettlementAlternativesCashAtFairValue,,,,,,,,,170000000.000,,,,,,,,,,,,,,,,,,117200000.000
Goodwill,5941900000.000,6189600000.000,6248700000.000,6978800000.000,6920100000.000,7065200000.000,7264100000.000,7528700000.000,7021100000.000,7338900000.000,7465800000.000,7570700000.000,7565300000.000,7609500000.000,7636600000.000,7488100000.000,7275500000.000,7126500000.000,7167600000.000,7147300000.000,7084300000.000,7167800000.000,7108700000.000,7130800000.000,6694000000.000,8364200000.000,8496100000.000
GuaranteeObligationsCurrentCarryingValue,,,12800000.000,12700000.000,12800000.000,12500000.000,13000000.000,13100000.000,13000000.000,13200000.000,13700000.000,13900000.000,13700000.000,11900000.000,12900000.000,12900000.000,13100000.000,12500000.000,13300000.000,16200000.000,16900000.000,16400000.000,16300000.000,18100000.000,22100000.000,23800000.000,26800000.000
GuaranteeObligationsMaximumExposure,,,152000000.000,145200000.000,139900000.000,114900000.000,114000000.000,115100000.000,115300000.000,113200000.000,132800000.000,133700000.000,130500000.000,142500000.000,149000000.000,160300000.000,163800000.000,166800000.000,164400000.000,165200000.000,170000000.000,172900000.000,178200000.000,203800000.000,200000000.000,200000000.000,227500000.000
IndefiniteLivedTradeNames,,,,,1633100000.000,,,,1608000000.000,,,,1614200000.000,,,,1592500000.000,,,,1577800000.000,,,,1508500000.000,,
IntangibleAssetsNetExcludingGoodwill,,,,,,3112800000.000,3182900000.000,3165800000.000,,3340500000.000,3147500000.000,3118100000.000,,3009400000.000,2953000000.000,2867800000.000,,2662100000.000,2631100000.000,2592300000.000,,2533100000.000,2483900000.000,2458500000.000,,3603300000.000,3524100000.000
InterestRateDerivativeLiabilitiesAtFairValue,,,,,,,,,,,,,,200000000.000,200000000.000,,400000000.000,,,,,,,,,,
InventoryFinishedGoods,,,1049500000.000,1150800000.000,1043100000.000,1140300000.000,1128500000.000,1216300000.000,962600000.000,1144700000.000,1064000000.000,1205700000.000,1081500000.000,1208700000.000,1259300000.000,1282100000.000,1105000000.000,1278400000.000,1335900000.000,1347300000.000,1085000000.000,1229300000.000,1211000000.000,1247300000.000,1044200000.000,1455700000.000,1502300000.000
InventoryNet,1272000000.000,1413600000.000,1448400000.000,1604600000.000,1438600000.000,1589700000.000,1574900000.000,1702000000.000,1316600000.000,1539700000.000,1475800000.000,1629500000.000,1485200000.000,1663100000.000,1721700000.000,1758000000.000,1562700000.000,1742200000.000,1839600000.000,1867000000.000,1526400000.000,1685000000.000,1688600000.000,1720300000.000,1478000000.000,1976700000.000,2078000000.000
InventoryRawMaterials,,,278400000.000,295100000.000,247800000.000,291200000.000,283300000.000,309600000.000,229900000.000,261500000.000,273900000.000,281700000.000,274900000.000,315600000.000,316400000.000,325100000.000,316300000.000,313000000.000,336800000.000,359200000.000,305300000.000,324800000.000,342300000.000,344400000.000,300500000.000,362600000.000,408600000.000
InventoryWorkInProcess,,,120500000.000,158700000.000,147700000.000,158200000.000,163100000.000,176100000.000,124100000.000,133500000.000,137900000.000,142100000.000,128800000.000,138800000.000,146000000.000,150800000.000,141400000.000,150800000.000,166900000.000,160500000.000,136100000.000,130900000.000,135300000.000,128600000.000,133300000.000,158400000.000,167100000.000
InvestmentsFairValueDisclosure,,,,,,,,,,,,,,,15000000.000,14900000.000,11900000.000,12000000.000,11900000.000,11900000.000,11700000.000,10700000.000,10700000.000,10700000.000,9200000.000,9200000.000,9400000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
LIFOInventoryAmount,,,,,504400000.000,,,,401300000.000,,,,440200000.000,,,,600400000.000,,,,651000000.000,,,,662800000.000,,
Liabilities,8069700000.000,8370200000.000,8449700000.000,9381300000.000,8882200000.000,9088700000.000,9458200000.000,9850300000.000,9116900000.000,10238400000.000,9978400000.000,10005400000.000,9654600000.000,9853600000.000,9821500000.000,9689800000.000,9337200000.000,10246500000.000,10132300000.000,10150300000.000,9313100000.000,9892200000.000,9890700000.000,9639500000.000,9261300000.000,11844000000.000,11605900000.000
LiabilitiesAndStockholdersEquity,15139400000.000,15756000000.000,16033500000.000,16483000000.000,15949000000.000,16350300000.000,16350400000.000,17114200000.000,15844000000.000,16897500000.000,16702900000.000,17023700000.000,16535100000.000,16832900000.000,16958800000.000,16733800000.000,15849100000.000,15943700000.000,15998800000.000,15870900000.000,15172300000.000,15607400000.000,15740800000.000,15720700000.000,15634900000.000,18662100000.000,19312300000.000
LiabilitiesCurrent,2742200000.000,2992100000.000,3404700000.000,3810300000.000,3268500000.000,3437100000.000,3771100000.000,4670300000.000,3073400000.000,4132600000.000,3929900000.000,3948800000.000,3221000000.000,3455800000.000,3387000000.000,3387300000.000,2832000000.000,3446800000.000,3385000000.000,3422300000.000,2802600000.000,3696600000.000,3709900000.000,3463000000.000,2807500000.000,4214400000.000,3866900000.000
LiabilitiesOfAssetsHeldForSale,,,,,,,,,30300000.000,7700000.000,0.000,5000000.000,6300000.000,4900000.000,4900000.000,,,,,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,4700000.000,23400000.000,21600000.000,21000000.000,0.000,0.000,,,,53500000.000,0.000,0.000
LiabilityForUncertainTaxPositionsCurrent,,,,17500000.000,,,17500000.000,0.000,,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,,,2600000000.000,,,,,,,,2700000000.000,,,,2700000000.000,,,,2300000000.000,,
LongTermDebt,,,3046000000.000,3256000000.000,3452200000.000,3442400000.000,3140800000.000,2937500000.000,3536900000.000,3504700000.000,3440800000.000,3410500000.000,3809300000.000,3839600000.000,4261200000.000,4253700000.000,3845700000.000,4355000000.000,4344300000.000,4230500000.000,3841700000.000,3822200000.000,3820900000.000,3822300000.000,,3823700000.000,3825900000.000
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,,,,,,,,,,,,,,,,,,,,,,,,,3823100000.000,,
