,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
FinancialInstrumentsOwnedCorporateEquitiesAtFairValue,,,,7000000.000,,,,8000000.000,,,,,,,,,,,
FinancialInstrumentsOwnedOtherAtFairValue,,,,5000000.000,,,,5000000.000,,,,,,,,,,,
FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,,,,14000000.000,,,,8000000.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,80000000.000,83000000.000,87000000.000,91000000.000,99000000.000,107000000.000,116000000.000,123000000.000,129000000.000,134000000.000,143000000.000,150000000.000,157000000.000,164000000.000,167000000.000,169000000.000,174000000.000,183000000.000,188000000.000
FiniteLivedIntangibleAssetsGross,233000000.000,238000000.000,236000000.000,240000000.000,384000000.000,389000000.000,393000000.000,393000000.000,387000000.000,385000000.000,392000000.000,393000000.000,394000000.000,397000000.000,390000000.000,449000000.000,447000000.000,453000000.000,461000000.000
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,,,,,,,,,,,,,,-2000000.000,16000000.000,23000000.000,24000000.000,15000000.000,9000000.000
Goodwill,446000000.000,484000000.000,470000000.000,466000000.000,698000000.000,683000000.000,689000000.000,691000000.000,675000000.000,671000000.000,687000000.000,691000000.000,693000000.000,700000000.000,681000000.000,756000000.000,739000000.000,753000000.000,741000000.000
GoodwillGross,,,,,,,,717000000.000,701000000.000,,713000000.000,717000000.000,719000000.000,726000000.000,707000000.000,781000000.000,764000000.000,778000000.000,766000000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,2000000.000,,,,3000000.000,,,,3000000.000,,,,4000000.000,,,
IntangibleAssetsNetExcludingGoodwill,162000000.000,165000000.000,159000000.000,159000000.000,297000000.000,294000000.000,289000000.000,282000000.000,270000000.000,263000000.000,261000000.000,255000000.000,249000000.000,245000000.000,235000000.000,292000000.000,285000000.000,282000000.000,285000000.000
InventoryFinishedGoods,526000000.000,545000000.000,542000000.000,544000000.000,562000000.000,565000000.000,582000000.000,,,,,,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,585000000.000,569000000.000,576000000.000,579000000.000,575000000.000,570000000.000,585000000.000,582000000.000,568000000.000,576000000.000,595000000.000,626000000.000
InventoryNet,638000000.000,670000000.000,658000000.000,668000000.000,697000000.000,703000000.000,722000000.000,722000000.000,711000000.000,709000000.000,715000000.000,699000000.000,705000000.000,722000000.000,719000000.000,699000000.000,717000000.000,742000000.000,771000000.000
InventoryRawMaterials,84000000.000,96000000.000,87000000.000,91000000.000,100000000.000,100000000.000,101000000.000,,,,,,,,,,,,
InventoryRawMaterialsNetOfReserves,,,,,,,,101000000.000,103000000.000,99000000.000,102000000.000,97000000.000,105000000.000,105000000.000,104000000.000,103000000.000,108000000.000,113000000.000,110000000.000
InventoryWorkInProcess,28000000.000,29000000.000,29000000.000,33000000.000,35000000.000,38000000.000,39000000.000,,,,,,,,,,,,
InventoryWorkInProcessNetOfReserves,,,,,,,,36000000.000,39000000.000,34000000.000,34000000.000,27000000.000,30000000.000,32000000.000,33000000.000,28000000.000,33000000.000,34000000.000,35000000.000
LIFOInventoryAmount,,,,4000000.000,,,,,,,,,,,,,,,
Land,,,,51000000.000,56000000.000,55000000.000,56000000.000,57000000.000,,,,,,,,,,,
Liabilities,1054000000.000,1068000000.000,1095000000.000,1082000000.000,1355000000.000,1321000000.000,1253000000.000,1274000000.000,984000000.000,1013000000.000,1031000000.000,910000000.000,906000000.000,901000000.000,894000000.000,1065000000.000,943000000.000,998000000.000,1068000000.000
LiabilitiesAndStockholdersEquity,3174000000.000,3339000000.000,3250000000.000,3281000000.000,3671000000.000,3675000000.000,3694000000.000,3820000000.000,3581000000.000,3666000000.000,3779000000.000,3805000000.000,3853000000.000,3985000000.000,3996000000.000,4195000000.000,4110000000.000,4306000000.000,4426000000.000
LiabilitiesCurrent,537000000.000,546000000.000,590000000.000,538000000.000,768000000.000,738000000.000,677000000.000,701000000.000,414000000.000,446000000.000,462000000.000,383000000.000,394000000.000,392000000.000,375000000.000,490000000.000,370000000.000,424000000.000,505000000.000
LifeInsuranceCorporateOrBankOwnedAmount,25000000.000,25000000.000,25000000.000,25000000.000,27000000.000,28000000.000,29000000.000,29000000.000,31000000.000,32000000.000,34000000.000,34000000.000,36000000.000,37000000.000,40000000.000,40000000.000,43000000.000,44000000.000,44000000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,450000000.000,,,,,,,,,,,,,,,
LongTermDebtAndCapitalLeaseObligations,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
LongTermDebtCurrent,,,,,,,,0.000,,,,,,,,,,,
LongTermDebtFairValue,,,,,,,,315000000.000,310000000.000,295000000.000,290000000.000,298000000.000,308000000.000,311000000.000,303000000.000,312000000.000,314000000.000,307000000.000,303000000.000
LongtermDebtWeightedAverageInterestRate,,,,,,,,0.034,0.034,0.034,,,,,,,,,
MachineryAndEquipmentGross,,,,888000000.000,959000000.000,973000000.000,998000000.000,1050000000.000,,,,,,,,,,,
NoncurrentAssets,,,,,,,,,,,877000000.000,880000000.000,885000000.000,893000000.000,868000000.000,876000000.000,866000000.000,879000000.000,872000000.000
NotionalAmountOfForeignCurrencyCashFlowHedgeDerivatives,,,,,,,,254000000.000,235000000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,131000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,29000000.000,,,,28000000.000,,,,32000000.000,,,,29000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,11000000.000,,,,12000000.000,,,,15000000.000,,,,14000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,12000000.000,,,,14000000.000,,,,17000000.000,,,,18000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,16000000.000,,,,18000000.000,,,,19000000.000,,,,21000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,21000000.000,,,,23000000.000,,,,25000000.000,,,,25000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,22000000.000,,,,23000000.000,,,,18000000.000,,,,24000000.000,,,
OperatingLossCarryforwardsValuationAllowance,,,,4000000.000,,,,2000000.000,,,,4000000.000,,,,3000000.000,,,
OtherAccruedLiabilitiesCurrent,80000000.000,78000000.000,83000000.000,73000000.000,85000000.000,81000000.000,77000000.000,77000000.000,74000000.000,88000000.000,87000000.000,77000000.000,82000000.000,83000000.000,97000000.000,81000000.000,95000000.000,90000000.000,100000000.000
OtherAssetsCurrent,59000000.000,84000000.000,84000000.000,86000000.000,75000000.000,105000000.000,79000000.000,95000000.000,90000000.000,95000000.000,82000000.000,87000000.000,86000000.000,95000000.000,134000000.000,147000000.000,145000000.000,105000000.000,92000000.000
OtherAssetsMiscellaneousCurrent,,,,,,,,,,,,,,4000000.000,3000000.000,2000000.000,0.000,2000000.000,2000000.000
OtherAssetsMiscellaneousNoncurrent,,,,,,,,,,,,,,28000000.000,27000000.000,36000000.000,31000000.000,30000000.000,23000000.000
OtherAssetsNoncurrent,98000000.000,97000000.000,92000000.000,100000000.000,93000000.000,92000000.000,94000000.000,89000000.000,125000000.000,124000000.000,120000000.000,132000000.000,137000000.000,141000000.000,109000000.000,114000000.000,111000000.000,113000000.000,111000000.000
OtherLiabilitiesCurrent,63000000.000,61000000.000,67000000.000,57000000.000,69000000.000,64000000.000,60000000.000,61000000.000,57000000.000,71000000.000,70000000.000,63000000.000,64000000.000,66000000.000,69000000.000,65000000.000,76000000.000,73000000.000,83000000.000
OtherLiabilitiesNoncurrent,62000000.000,66000000.000,65000000.000,79000000.000,74000000.000,75000000.000,74000000.000,74000000.000,72000000.000,75000000.000,77000000.000,80000000.000,84000000.000,87000000.000,86000000.000,103000000.000,105000000.000,109000000.000,108000000.000
OtherLongTermInvestments,15000000.000,14000000.000,12000000.000,11000000.000,14000000.000,14000000.000,15000000.000,16000000.000,21000000.000,19000000.000,12000000.000,11000000.000,13000000.000,13000000.000,12000000.000,14000000.000,14000000.000,16000000.000,18000000.000
OtherNoncurrentLiabilities,11000000.000,,,,,,,,,,,,,,,,,,
OtherPostretirementDefinedBenefitPlanLiabilitiesCurrentAndNoncurrent,46000000.000,46000000.000,47000000.000,,52000000.000,53000000.000,53000000.000,,47000000.000,48000000.000,49000000.000,,22000000.000,22000000.000,22000000.000,,22000000.000,21000000.000,21000000.000
OtherReceivables,18000000.000,25000000.000,26000000.000,25000000.000,21000000.000,24000000.000,27000000.000,36000000.000,38000000.000,42000000.000,32000000.000,36000000.000,35000000.000,41000000.000,60000000.000,69000000.000,65000000.000,65000000.000,58000000.000
OtherSundryLiabilitiesNoncurrent,,12000000.000,11000000.000,14000000.000,11000000.000,10000000.000,11000000.000,10000000.000,10000000.000,12000000.000,12000000.000,12000000.000,13000000.000,12000000.000,12000000.000,15000000.000,15000000.000,15000000.000,13000000.000
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,,,,,1000000.000,,,,,,,,,,,,,,
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,3000000.000,3000000.000,,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,2000000.000,3000000.000,3000000.000,3000000.000,2000000.000,2000000.000,2000000.000,2000000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,116000000.000,120000000.000,112000000.000,,150000000.000,149000000.000,144000000.000,,135000000.000,134000000.000,136000000.000,,59000000.000,59000000.000,56000000.000,,103000000.000,105000000.000,105000000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,113000000.000,117000000.000,108000000.000,143000000.000,147000000.000,146000000.000,141000000.000,135000000.000,132000000.000,131000000.000,133000000.000,73000000.000,56000000.000,56000000.000,53000000.000,103000000.000,101000000.000,103000000.000,103000000.000
PercentageOfLIFOInventory,,,,0.270,,,,,,,,,,,,,,,
PercentageOfWeightedAverageCostInventory,,,,0.730,,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,,,,,,,,,,,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
PreferredStockValueOutstanding,,,,,,,,,,,,,,0.000,0.000,,,,
PrepaidExpenseCurrent,31000000.000,36000000.000,27000000.000,30000000.000,30000000.000,31000000.000,27000000.000,29000000.000,24000000.000,25000000.000,21000000.000,22000000.000,22000000.000,22000000.000,18000000.000,20000000.000,21000000.000,21000000.000,18000000.000
PropertyPlantAndEquipmentGross,,,,,,,,,2001000000.000,2020000000.000,2073000000.000,2098000000.000,2119000000.000,2154000000.000,2113000000.000,2108000000.000,2103000000.000,2150000000.000,2156000000.000
PropertyPlantAndEquipmentNet,742000000.000,760000000.000,750000000.000,763000000.000,824000000.000,811000000.000,817000000.000,829000000.000,811000000.000,804000000.000,806000000.000,806000000.000,808000000.000,815000000.000,789000000.000,786000000.000,778000000.000,789000000.000,787000000.000
RealEstateGrossAtCarryingValue,,,,19000000.000,,,,22000000.000,,,,22000000.000,,,,23000000.000,,,
RestructuringAndRelatedCostExpectedCost1,,,,,,,,,,,,,,,16000000.000,,,,
RestructuringReserve,6000000.000,7000000.000,7000000.000,3000000.000,1000000.000,,,0.000,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,3634000000.000,3725000000.000,3820000000.000,3907000000.000,4000000000.000,4090000000.000,4178000000.000,4270000000.000,4366000000.000,4459000000.000,4552000000.000,4658000000.000,4757000000.000,4862000000.000,4943000000.000,5049000000.000,5148000000.000,5240000000.000,5326000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue,,,,59.710,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,412689.000,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,61.730,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,3637194.000,,,,2698247.000,,,,2214272.000,,,,1884673.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,37.080,,,,42.560,,,,47.830,,,,56.090,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,34.010,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,49.580,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,63.880,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,97000000.000,,,,89000000.000,,,,123000000.000,,,,209000000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,4191418.000,,,,3341529.000,,,,3306297.000,,,,2919974.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,39.470,,,,47.030,,,,56.700,,,,65.740,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,93000000.000,,,,84000000.000,,,,102000000.000,,,,153000000.000,,,
ShortTermBorrowings,,,,221000000.000,,,,383000000.000,,,,,,44000000.000,0.000,,0.000,0.000,0.000
ShortTermDebtWeightedAverageInterestRate,,,,,,,,0.002,0.002,0.001,0.001,,0.001,0.001,0.000,,0.000,0.000,0.000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,,,,1000000.000,,,,2000000.000,,,,2000000.000,,,,3000000.000,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChange,1000000.000,,,,,,,,,,,,,,,,,,
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,,,,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000,110000000.000
StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased,,,,2400000.000,,,,,,,,,,,,,,,
StockholdersEquity,2120000000.000,2271000000.000,2155000000.000,2199000000.000,2316000000.000,2354000000.000,2441000000.000,2546000000.000,2597000000.000,2653000000.000,2748000000.000,2895000000.000,2947000000.000,3084000000.000,3102000000.000,3130000000.000,3167000000.000,3308000000.000,3358000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2120000000.000,2271000000.000,2155000000.000,2199000000.000,2316000000.000,2354000000.000,2441000000.000,2546000000.000,2597000000.000,2653000000.000,2748000000.000,2895000000.000,2947000000.000,3084000000.000,3102000000.000,3130000000.000,3167000000.000,3308000000.000,3358000000.000
TreasuryStockShares,80000000.000,80000000.000,82000000.000,81000000.000,81000000.000,81000000.000,82000000.000,82000000.000,82000000.000,82000000.000,82000000.000,83000000.000,83000000.000,83000000.000,83000000.000,83000000.000,82000000.000,82000000.000,82000000.000
