,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7465000.000,10517000.000,13319000.000,6370000.000,43000.000,7264000.000,4917000.000,18572000.000,15163000.000,8660000.000,-10082000.000,-4561000.000,-7548000.000,-548000.000,6926000.000,-2120000.000,-7984000.000,-11149000.000,-13186000.000,-14506000.000,-21389000.000,-6631000.000,-3405000.000,-5209000.000,-30441000.000,-24681000.000,-16632000.000
AdditionalPaidInCapitalCommonStock,1043429000.000,1163410000.000,1161728000.000,1121868000.000,1128405000.000,1195458000.000,1150525000.000,1166835000.000,1195426000.000,1276278000.000,967694000.000,1060125000.000,1037592000.000,805073000.000,788016000.000,736252000.000,690351000.000,653882000.000,678209000.000,683140000.000,710303000.000,726921000.000,726656000.000,773511000.000,778110000.000,803522000.000,808821000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,3425000.000,,,,3355000.000,,,,3353000.000,,,,3341000.000,,,,3200000.000,
Assets,3858433000.000,4140850000.000,4331172000.000,4267799000.000,4345100000.000,4464122000.000,4493231000.000,4548634000.000,4612907000.000,4729451000.000,4760923000.000,5000052000.000,5001801000.000,5037349000.000,5054219000.000,5017302000.000,4915204000.000,4898065000.000,4915549000.000,4890350000.000,4898157000.000,4823154000.000,4926475000.000,4945720000.000,4836288000.000,4740532000.000,5087062000.000
AssetsCurrent,2530655000.000,2622786000.000,2621040000.000,2414258000.000,2352554000.000,2450309000.000,2302180000.000,2250058000.000,2263571000.000,2297639000.000,2354584000.000,2801206000.000,2947826000.000,3067147000.000,3168699000.000,3303977000.000,3515140000.000,3935051000.000,3979726000.000,3981161000.000,4008294000.000,3918933000.000,4021700000.000,4019194000.000,3916052000.000,3880116000.000,4227908000.000
AssetsFairValueDisclosure,,,,,,,3076976000.000,3135139000.000,3181575000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,,3134803000.000,3071087000.000,3091894000.000,3161754000.000,3160308000.000,3266054000.000,3174890000.000,2938180000.000,2992377000.000,3224557000.000
AvailableForSaleSecurities,,,2752999000.000,2791223000.000,2864667000.000,3063038000.000,3076976000.000,3132737000.000,3179861000.000,3289221000.000,3431291000.000,3656386000.000,3677304000.000,3605349000.000,3509813000.000,3317553000.000,3449460000.000,3471356000.000,3468910000.000,3388182000.000,3464028000.000,3492322000.000,3646993000.000,3619343000.000,3374965000.000,3364933000.000,3686835000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,9582000.000,11018000.000,7832000.000,,21985000.000,20613000.000,8692000.000,,7553000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,18044000.000,19895000.000,29341000.000,,18090000.000,19661000.000,39717000.000,,26413000.000
AvailableForSaleSecuritiesAmortizedCost,,,2744020000.000,2780706000.000,2855540000.000,3048860000.000,3060877000.000,3108553000.000,3159946000.000,3272432000.000,3442007000.000,3662085000.000,3687661000.000,3606739000.000,3499144000.000,3314321000.000,3449866000.000,3471735000.000,3477372000.000,3397059000.000,3485537000.000,3494356000.000,3643098000.000,3618391000.000,3405990000.000,3392034000.000,3705695000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,6331000.000,6967000.000,9159000.000,13593000.000,12630000.000,13888000.000,13317000.000,20115000.000,17571000.000,15009000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,,11340000.000,18044000.000,19895000.000,29341000.000,18302000.000,18090000.000,19661000.000,39717000.000,32672000.000,26413000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,384188000.000,357997000.000,620703000.000,776738000.000,818573000.000,483653000.000,498371000.000,832088000.000,1326265000.000,1074486000.000,1159825000.000,909880000.000,1060003000.000,1042780000.000,1045241000.000,1214014000.000,1200460000.000,1002348000.000,1731586000.000,1036440000.000,708228000.000,845128000.000,1619884000.000,1568717000.000,1470697000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,,5009000.000,11077000.000,10736000.000,15748000.000,5672000.000,4202000.000,6344000.000,19602000.000,15101000.000,11404000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,349782000.000,324412000.000,578312000.000,731520000.000,769780000.000,430330000.000,446942000.000,792298000.000,1275108000.000,1019343000.000,1069476000.000,751113000.000,677338000.000,719746000.000,794418000.000,1095972000.000,1078233000.000,845489000.000,1533867000.000,750635000.000,472534000.000,600698000.000,1366469000.000,1310037000.000,1249003000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,34406000.000,33585000.000,42391000.000,45218000.000,48793000.000,53323000.000,51429000.000,39790000.000,51157000.000,55143000.000,90349000.000,158767000.000,382665000.000,323034000.000,250823000.000,118042000.000,122227000.000,156859000.000,197719000.000,285805000.000,235694000.000,244430000.000,253415000.000,258680000.000,221694000.000
AvailableForSaleSecuritiesCurrent,663715000.000,704054000.000,1012149000.000,1204593000.000,1099306000.000,1128805000.000,1216938000.000,1111338000.000,1063494000.000,1091187000.000,1332366000.000,1693571000.000,1825540000.000,1483644000.000,1860175000.000,1881147000.000,1489744000.000,2410489000.000,2666087000.000,2535173000.000,2498272000.000,2833883000.000,2935616000.000,2799338000.000,2414589000.000,2354762000.000,2588207000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,237061000.000,254356000.000,265061000.000,266223000.000,253312000.000,243009000.000,227210000.000,252596000.000,246066000.000,252551000.000,250055000.000,231266000.000,287000.000,345232000.000,383473000.000,293754000.000,300178000.000,292227000.000,272546000.000,264616000.000,244043000.000,216148000.000,243772000.000,293184000.000,319892000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,240519000.000,258891000.000,269656000.000,270742000.000,257837000.000,248253000.000,231986000.000,257409000.000,247012000.000,254235000.000,250953000.000,232909000.000,289000.000,345386000.000,383800000.000,294645000.000,300357000.000,292621000.000,271353000.000,265529000.000,245600000.000,217553000.000,243648000.000,292691000.000,319444000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,172816000.000,242217000.000,248334000.000,255577000.000,303951000.000,330949000.000,334557000.000,360441000.000,410737000.000,384528000.000,437826000.000,437854000.000,474000.000,537228000.000,292035000.000,334112000.000,367169000.000,420118000.000,503374000.000,545350000.000,488890000.000,505011000.000,496399000.000,491907000.000,477162000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,174293000.000,244044000.000,250976000.000,259584000.000,308085000.000,337646000.000,340427000.000,366073000.000,410270000.000,385905000.000,439176000.000,440661000.000,478000.000,539677000.000,291562000.000,334318000.000,367111000.000,419993000.000,501371000.000,545457000.000,489855000.000,505844000.000,494352000.000,489627000.000,475193000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,480826000.000,541413000.000,648294000.000,653151000.000,785970000.000,858908000.000,917481000.000,960048000.000,926700000.000,936885000.000,1011546000.000,1027718000.000,999000.000,957276000.000,959961000.000,923459000.000,1030276000.000,1115744000.000,1153078000.000,1229856000.000,1244614000.000,1366621000.000,1358644000.000,1199735000.000,1202752000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,484758000.000,545557000.000,650820000.000,659121000.000,793521000.000,870008000.000,925142000.000,964624000.000,917133000.000,930306000.000,1004760000.000,1026142000.000,1005000.000,959322000.000,965354000.000,928202000.000,1028552000.000,1119588000.000,1148041000.000,1236250000.000,1256243000.000,1374640000.000,1345190000.000,1188145000.000,1197774000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,2417380000.000,2558342000.000,2510966000.000,2796843000.000,2845488000.000,2902278000.000,2887028000.000,3102771000.000,3202078000.000,3432682000.000,3474151000.000,3311401000.000,3224000.000,2890883000.000,3045974000.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,1526677000.000,1520356000.000,1349277000.000,1621892000.000,1502255000.000,1469412000.000,1407780000.000,1529686000.000,1618575000.000,1858718000.000,1774724000.000,1614563000.000,1464000.000,1051147000.000,1410505000.000,1583478000.000,1373464000.000,1263805000.000,1232756000.000,1120486000.000,1288507000.000,1087110000.000,839365000.000,1007551000.000,1224751000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,1526789000.000,1520367000.000,1349282000.000,1621793000.000,1502405000.000,1469567000.000,1408161000.000,1529877000.000,1618680000.000,1858944000.000,1774774000.000,1614735000.000,1464000.000,1051360000.000,1410527000.000,1583407000.000,1373607000.000,1263844000.000,1232713000.000,1120487000.000,1288548000.000,1087208000.000,839380000.000,1007487000.000,1224739000.000
AvailableForSaleSecuritiesDebtSecurities,,,2426359000.000,2568859000.000,2520734000.000,2811240000.000,2861848000.000,2925474000.000,2905716000.000,3117983000.000,3193095000.000,3429390000.000,3469663000.000,3314447000.000,3236000.000,2895745000.000,3051243000.000,3140572000.000,3069627000.000,3096046000.000,3153478000.000,3167723000.000,3280246000.000,3185245000.000,2922570000.000,2977950000.000,3217150000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,4179000.000,6012000.000,7671000.000,5412000.000,6254000.000,5396000.000,7184000.000,8527000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,660167000.000,766452000.000,899570000.000,1048492000.000,1190812000.000,1209228000.000,1399684000.000,1497394000.000,1560132000.000,1651033000.000,1634031000.000,1436781000.000,1287392000.000,1190775000.000,1109645000.000,950827000.000,654013000.000,266902000.000,248431000.000,235922000.000,224614000.000,220807000.000,209015000.000,198545000.000,183082000.000,116288000.000,106862000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,,2799000.000,3892000.000,4690000.000,3795000.000,3708000.000,3461000.000,3767000.000,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,,,,3347000.000,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,,4179000.000,6012000.000,7671000.000,5412000.000,6254000.000,5396000.000,7184000.000,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,,,,,8527000.000,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,,1380000.000,2120000.000,2981000.000,1617000.000,2546000.000,1935000.000,3417000.000,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,,,,,5180000.000,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,13158000.000,16529000.000,16798000.000,19590000.000,22353000.000,29580000.000,27099000.000,25316000.000,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,301642000.000,,,,314455000.000,,,,303958000.000,,,,311411000.000,,,,312610000.000,,,,310795000.000,,,,339923000.000,
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,,,,,5636000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1101050000.000,1222359000.000,961237000.000,602952000.000,661325000.000,788822000.000,526189000.000,595119000.000,623137000.000,623558000.000,509414000.000,570494000.000,631879000.000,973677000.000,625032000.000,714699000.000,1431023000.000,892572000.000,666338000.000,760611000.000,898264000.000,503816000.000,582362000.000,690490000.000,839546000.000,966695000.000,1059355000.000
CommitmentsAndContingencies,,,,,,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,2000000000.000,,,,2000000000.000,,,,2000000000.000,,,,2000000000.000,,,,2000000000.000,,,,2000000000.000,,,,2000000000.000,
CommonStockSharesIssued,,264602000.000,,,,263612000.000,,,,263649000.000,,,,268637000.000,,,,258340000.000,,,,253687000.000,,,,248027000.000,
CommonStockSharesOutstanding,,264602000.000,,,,263612000.000,,,,263649000.000,,,,268637000.000,,,,258340000.000,,,,253687000.000,,,,248027000.000,
CommonStockValue,2600000.000,2646000.000,2643000.000,2624000.000,2615000.000,2636000.000,2612000.000,2608000.000,2612000.000,2636000.000,2648000.000,2682000.000,2665000.000,2686000.000,2671000.000,2644000.000,2611000.000,2583000.000,2570000.000,2569000.000,2552000.000,2537000.000,2534000.000,2525000.000,2488000.000,2480000.000,2481000.000
ConvertibleDebtCurrent,,,,,,,,,,,926781000.000,930085000.000,934392000.000,,,,,,,,,,,,,,
ConvertibleDebtNoncurrent,887197000.000,890980000.000,894478000.000,899803000.000,903059000.000,906569000.000,911135000.000,915109000.000,918883000.000,922666000.000,0.000,0.000,0.000,,,,,,,,,,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,,0.010,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,0.026,,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,,,,,,,,,,,,,,
DeferredCompensationLiabilityCurrent,,,,,,45137000.000,,,,50412000.000,,,,59569000.000,,,,70163000.000,,,,74180000.000,,,,88110000.000,
DeferredCostsCurrentAndNoncurrent,,,,,,23000000.000,,,,17900000.000,,,,20100000.000,,,,21600000.000,,,,19100000.000,,,,19600000.000,
DeferredIncomeTaxLiabilities,,,,,,,,,,475221000.000,,,,263394000.000,,,,287529000.000,,,,339570000.000,,,,388887000.000,
DeferredRevenue,,,,,,90000000.000,,,,71300000.000,,,,75200000.000,,,,87700000.000,,,,70900000.000,,,,74200000.000,
DeferredTaxAssetsDeferredIncome,,,,,,10493000.000,,,,10299000.000,,,,8097000.000,,,,9207000.000,,,,9307000.000,,,,8167000.000,
DeferredTaxAssetsEquityMethodInvestments,,,,,,7313000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,213829000.000,,,,216881000.000,,,,171075000.000,,,,189440000.000,,,,206845000.000,,,,207774000.000,
DeferredTaxAssetsInventory,,,,,,498000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsInvestments,,,,,,,,,,7781000.000,,,,,,,,10247000.000,,,,8265000.000,,,,8163000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,-341496000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,184866000.000,,,,176816000.000,,,,128071000.000,,,,136888000.000,,,,144666000.000,,,,135254000.000,
DeferredTaxAssetsNetCurrent,99998000.000,88064000.000,87770000.000,84584000.000,77948000.000,64822000.000,60192000.000,62838000.000,59547000.000,60709000.000,2100000.000,2138000.000,2066000.000,56166000.000,77325000.000,73545000.000,80864000.000,79519000.000,90716000.000,100294000.000,96827000.000,0.000,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,56700000.000,,,,56400000.000,,,,61900000.000,,,,59700000.000,,,,66600000.000,,,,64400000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,3856000.000,,,,3928000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,,3634000.000,,,,2827000.000,,,,13420000.000,,,,10706000.000,,,,11538000.000,,,,17628000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,97104000.000,,,,96327000.000,,,,79272000.000,,,,86650000.000,,,,95424000.000,,,,109681000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,17423000.000,,,,19375000.000,,,,22280000.000,,,,26079000.000,,,,27412000.000,,,,32518000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,29451000.000,,,,28334000.000,,,,21142000.000,,,,18233000.000,,,,22128000.000,,,,22050000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,39942000.000,,,,35601000.000,,,,26864000.000,,,,28318000.000,,,,32771000.000,,,,9567000.000,
DeferredTaxAssetsValuationAllowance,,,,,,28963000.000,,,,40065000.000,,,,43004000.000,,,,52552000.000,,,,62179000.000,,,,72520000.000,
DeferredTaxLiabilities,,,,,,526362000.000,,,,298405000.000,,,,135323000.000,,,,150641000.000,,,,194904000.000,,,,253633000.000,
DeferredTaxLiabilitiesCurrent,,,,,,0.000,,,,,146397000.000,126211000.000,140601000.000,,,,,,,,,,,,,,
DeferredTaxLiabilitiesDerivatives,,,,,,192397000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,368521000.000,403990000.000,420581000.000,433491000.000,449170000.000,463045000.000,477622000.000,499709000.000,506995000.000,415442000.000,228219000.000,269250000.000,279696000.000,253433000.000,283492000.000,295641000.000,293138000.000,289868000.000,301130000.000,308662000.000,347995000.000,261467000.000,263413000.000,294875000.000,323777000.000,317639000.000,346566000.000
DeferredTaxLiabilitiesOther,,,,,,8605000.000,,,,8461000.000,,,,5493000.000,,,,3987000.000,,,,1699000.000,,,,4002000.000,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,308017000.000,,,,244892000.000,,,,253231000.000,,,,280322000.000,,,,335522000.000,,,,383312000.000,
DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,,,,,,38900000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,,,,,,,,,,43300000.000,,,,50600000.000,,,,59200000.000,,,,67000000.000,,,,81100000.000,
DefinedBenefitPlanBenefitObligation,,,,,,45100000.000,,,,50400000.000,,,,59600000.000,,,,70200000.000,,,,74200000.000,,,,88100000.000,
DerivativeAssetNotionalAmount,,,,,,,,,,,,,,146573000.000,151892000.000,148475000.000,136908000.000,114042000.000,96665000.000,89315000.000,82723000.000,83506000.000,91008000.000,89348000.000,86753000.000,86256000.000,88787000.000
DerivativeAssets,,,,,,,,,,,,512000.000,473000.000,1713000.000,1311000.000,,,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,,,,,,9320000.000,,,,1417000.000,,,,,
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,,,,,5611000.000,-2402000.000,-1714000.000,,,,,,,,,,,,,,,,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,,1545000.000,1545000.000,1324000.000,,,,,,,,,,,,,,,,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,,,572000.000,2000000.000,1400000.000,931000.000,1500000.000,1500000.000,,,1200000.000,407000.000,628000.000,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,119073000.000,125582000.000,126299000.000,116571000.000,115563000.000,121309000.000,113842000.000,124040000.000,123326000.000,124195000.000,128428000.000,153279000.000,152397000.000,157373000.000,147272000.000,162854000.000,160168000.000,156600000.000,140184000.000,154876000.000,156316000.000,154294000.000,182786000.000,171388000.000,171846000.000,176601000.000,202230000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,27041000.000,26649000.000,27998000.000,27270000.000,27524000.000,27077000.000,27610000.000,28081000.000,22229000.000,19228000.000,20160000.000,20704000.000,20608000.000,10325000.000,10312000.000,10409000.000,10413000.000,10111000.000,9977000.000,10068000.000,10160000.000,10227000.000,0.000,0.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,84368000.000,86350000.000,88332000.000,90314000.000,92462000.000,94780000.000,97335000.000,99822000.000,102240000.000,104657000.000,107247000.000,109709000.000,112127000.000,114506000.000,116876000.000,111494000.000,113263000.000,115032000.000,116800000.000,118044000.000,119288000.000,120623000.000,121987000.000,123171000.000,123876000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,602000.000,603000.000,,,,,,,,,,,,,156000.000,156000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,9542000.000,8845000.000,8845000.000,9537000.000,9537000.000,7120000.000,4741000.000,2371000.000,6550000.000,4781000.000,3012000.000,1244000.000,4761000.000,3517000.000,2548000.000,1184000.000,1923000.000,1218000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,,7124000.000,4707000.000,2462000.000,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,2347000.000,,,,603000.000,603000.000,603000.000,603000.000,0.000,,,,,,468000.000,468000.000,156000.000,156000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,6473000.000,2347000.000,2347000.000,2660000.000,2660000.000,2660000.000,2660000.000,2660000.000,67000.000,67000.000,67000.000,67000.000,,,468000.000,468000.000,468000.000,468000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,8244000.000,6473000.000,6473000.000,7131000.000,7131000.000,7131000.000,7131000.000,7131000.000,1374000.000,1374000.000,1374000.000,1374000.000,67000.000,67000.000,561000.000,561000.000,468000.000,468000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,8846000.000,8244000.000,8244000.000,8936000.000,8936000.000,8935000.000,8935000.000,8935000.000,4761000.000,4761000.000,4761000.000,4761000.000,1374000.000,1374000.000,1922000.000,1922000.000,561000.000,561000.000
FiniteLivedIntangibleAssetsGross,,,126646000.000,126646000.000,126646000.000,126646000.000,126646000.000,135876000.000,135876000.000,135876000.000,135876000.000,135876000.000,138576000.000,138576000.000,138576000.000,138576000.000,138576000.000,124246000.000,124246000.000,124246000.000,124246000.000,124246000.000,124246000.000,126746000.000,126746000.000,126747000.000,126747000.000
FiniteLivedIntangibleAssetsNet,,,42278000.000,40296000.000,38314000.000,36332000.000,34184000.000,41096000.000,38541000.000,36054000.000,33636000.000,31219000.000,31329000.000,28867000.000,26449000.000,24070000.000,21700000.000,12752000.000,10983000.000,9214000.000,7446000.000,6202000.000,4958000.000,6123000.000,4759000.000,3576000.000,2871000.000
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,,,,2100000.000,-5400000.000,2600000.000,-5000000.000,-1400000.000,-1100000.000,,,,,,,,,,,,,,,,,,
FurnitureAndFixturesGross,,46197000.000,,,,47475000.000,,,,46735000.000,,,,46725000.000,,,,46412000.000,,,,43916000.000,,,,50556000.000,
Goodwill,117955000.000,133580000.000,148564000.000,149693000.000,149701000.000,149538000.000,149538000.000,158990000.000,158990000.000,158990000.000,158990000.000,158990000.000,159296000.000,159296000.000,159296000.000,159296000.000,159296000.000,159296000.000,159296000.000,159296000.000,159296000.000,159296000.000,159296000.000,161287000.000,161287000.000,161287000.000,161287000.000
HeldToMaturitySecurities,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
HeldToMaturitySecuritiesCurrent,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,
