,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30
ConvertibleDebtNoncurrent,,,,,,,,,,,250000.000,500000.000,750000.000,1750000.000,1800000.000,1900000.000,900000.000
CustomerDepositsCurrent,,,10800.000,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,13000.000,,,,27000.000,93000.000,147000.000,184000.000,248000.000,336000.000,400000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,0.000,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,13000.000,,,,27000.000,93000.000,147000.000,184000.000,248000.000,336000.000,400000.000,
DeferredTaxAssetsValuationAllowance,,,,,,13000.000,,,,27000.000,93000.000,147000.000,184000.000,248000.000,336000.000,400000.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,12983.000,19039.000,18129.000,15583.000,20388.000,39023.000,47948.000,54399.000,61579.000,80180.000,,,,,,,
DueFromRelatedParties,,,,,,,,,,,,199720.000,631308.000,,,,
DueToRelatedPartiesCurrent,3000.000,3000.000,3000.000,12000.000,24000.000,24000.000,24000.000,24000.000,24000.000,20000.000,2497.000,6747.000,6747.000,1098497.000,690719.000,691943.000,692663.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,0.500,0.500,,,,
FilmCosts,,,,,,,,,,,68857.000,49105.000,100155.000,1259036.000,1411640.000,1408330.000,4299440.000
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,1822.000,6299.000,11036.000,24336.000,41274.000,59358.000,
InventoryNet,,45735.000,,,,,,,,0.000,,,,,,,
Liabilities,,,24800.000,12000.000,,,,,,,308175.000,662848.000,1292228.000,2906775.000,2736603.000,2897336.000,2897336.000
LiabilitiesAndStockholdersEquity,17430.000,59396.000,29371.000,19117.000,30411.000,11177.000,4252.000,1401.000,,9500.000,103923.000,298437.000,815960.000,2244681.000,1815337.000,1788363.000,4306071.000
LiabilitiesCurrent,7713.000,55735.000,21800.000,,28099.000,27500.000,29500.000,33100.000,38879.000,20100.000,56353.000,156549.000,531192.000,1132439.000,895329.000,937978.000,937978.000
LineOfCredit,,,,,,,,,,,,,429840.000,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,,,,,,,3333333.000,,,,,
LinesOfCreditCurrent,,,,,,,,,,,,,,1087813.000,1526842.000,1539692.000,
NotesPayable,,,,,,,,,,,,0.000,,,,,
OperatingLossCarryforwards,,,,,,39000.000,,,,80180.000,273832.000,433991.000,540000.000,730000.000,991000.000,1178000.000,
OtherAssetsNoncurrent,,,,,,,,,,,220.000,220.000,220.000,220.000,220.000,220.000,220.000
OtherReceivablesNetCurrent,,,,,,,,,,,,,,601021.000,390898.000,373082.000,0.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
PreferredStockValue,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,-273832.000,-433991.000,-545848.000,-731674.000,-990846.000,-1178553.000,1339155.000
RetainedEarningsAppropriated,,,,,,,,,,,,,,,,,-587131.000
StockholdersEquity,9717.000,3661.000,4571.000,7117.000,2312.000,-16323.000,-25248.000,-31699.000,-38879.000,-10600.000,-204252.000,-364411.000,-476268.000,-662094.000,-921266.000,-1108973.000,1408735.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,4571.000,7117.000,,,,,,,-204252.000,-364411.000,-476268.000,-662094.000,-921266.000,-1108973.000,1408735.000
TheatricalFilmCostsProduction,,,,,,,,,,,,,,300000.000,3000000.000,3000000.000,3000000.000
UnrecognizedTaxBenefits,,,,,,,,,,0.000,0.000,0.000,0.000,,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,,,,,,,,,,,,,,,40510.000
