,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,,,838115.000,943115.000,859115.000,0.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,8381150.000,8431150.000,8431150.000,8381150.000,8381150.000,8381150.000,8381150.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,8381150.000,9131150.000,9131150.000,8381150.000,8381150.000,8381150.000,8381150.000
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,,,,,,,838115.000,943115.000,943115.000,0.000,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,838115.000,845115.000,845115.000,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,,,,,,,,,,8.580,8.330,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm1,,,,,,,9.230,7.110,7.110,8.580,8.580,8.000,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100
StockholdersEquity,1347139.000,1107247.000,1640797.000,1998277.000,1806091.000,1446344.000,1521122.000,1567806.000,1656506.000,1600046.000,1252802.000,987186.000,809598.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,1360729.000,1449429.000,1600046.000,1252802.000,987186.000,809598.000
StockholdersEquityNoteSubscriptionsReceivable,,,-2440.000,,,-2253.000,-2253.000,-2253.000,-2253.000,-52253.000,-52253.000,,
