,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,-456000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,1164179000.000,1278137000.000,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,1245839000.000,1287034000.000,1288150000.000,1309916000.000,1257589000.000,1338405000.000,1319392000.000,524908000.000,625140000.000,526430000.000,399533000.000,455976000.000,435012000.000,511554000.000,315543000.000,366769000.000,455860000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,1314641000.000,1304880000.000,1246916000.000,1286801000.000,1287802000.000,1309410000.000,1257224000.000,1338707000.000,1319899000.000,524785000.000,625361000.000,526458000.000,400173000.000,456003000.000,434891000.000,511929000.000,316086000.000,367133000.000,456312000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,677214000.000,750895000.000,719665000.000,723693000.000,698754000.000,634308000.000,677004000.000,811327000.000,673532000.000,835269000.000,785663000.000,293827000.000,264074000.000,202780000.000,111059000.000,207860000.000,252309000.000,261185000.000,185588000.000,153458000.000,176563000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,,,,,,412244000.000,462999000.000,509467000.000,515858000.000,513762000.000,577493000.000,554873000.000,436995000.000,478963000.000,226371000.000,231147000.000,204520000.000,298501000.000,301023000.000,173073000.000,203268000.000,89930000.000,143859000.000,109374000.000,77206000.000,110875000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,,1164224000.000,1279021000.000,1314967000.000,1305497000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,,,547000.000,223000.000,537000.000,362000.000,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,,,592000.000,1107000.000,863000.000,979000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,14486000.000,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPreacquisitionContingencyAmount,1725000.000,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,5076000.000,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,-1224000.000,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,1057000.000,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,11290000.000,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,2126000.000,,,,,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,64356000.000,,,,150549000.000,,,,142454000.000,,,,121002000.000,,,,96835000.000,,,,52716000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,5361000.000,,,,9205000.000,,,,7238000.000,,,,4907000.000,,,,4419000.000,,,,2272000.000,,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments,,,,,58995000.000,,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,141344000.000,,,,135216000.000,,,,116095000.000,,,,92416000.000,,,,50444000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,10355000.000,,,,33145000.000,,,,43089000.000,,,,60198000.000,,,,42083000.000,,,,30180000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,9779000.000,,,,12868000.000,,,,3016000.000,,,,2170000.000,,,,4389000.000,,,,510000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,13042000.000,,,,32477000.000,,,,18910000.000,,,,6986000.000,,,,11269000.000,,,,3983000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,13164000.000,,,,36782000.000,,,,38536000.000,,,,20293000.000,,,,15985000.000,,,,10343000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,14120000.000,,,,36840000.000,,,,43015000.000,,,,36259000.000,,,,28242000.000,,,,14155000.000,,
CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesCurrent,,,,,8997000.000,10896000.000,20288000.000,25046000.000,29692000.000,31053000.000,33075000.000,34588000.000,35900000.000,38286000.000,38241000.000,37507000.000,57149000.000,46448000.000,44772000.000,40988000.000,39134000.000,39900000.000,38435000.000,34615000.000,29128000.000,19875000.000,18012000.000
CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesNoncurrent,,,,,,,,,114214000.000,,,,103064000.000,,,,62668000.000,,,,57241000.000,,,,27790000.000,,
CapitalLeasesNetInvestmentInSalesTypeLeases,,,,,55348000.000,,,,143906000.000,,,,138964000.000,,,,119817000.000,,,,96375000.000,,,,56918000.000,,
CapitalLeasesNetInvestmentInSalesTypeLeasesDeferredIncome,,,,,5347000.000,,,,8206000.000,,,,7602000.000,,,,6089000.000,,,,5593000.000,,,,2253000.000,,
CapitalLeasesNetInvestmentInSalesTypeLeasesMinimumPaymentsToBeReceived,,,,,60695000.000,,,,152112000.000,,,,146566000.000,,,,125906000.000,,,,101968000.000,,,,59171000.000,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,,,703100000.000,,,,798000000.000,,,,890700000.000,,,,1000000000.000,,,,1100000000.000,,
CapitalizedComputerSoftwareNet,244848000.000,246737000.000,247709000.000,247037000.000,248750000.000,252588000.000,255965000.000,260876000.000,267307000.000,279516000.000,299837000.000,323843000.000,347077000.000,366676000.000,384813000.000,402772000.000,420199000.000,456473000.000,491838000.000,532085000.000,562559000.000,605931000.000,652486000.000,690972000.000,719209000.000,751705000.000,784347000.000
CashAndCashEquivalentsAtCarryingValue,214511000.000,184567000.000,214056000.000,231194000.000,243146000.000,281198000.000,302788000.000,288101000.000,317120000.000,281458000.000,270764000.000,287520000.000,202377000.000,219928000.000,315260000.000,496494000.000,635203000.000,390335000.000,293979000.000,261757000.000,402122000.000,295589000.000,377582000.000,431497000.000,170861000.000,378452000.000,460430000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,150000000.000,150000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,84029285.000,84858158.000,168931933.000,169388233.000,169565856.000,170434135.000,171161517.000,171536679.000,172089351.000,172552405.000,343030734.000,343727041.000,344338030.000,345193355.000,345664766.000,346052087.000,346985811.000,348590490.000,349496088.000,349934335.000,350323367.000,351077433.000,351632999.000,353581189.000,353731237.000,354442293.000,355642118.000
CommonStockValue,840000.000,847000.000,1689000.000,1694000.000,1696000.000,1704000.000,1712000.000,1715000.000,1721000.000,1726000.000,3430000.000,3437000.000,3443000.000,3452000.000,3457000.000,3461000.000,3470000.000,3486000.000,3495000.000,3499000.000,3503000.000,3511000.000,3516000.000,3536000.000,3537000.000,3545000.000,3556000.000
CostMethodInvestments,,,,,,,,,6500000.000,7200000.000,7200000.000,7200000.000,7200000.000,8200000.000,8700000.000,8700000.000,8700000.000,,,,16000000.000,,,,12000000.000,,
DebtAndCapitalLeaseObligations,,,,,126543000.000,,,,196139000.000,,,,165824000.000,,,,130328000.000,626959000.000,623526000.000,631410000.000,605866000.000,,,,564365000.000,,
DebtInstrumentCarryingAmount,,,,,,69200000.000,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentFairValue,,,101800000.000,99000000.000,,75700000.000,73200000.000,75600000.000,59000000.000,46300000.000,45100000.000,48100000.000,32600000.000,33100000.000,33200000.000,33300000.000,14900000.000,545000000.000,525000000.000,523000000.000,505000000.000,524000000.000,537000000.000,531000000.000,515000000.000,512000000.000,533000000.000
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,,,,,,,-792000.000,-766000.000,-741000.000,-716000.000,,,,-616000.000,,
DeferredIncomeTaxLiabilities,,,,,,,,,203625000.000,,,,246934000.000,,,,304758000.000,,,,389605000.000,,,,442617000.000,,
DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,,,,147518000.000,150229000.000,132192000.000,127876000.000,122153000.000,143212000.000,148686000.000,145984000.000,162987000.000,170392000.000,219857000.000,229083000.000,229450000.000,256601000.000,258746000.000,250825000.000,246711000.000,324516000.000,336491000.000,352260000.000,292769000.000,306263000.000,311540000.000,323062000.000
DeferredRevenueCurrent,109351000.000,123198000.000,132721000.000,137924000.000,153139000.000,164846000.000,163492000.000,179783000.000,189652000.000,193969000.000,179182000.000,195200000.000,209746000.000,231512000.000,228166000.000,215528000.000,209655000.000,301907000.000,274223000.000,265642000.000,278443000.000,279906000.000,299750000.000,308713000.000,311839000.000,338074000.000,325790000.000
DeferredRevenueNoncurrent,17303000.000,15042000.000,13946000.000,11913000.000,13787000.000,12139000.000,11571000.000,13941000.000,10937000.000,9330000.000,8539000.000,10523000.000,8159000.000,8600000.000,7817000.000,9102000.000,10813000.000,26800000.000,24852000.000,26726000.000,25865000.000,12062000.000,12048000.000,13743000.000,12800000.000,12506000.000,13446000.000
DeferredTaxAssetsDeferredIncome,,,,,25022000.000,,,,17339000.000,,,,65407000.000,,,,0.000,,,,,,,,59217000.000,,
DeferredTaxAssetsGross,,,,,,,,,,,,,171352000.000,,,,122969000.000,,,,142709000.000,,,,203289000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,-88794000.000,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,38620000.000,38819000.000,39304000.000,40521000.000,91614000.000,92622000.000,92763000.000,76803000.000,22075000.000,21533000.000,21510000.000,17267000.000,0.000,,,,,,
DeferredTaxAssetsNet,,,,,92248000.000,,,,101310000.000,,,,170456000.000,,,,122193000.000,,,,142709000.000,,,,,,
DeferredTaxAssetsNetCurrent,3836000.000,8573000.000,8737000.000,10560000.000,46795000.000,47420000.000,47425000.000,11520000.000,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,16757000.000,,,,21412000.000,,,,25612000.000,,,,28953000.000,,,,29265000.000,,,,27762000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,1000000.000,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,5410000.000,,,,6890000.000,,,,12529000.000,,,,10347000.000,,,,16334000.000,,,,9723000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,26462000.000,,,,35323000.000,,,,44856000.000,,,,58271000.000,,,,69555000.000,,,,81133000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,18597000.000,,,,20346000.000,,,,22948000.000,,,,25398000.000,,,,27555000.000,,,,25454000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,896000.000,,,,776000.000,,,,0.000,,,,,,
DeferredTaxLiabilities,,,,,181042000.000,,,,102315000.000,,,,76478000.000,,,,182565000.000,,,,246896000.000,,,,239328000.000,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedResearchAndDevelopmentCosts,,,,,91267000.000,,,,101393000.000,,,,130583000.000,,,,163938000.000,,,,216435000.000,,,,275888000.000,,
DeferredTaxLiabilitiesOther,,,,,4029000.000,,,,5537000.000,,,,2859000.000,,,,3625000.000,,,,3589000.000,,,,3050000.000,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,,,,,,,,,,,,,,,25655000.000,,,,30255000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,85746000.000,,,,96695000.000,,,,113492000.000,,,,129684000.000,,,,133242000.000,,,,133424000.000,,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,,,,,,,,,,,,,,7511000.000,,,,10684000.000,,,,0.000,,
DeferredTaxLiabilityNotRecognizedCumulativeAmountOfTemporaryDifference,,,,,58000000.000,,,,,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,86921000.000,76796000.000,90908000.000,93411000.000,109227000.000,92365000.000,102397000.000,108842000.000,125253000.000,106924000.000,122600000.000,127531000.000,147986000.000,123242000.000,141160000.000,145739000.000,140230000.000,182222000.000,179508000.000,202791000.000,184225000.000,191105000.000,175478000.000,204774000.000,211554000.000,208467000.000,184893000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,,,,,,10600000.000,13300000.000,13600000.000,,13800000.000,15700000.000,13300000.000,,19000000.000,23000000.000,19000000.000,,12000000.000,12000000.000,10000000.000,,7000000.000,16000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,101200000.000,140300000.000,130200000.000,,122800000.000,160100000.000,148100000.000,,140000000.000,170000000.000,158000000.000,,153000000.000,182000000.000,168000000.000,,147000000.000,188000000.000
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,,,72500000.000,,,,,,,,,,,,,,,,,,,,,,,,
EquityMethodInvestments,,,,,,,,,,,,,5000000.000,4800000.000,4400000.000,4000000.000,3500000.000,,,,1000000.000,,,,2000000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,118868000.000,,,,138957000.000,,,,171490000.000,,,,212607000.000,,,,330181000.000,,,,444873000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,29015000.000,,,,33371000.000,,,,34048000.000,,,,121473000.000,,,,117049000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,13555000.000,,,,5387000.000,,,,5208000.000,,,,53452000.000,,,,49733000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,20286000.000,,,,19625000.000,,,,8494000.000,,,,96191000.000,,,,55990000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,24850000.000,,,,26364000.000,,,,22651000.000,,,,100109000.000,,,,98734000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,27315000.000,,,,30930000.000,,,,29359000.000,,,,114428000.000,,,,102727000.000,,
FiniteLivedIntangibleAssetsGross,,,,,194234000.000,,,,271002000.000,,,,315622000.000,,,,339243000.000,,,,1018239000.000,,,,1010920000.000,,
FiniteLivedIntangibleAssetsNet,38468000.000,39525000.000,56146000.000,55323000.000,75366000.000,71959000.000,69663000.000,66477000.000,132045000.000,151193000.000,144141000.000,140245000.000,144132000.000,138696000.000,137069000.000,131790000.000,126636000.000,741162000.000,720583000.000,716688000.000,688058000.000,640235000.000,613449000.000,591447000.000,566047000.000,542715000.000,522584000.000
Goodwill,161374000.000,162628000.000,189194000.000,187857000.000,211826000.000,213006000.000,211498000.000,211793000.000,247616000.000,306155000.000,306951000.000,307523000.000,307422000.000,307081000.000,324108000.000,322135000.000,320538000.000,767222000.000,766046000.000,788943000.000,799182000.000,849490000.000,847939000.000,848452000.000,844200000.000,845842000.000,849876000.000
HeldToMaturitySecuritiesCurrent,356501000.000,426314000.000,467966000.000,524011000.000,531635000.000,612644000.000,,,,,,,,,,,,,,,,,,,,,
HeldToMaturitySecuritiesNoncurrent,,,329990000.000,334765000.000,359324000.000,375039000.000,,,,,,,,,,,,,,,,,,,,,
InventoryNet,11036000.000,13657000.000,13076000.000,12286000.000,23296000.000,14141000.000,22521000.000,24308000.000,23681000.000,22106000.000,23835000.000,28234000.000,32299000.000,28257000.000,31710000.000,28604000.000,23789000.000,22553000.000,28633000.000,23702000.000,15788000.000,22579000.000,16694000.000,19705000.000,14740000.000,19013000.000,14550000.000
LettersOfCreditOutstandingAmount,,,,,,,,,14300000.000,,,,17100000.000,,,,16600000.000,,,16000000.000,16000000.000,,,,32000000.000,,
Liabilities,517373000.000,538858000.000,590671000.000,636214000.000,689557000.000,695707000.000,730524000.000,773779000.000,870818000.000,865909000.000,892934000.000,888980000.000,930700000.000,944951000.000,1005506000.000,996428000.000,964597000.000,1642184000.000,1620840000.000,1685600000.000,1691600000.000,1678165000.000,1725575000.000,1670492000.000,1702016000.000,1690332000.000,1703138000.000
LiabilitiesAndStockholdersEquity,2422790000.000,2561544000.000,2720807000.000,2843568000.000,3000358000.000,3139559000.000,3299044000.000,3470456000.000,3704468000.000,3765149000.000,3843941000.000,3966370000.000,4098364000.000,4191348000.000,4265275000.000,4392638000.000,4530565000.000,5352605000.000,5484833000.000,5522925000.000,5561984000.000,5594492000.000,5779551000.000,5948527000.000,5629963000.000,5803208000.000,6058641000.000
LiabilitiesCurrent,305932000.000,314829000.000,350951000.000,377502000.000,438720000.000,443520000.000,465126000.000,496007000.000,580112000.000,572423000.000,605440000.000,584440000.000,640432000.000,611667000.000,672522000.000,671120000.000,634315000.000,792299000.000,777851000.000,839335000.000,777866000.000,775932000.000,815093000.000,828060000.000,845401000.000,833539000.000,841709000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,100000000.000,100000000.000,,,,100000000.000,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,,,,,85700000.000,,,,82900000.000,,,,83400000.000,,,,84000000.000,,,,68000000.000,,
LongTermDebt,,,,,67548000.000,,68100000.000,69800000.000,54795000.000,42400000.000,42400000.000,45000000.000,30608000.000,30900000.000,31600000.000,30200000.000,14233000.000,514000000.000,514000000.000,514000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
LongTermDebtAndCapitalLeaseObligations,,,,99281000.000,86821000.000,107856000.000,125951000.000,141678000.000,136557000.000,135470000.000,132971000.000,131030000.000,111717000.000,104827000.000,96084000.000,86756000.000,62868000.000,564339000.000,567312000.000,572828000.000,563353000.000,553680000.000,546174000.000,535920000.000,537552000.000,532747000.000,524921000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,34560000.000,39722000.000,44778000.000,50129000.000,54979000.000,59582000.000,46905000.000,48928000.000,51872000.000,54107000.000,55657000.000,59287000.000,60042000.000,67460000.000,61828000.000,55448000.000,57841000.000,41797000.000,41762000.000,38408000.000,36619000.000,26197000.000,17398000.000,18494000.000
LongTermDebtCurrent,24837000.000,27121000.000,29820000.000,,,,,,,,,,,,,,,,,,,,,,,,
LongTermDebtFairValue,,,,,72600000.000,,,,,,,,,,,,,,,,,,,,,,
LongTermDebtNoncurrent,67923000.000,74314000.000,84871000.000,,,,,,,,,,,,,,,,,,,,,,,,
LongTermInvestments,264467000.000,337852000.000,,,,,,,,,,,,,,,,,,,,,,,,,
MinorityInterest,120000.000,120000.000,120000.000,120000.000,120000.000,120000.000,120000.000,120000.000,0.000,,,,,,,,,,,,,,,,,,
NetInvestmentHedgeDerivativeLiabilitiesAtFairValue,,,,,,,58329000.000,60027000.000,45045000.000,42360000.000,42376000.000,44959000.000,30608000.000,30904000.000,31632000.000,30168000.000,,13853000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,132026000.000,,,,128843000.000,,,,138098000.000,,,,140570000.000,,,,112824000.000,,,,114982000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,23807000.000,,,,24943000.000,,,,20488000.000,,,,23525000.000,,,,26436000.000,,,,30089000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,8249000.000,,,,11911000.000,,,,14691000.000,,,,14984000.000,,,,9757000.000,,,,11147000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,12896000.000,,,,12210000.000,,,,17234000.000,,,,19294000.000,,,,15390000.000,,,,16085000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,18701000.000,,,,16803000.000,,,,17819000.000,,,,21467000.000,,,,20290000.000,,,,22041000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,22141000.000,,,,22843000.000,,,,19485000.000,,,,21693000.000,,,,25076000.000,,,,26898000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,46232000.000,,,,40133000.000,,,,48381000.000,,,,39607000.000,,,,15875000.000,,,,8722000.000,,
OtherAccruedLiabilitiesCurrent,19788000.000,19555000.000,24931000.000,32262000.000,51087000.000,27963000.000,25239000.000,17628000.000,64413000.000,75748000.000,84995000.000,62821000.000,83574000.000,75515000.000,,80584000.000,56685000.000,50631000.000,59938000.000,105174000.000,57891000.000,53771000.000,59335000.000,58423000.000,57677000.000,62599000.000,53440000.000
OtherAssetsNoncurrent,68743000.000,75386000.000,86676000.000,101860000.000,113783000.000,139578000.000,154282000.000,170868000.000,187819000.000,178418000.000,191328000.000,191286000.000,190371000.000,181615000.000,173369000.000,184606000.000,158999000.000,168547000.000,169005000.000,193310000.000,202065000.000,200451000.000,204214000.000,199356000.000,219248000.000,190607000.000,184734000.000
OtherCommitment,,,,,,,,,,,,,,,,,50000000.000,,,,50000000.000,,,,50000000.000,,
OtherLiabilitiesCurrent,,,,,,,,,,,,,,,95055000.000,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,
PreferredStockSharesAuthorized,,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,,
PrepaidExpenseAndOtherAssets,,,,97033000.000,94232000.000,100564000.000,118304000.000,128541000.000,113572000.000,149406000.000,152743000.000,181208000.000,175488000.000,198961000.000,175074000.000,181103000.000,209278000.000,242462000.000,272368000.000,245122000.000,264780000.000,260818000.000,303813000.000,300764000.000,303229000.000,288833000.000,323703000.000
PropertyPlantAndEquipmentGross,,,,,1180206000.000,,,,1312605000.000,,,,1611231000.000,,,,1864770000.000,,,,2312289000.000,,,,2658566000.000,,
PropertyPlantAndEquipmentNet,498829000.000,495600000.000,497770000.000,493594000.000,488996000.000,495918000.000,534611000.000,551663000.000,569708000.000,606449000.000,674626000.000,724886000.000,792781000.000,845104000.000,863684000.000,889487000.000,924260000.000,1103400000.000,1155153000.000,1187114000.000,1309214000.000,1366479000.000,1437825000.000,1476126000.000,1552524000.000,1569023000.000,1593999000.000
ReceivablesNetCurrent,476905000.000,469180000.000,504290000.000,548048000.000,563209000.000,535504000.000,492529000.000,542415000.000,577848000.000,512078000.000,527896000.000,529303000.000,582926000.000,564086000.000,614930000.000,617204000.000,672778000.000,940571000.000,1003143000.000,1053134000.000,1034084000.000,941792000.000,983310000.000,985164000.000,944943000.000,986354000.000,1036980000.000
RetainedEarningsAccumulatedDeficit,1290835000.000,1355391000.000,1427435000.000,1506270000.000,1597462000.000,1686170000.000,1783999000.000,1882886000.000,1994694000.000,2104734000.000,2217641000.000,2332985000.000,2393048000.000,2512574000.000,2641607000.000,2770609000.000,2918481000.000,3029415000.000,3144453000.000,3291735000.000,3457843000.000,3608203000.000,3774657000.000,3944636000.000,4094327000.000,4245101000.000,4424784000.000
