,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
RealEstateInvestmentPropertyAccumulatedDepreciation,131247000.000,139738000.000,148257000.000,156822000.000,165450000.000,174105000.000,182814000.000,188083000.000,196667000.000,205180000.000
RealEstateInvestmentPropertyAtCost,,,,,,,995440000.000,,,
RealEstateInvestmentPropertyNet,858370000.000,852394000.000,846377000.000,839501000.000,833150000.000,826352000.000,812626000.000,796207000.000,789947000.000,784535000.000
RestrictedCashAndCashEquivalents,,,,,,,,11117000.000,10765000.000,12020000.000
SecuredDebt,111922000.000,111048000.000,110147000.000,109233000.000,108323000.000,170399000.000,162523000.000,177307000.000,184792000.000,183560000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,440370.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,11.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,440370.000,,,
StockholdersEquity,707328000.000,695350000.000,677980000.000,665202000.000,655141000.000,644903000.000,624463000.000,612734000.000,604576000.000,597542000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,707328000.000,695350000.000,677980000.000,665202000.000,655141000.000,644903000.000,624463000.000,612734000.000,604576000.000,597542000.000
