,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
LiabilitiesAndStockholdersEquity,7100.000,15752.000,,350656.000,52912039.000,50139441.000,49623189.000,8569749.000,8988155.000,8198909.000,9172857.000
LiabilitiesCurrent,,,,,43942658.000,42852238.000,44280586.000,55345936.000,61579641.000,62835351.000,65433317.000
LongTermDebt,,,,,12700000.000,12700000.000,12700000.000,,,,
LongTermDebtNoncurrent,,,,,,,,3400000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,15475726.000,,,15421545.000,,15869888.000,16854302.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,4079779.000,,,4304466.000,,4292117.000,4361682.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,1213453.000,,,1272814.000,,1317681.000,1510957.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,1828967.000,,,1868457.000,,1915420.000,2108697.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,2797422.000,,,2750531.000,,2800230.000,2992068.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,3404052.000,,,3702023.000,,3749560.000,3941061.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,2152053.000,,,1523254.000,,1794880.000,1939837.000
OperatingLossCarryforwards,538.000,1040.000,1789.000,4642.000,,,,11291000.000,,,
OtherAssets,,,,,527435.000,526538.000,520036.000,,,,
PreferredStockParOrStatedValuePerShare,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,0.000,0.000,0.000,,,,
PreferredStockSharesOutstanding,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,60.000,
PrepaidExpenseAndOtherAssets,,,,,,,,374766.000,501018.000,665714.000,359471.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,912162.000,844589.000,730508.000,,,,
PropertyPlantAndEquipmentGross,,,,,,,,6401356.000,,,
PropertyPlantAndEquipmentNet,,,,,1919092.000,1812614.000,1615900.000,1599312.000,1493960.000,1403453.000,1299520.000
RetainedEarningsAccumulatedDeficit,3590.000,6938.000,11926.000,-30945.000,-31342.000,-9032317.000,-11297953.000,-53450068.000,-54339013.000,-56383968.000,-58007986.000
ShortTermBorrowings,,,,,38056820.000,38109859.000,38162899.000,47515939.000,50915939.000,50915939.000,50915939.000
StockholdersEquity,-3290.000,-6638.000,,-8193.000,-6519526.000,-8306418.000,-10501358.000,-52653473.000,-53542418.000,-55587373.000,-57211391.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3290.000,-6638.000,,-8193.000,-6519526.000,-8306418.000,-10501358.000,-52653473.000,-53542418.000,-55587373.000,-57211391.000
ValuationAllowancesAndReservesBalance,,,,-4642.000,,,,,,,
