,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
DeferredTaxAssetsLiabilitiesNet,,,,,,,22173.000,,,,-29503.000,,,,-103335.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,29648.000,,,,29648.000,,,,44470.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,-7475.000,,,,-59151.000,,,,
DeferredTaxAssetsNetCurrent,,,,,,,29648.000,29648.000,30000.000,30000.000,29648.000,29648.000,29648.000,29648.000,44470.000
DeferredTaxAssetsNetNoncurrent,,,,,,,61364.000,,,,26522.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,61364.000,,,,26522.000,,,,2000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,-68839.000,,,,-85673.000,,,,-149805.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,0.000,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,29648.000,,,,29648.000,,,,44470.000
DeferredTaxAssetsValuationAllowance,,,,,,,0.000,,,,,,,,
DeferredTaxLiabilities,,,,,,,7475.000,37542.000,52000.000,62000.000,59151.000,59151.000,59151.000,59151.000,147805.000
DeferredTaxLiabilitiesCurrent,,,,,,,0.000,,,,0.000,,,,0.000
DeferredTaxLiabilitiesNoncurrent,,,,,,,68839.000,,,,85673.000,,,,
DepositsAssetsNoncurrent,116955.000,108204.000,108204.000,108204.000,108204.000,108204.000,108204.000,108204.000,107204.000,107204.000,92204.000,17204.000,20384.000,20384.000,20384.000
FurnitureAndFixturesGross,,,,,,,329391.000,,,,330561.000,,,,390224.000
IncomeTaxesReceivable,,,,,,,,,,,57358.000,,,0.000,0.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000,71675.000
InterestPayableCurrentAndNoncurrent,,,,,,,-605955.000,,,,,,,,
InventoryNet,445389.000,463410.000,379794.000,336671.000,373324.000,360853.000,420048.000,429347.000,456783.000,426743.000,377907.000,370734.000,417427.000,419366.000,450041.000
Land,,,,,,,1000263.000,,,,1000263.000,,,,1000263.000
Liabilities,5700190.000,5557013.000,5347158.000,5282428.000,5536011.000,4983237.000,5051706.000,5141062.000,5319681.000,5095034.000,5249713.000,5215084.000,5198682.000,5083687.000,5260260.000
LiabilitiesAndStockholdersEquity,6233197.000,6179790.000,5944492.000,5956016.000,6516470.000,6072610.000,6257329.000,6417487.000,6772507.000,6662688.000,6959803.000,7081554.000,7234895.000,7198712.000,7540536.000
LiabilitiesCurrent,5657339.000,5514162.000,1254663.000,1168391.000,1407116.000,883035.000,993817.000,1022988.000,1217990.000,1035717.000,1192261.000,1225402.000,1263752.000,1148229.000,1324315.000
LiabilitiesNoncurrent,42851.000,42851.000,4092495.000,4114037.000,4128895.000,4100202.000,4057889.000,4118074.000,4101691.000,4059317.000,4057452.000,3989682.000,3934930.000,3935458.000,3935945.000
LineOfCredit,,,,,,,750000.000,750000.000,750000.000,750000.000,,0.000,0.000,0.000,
LineOfCreditFacilityAmountOutstanding,,,,,370051.000,0.000,,,,,,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,585000.000,750000.000,,,,,,,,,
LinesOfCreditCurrent,370051.000,370051.000,370051.000,370051.000,370051.000,0.000,0.000,,,,,,,,
LongTermDebt,,,,,,,4151148.000,,,,4113881.000,,,,3908023.000
LongTermDebtCurrent,4231247.000,4211033.000,120705.000,126583.000,137613.000,141439.000,146325.000,147061.000,151231.000,158996.000,189042.000,187265.000,185734.000,142510.000,188654.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,,,,,,,359183.000,,,,189042.000,,,,188654.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingAfterYearFive,,,,,,,3680946.000,,,,3244668.000,,,,3074339.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFive,,,,,,,,,,,162978.000,,,,169867.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFour,,,,,,,,,,,157293.000,,,,163001.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,,,,,,,357791.000,,,,155239.000,,,,156902.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,,,,,,,359183.000,,,,204661.000,,,,155260.000
LongTermDebtNoncurrent,,,4069443.000,4097506.000,4066582.000,4045441.000,4004823.000,3986159.000,3931965.000,3898581.000,3924839.000,3877832.000,3834557.000,3762930.000,3719369.000
LongTermInvestments,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000,361196.000
MachineryAndEquipmentGross,,,,,,,5844738.000,,,,6228346.000,,,,6545792.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,1279229.000,,,,1515458.000,,,,1968644.000
OperatingLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,,,,,,,226576.000,,,,109048.000,,,,132458.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFive,,,,,,,,,,,215163.000,,,,247549.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFour,,,,,,,226720.000,,,,261482.000,,,,349002.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,,,253092.000,,,,281262.000,,,,389347.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,274749.000,,,,302832.000,,,,418866.000
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,298092.000,,,,345671.000,,,,431422.000
OtherAssetsNoncurrent,50379.000,60158.000,62240.000,95297.000,130227.000,123358.000,123896.000,113554.000,139822.000,129596.000,125482.000,121314.000,117147.000,110145.000,109545.000
OtherLongTermDebt,,,,,,,,,,,92000.000,,,,36000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,6036.000,0.000,0.000,0.000,,,,0.000,,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,56596.000,30002.000,44359.000,49748.000,23031.000,31570.000,41290.000,70394.000,26455.000,42776.000,26158.000,41828.000,38617.000,62644.000,56332.000
PropertyPlantAndEquipmentGross,,,,,,,11617148.000,,,,12323413.000,,,,12791748.000
PropertyPlantAndEquipmentNet,3940598.000,3864696.000,3809586.000,3738335.000,3745271.000,3690065.000,3613629.000,3627708.000,3709941.000,3753772.000,3822386.000,3820077.000,3747634.000,3821455.000,3732498.000
RetainedEarningsAccumulatedDeficit,-1131555.000,-1046815.000,-1077289.000,,-709255.000,-605371.000,-494151.000,-423349.000,-246948.000,-132120.000,10316.000,166696.000,336439.000,415251.000,580502.000
SalesAndExciseTaxPayableCurrent,,,,,,,,,,,36346.000,,,,42792.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,1950000.000,1950000.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,94000.000,,,,99000.000,,,,88000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,104000.000,,,,99000.000,,,,88000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,1.570,,,,1.600,,,,1.660
StockholdersEquity,533007.000,622777.000,597334.000,673588.000,980459.000,1089373.000,1205623.000,1276425.000,1452826.000,1567654.000,1710090.000,1866470.000,2036213.000,2115025.000,2280276.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,533007.000,622777.000,597334.000,673588.000,980459.000,1089373.000,1205623.000,1276425.000,1452826.000,1567654.000,1710090.000,1866470.000,2036213.000,2115025.000,2280276.000
